
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
174,Moses Malone*\malonmo01,C,24,HOU,82,,3140,778,1549,.502,0,6,.000,778,1543,.504,.502,563,783,.719,573,617,1190,147,80,107,300,210,2119
175,Steve Malovic\malovst01,PF,23,TOT,39,,445,31,67,.463,0,0,,31,67,.463,.463,18,27,.667,36,50,86,26,8,6,23,51,80
176,Pete Maravich*\maravpe01,SG,32,TOT,43,4,964,244,543,.449,10,15,.667,234,528,.443,.459,91,105,.867,17,61,78,83,24,6,82,79,589
177,Cedric Maxwell\maxwece01,SF,24,BOS,80,80,2744,457,750,.609,0,0,,457,750,.609,.609,436,554,.787,284,420,704,199,76,61,230,266,1350
178,Scott May\maysc01,SF,25,CHI,54,,1298,264,587,.450,0,4,.000,264,583,.453,.450,144,172,.837,78,140,218,104,45,5,77,126,672
179,Bob McAdoo*\mcadobo01,PF,28,DET,58,,2097,492,1025,.480,3,24,.125,489,1001,.489,.481,235,322,.730,100,367,467,200,73,65,238,178,1222
180,Jim McElroy\mcelrji01,PG,26,TOT,67,,1528,228,527,.433,5,21,.238,223,506,.441,.437,132,172,.767,32,67,99,227,46,19,131,123,593
181,George McGinnis*\mcginge01,PF,29,TOT,73,,2208,400,886,.451,2,15,.133,398,871,.457,.453,270,488,.553,222,477,699,333,101,23,281,303,1072
182,Billy McKinney\mckinbi01,PG,24,KCK,76,,1333,206,459,.449,1,10,.100,205,449,.457,.450,107,133,.805,20,66,86,248,58,5,89,87,520
183,Tom McMillen\mcmilto01,C,27,ATL,53,,1071,191,382,.500,0,1,.000,191,381,.501,.500,81,107,.757,70,150,220,62,36,14,64,126,463
184,John Mengelt\mengejo01,SG,30,CHI,36,,387,90,166,.542,0,6,.000,90,160,.563,.542,39,49,.796,3,20,23,38,10,0,36,54,219
185,Joe Meriweather\meriwjo01,PF,26,NYK,65,,1565,252,477,.528,0,1,.000,252,476,.529,.528,78,121,.645,122,228,350,66,37,120,112,239,582
186,Dave Meyers\meyerda01,PF,26,MIL,79,,2204,399,830,.481,1,5,.200,398,825,.482,.481,156,246,.634,140,308,448,225,72,40,182,218,955
187,Mike Mitchell\mitchmi01,SF,24,CLE,82,,2802,775,1482,.523,0,6,.000,775,1476,.525,.523,270,343,.787,206,385,591,93,70,77,172,259,1820
188,Steve Mix\mixst01,SF,32,PHI,81,,1543,363,703,.516,4,10,.400,359,693,.518,.519,207,249,.831,114,176,290,149,67,9,132,114,937
189,Paul Mokeski\mokespa01,C,23,HOU,12,,113,11,33,.333,0,0,,11,33,.333,.333,7,9,.778,14,15,29,2,1,6,10,24,29
190,Sidney Moncrief\moncrsi01,SG,22,MIL,77,,1557,211,451,.468,0,1,.000,211,450,.469,.468,232,292,.795,154,184,338,133,72,16,117,106,654
191,Eric Money\moneyer01,SG-PG,24,TOT,61,,1549,273,546,.500,0,0,,273,546,.500,.500,83,106,.783,31,73,104,254,53,11,155,146,629
192,Earl Monroe*\monroea01,SG,35,NYK,51,,633,161,352,.457,0,0,,161,352,.457,.457,56,64,.875,16,20,36,67,21,3,28,46,378
193,Calvin Murphy*\murphca01,SG,31,HOU,76,,2676,624,1267,.493,1,25,.040,623,1242,.502,.493,271,302,.897,68,82,150,299,143,9,162,269,1520
194,Swen Nater\natersw01,C,30,SDC,81,,2860,443,799,.554,0,2,.000,443,797,.556,.554,196,273,.718,352,864,1216,233,45,37,257,259,1082
195,Calvin Natt\nattca01,SF,23,TOT,78,,2857,622,1298,.479,3,9,.333,619,1289,.480,.480,306,419,.730,239,452,691,169,102,34,198,205,1553
196,Mike Newlin\newlimi01,SG,31,NJN,78,,2510,611,1329,.460,45,152,.296,566,1177,.481,.477,367,415,.884,101,163,264,314,115,4,231,195,1634
197,Norm Nixon\nixonno01,PG,24,LAL,82,,3226,624,1209,.516,1,8,.125,623,1201,.519,.517,197,253,.779,52,177,229,642,147,14,288,241,1446
198,Sylvester Norris\norrisy01,C,22,SAS,17,,189,18,43,.419,0,0,,18,43,.419,.419,4,6,.667,10,33,43,6,3,12,19,41,40
199,Mark Olberding\olberma01,SF,23,SAS,75,,2111,291,609,.478,0,3,.000,291,606,.480,.478,210,264,.795,83,335,418,327,67,22,180,274,792
200,John Olive\olivejo01,SF,24,SDC,1,,15,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,1,1,0,0,0,2,2,0
201,Tom Owens\owensto01,C,30,POR,76,,2337,518,1008,.514,1,2,.500,517,1006,.514,.514,213,283,.753,189,384,573,194,45,53,174,270,1250
202,Robert Parish*\parisro01,C,26,GSW,72,,2119,510,1006,.507,0,1,.000,510,1005,.507,.507,203,284,.715,247,536,783,122,58,115,225,248,1223
203,Sonny Parker\parkeso01,SF,24,GSW,82,,2849,483,988,.489,0,2,.000,483,986,.490,.489,237,302,.785,166,298,464,254,173,32,163,195,1203
204,Billy Paultz\paultbi01,C,31,TOT,84,,2193,327,673,.486,0,1,.000,327,672,.487,.486,109,182,.599,187,399,586,188,69,84,115,213,763
205,Jim Paxson\paxsoji02,SG,22,POR,72,,1270,189,460,.411,1,22,.045,188,438,.429,.412,64,90,.711,25,84,109,144,48,5,93,97,443
206,Wiley Peck\peckwi01,SF,22,SAS,52,,628,73,169,.432,0,2,.000,73,167,.437,.432,34,55,.618,66,117,183,33,17,23,48,100,180
207,Sam Pellom\pellosa01,PF,28,ATL,44,,373,44,108,.407,0,0,,44,108,.407,.407,21,30,.700,28,64,92,18,12,12,18,70,109
208,Roger Phegley\pheglro01,SG,23,TOT,78,,1512,350,733,.477,4,9,.444,346,724,.478,.480,177,203,.872,75,110,185,102,34,7,119,158,881
209,Stan Pietkiewicz\pietkst01,PG,23,SDC,50,,577,91,179,.508,9,36,.250,82,143,.573,.534,37,46,.804,26,19,45,94,25,4,51,52,228
210,Ben Poquette\poquebe01,C,24,UTA,82,,2349,296,566,.523,0,2,.000,296,564,.525,.523,139,167,.832,124,436,560,131,45,162,103,283,731
211,Kevin Porter\porteke01,PG,29,WSB,70,,1494,201,438,.459,0,4,.000,201,434,.463,.459,110,137,.803,25,57,82,457,59,11,164,180,512
212,Clifford Ray\raycl01,C,31,GSW,81,,1683,203,383,.530,0,2,.000,203,381,.533,.530,84,149,.564,122,344,466,183,51,32,155,266,490
213,Marlon Redmond\redmoma01,SG,24,KCK,24,,298,59,138,.428,0,9,.000,59,129,.457,.428,24,34,.706,18,34,52,19,4,9,19,27,142
214,Robert Reid\reidro01,SF,24,HOU,76,,2304,419,861,.487,0,3,.000,419,858,.488,.487,153,208,.736,140,301,441,244,132,57,164,281,991
215,Kevin Restani\restake01,SF,28,SAS,82,,1966,369,727,.508,5,29,.172,364,698,.521,.511,131,161,.814,142,244,386,189,54,12,129,186,874
216,Clint Richardson\richacl01,SG,23,PHI,52,,988,159,348,.457,1,3,.333,158,345,.458,.458,28,45,.622,55,68,123,107,24,15,64,97,347
217,Micheal Ray Richardson\richami01,SG,24,NYK,82,,3060,502,1063,.472,27,110,.245,475,953,.498,.485,223,338,.660,151,388,539,832,265,35,359,260,1254
218,Anthony Roberts\roberan01,SF,24,DEN,23,,486,69,181,.381,0,1,.000,69,180,.383,.381,39,60,.650,54,55,109,20,13,3,28,52,177
219,Rick Robey\robeyri01,C,24,BOS,82,27,1918,379,727,.521,0,1,.000,379,726,.522,.521,184,269,.684,209,321,530,92,53,15,151,244,942
220,Cliff Robinson\robincl01,PF,19,NJN,70,,1661,391,833,.469,1,4,.250,390,829,.470,.470,168,242,.694,174,332,506,98,61,34,137,178,951
221,Jackie Robinson\robinja01,SF,24,DET,7,,51,9,17,.529,0,1,.000,9,16,.563,.529,9,11,.818,3,2,5,0,3,3,2,8,27
222,Truck Robinson\robintr01,PF,28,PHO,82,,2710,545,1064,.512,0,0,,545,1064,.512,.512,325,487,.667,213,557,770,142,58,59,251,262,1415
223,Bill Robinzine\robinbi01,PF,27,KCK,81,,1917,362,723,.501,1,2,.500,361,721,.501,.501,200,274,.730,184,342,526,62,106,23,148,311,925
224,Dave Robisch\robisda01,C,30,CLE,82,,2670,489,940,.520,0,3,.000,489,937,.522,.520,277,329,.842,225,433,658,192,53,53,138,211,1255
225,John Roche\rochejo01,PG,30,DEN,82,,2286,354,741,.478,49,129,.380,305,612,.498,.511,175,202,.866,24,91,115,405,82,12,159,139,932
226,Tree Rollins\rollitr01,C,24,ATL,82,,2123,287,514,.558,0,0,,287,514,.558,.558,157,220,.714,283,491,774,76,54,244,99,322,731
227,Dan Roundfield\roundda01,PF,26,ATL,81,,2588,502,1007,.499,0,4,.000,502,1003,.500,.499,330,465,.710,293,544,837,184,101,139,233,317,1334
228,Campy Russell\russeca02,SF,28,CLE,41,,1331,284,630,.451,1,9,.111,283,621,.456,.452,178,239,.745,76,149,225,173,72,20,148,113,747
229,Alvin Scott\scottal01,SF,24,PHO,79,,1303,127,301,.422,1,3,.333,126,298,.423,.424,95,122,.779,89,139,228,98,47,53,92,101,350
230,Charlie Scott*\scottch01,SG,31,DEN,69,,1860,276,688,.401,2,11,.182,274,677,.405,.403,85,118,.720,51,115,166,250,47,23,163,197,639
231,Lonnie Shelton\sheltlo01,PF,24,SEA,76,,2243,425,802,.530,1,5,.200,424,797,.532,.531,184,241,.763,199,383,582,145,92,79,169,292,1035
232,Purvis Short\shortpu01,SF,22,GSW,62,,1636,461,916,.503,0,6,.000,461,910,.507,.503,134,165,.812,119,197,316,123,63,9,122,186,1056
233,John Shumate\shumajo01,PF,27,TOT,65,,1337,207,392,.528,0,1,.000,207,391,.529,.528,165,216,.764,108,255,363,84,40,45,91,126,579
234,Jack Sikma\sikmaja01,C,24,SEA,82,,2793,470,989,.475,0,1,.000,470,988,.476,.475,235,292,.805,198,710,908,279,68,77,202,232,1175
235,James Silas\silasja01,PG,30,SAS,77,,2293,513,999,.514,0,4,.000,513,995,.516,.514,339,382,.887,45,122,167,347,61,14,192,206,1365
236,Paul Silas\silaspa01,PF,36,SEA,82,,1595,113,299,.378,0,0,,113,299,.378,.378,89,136,.654,204,232,436,66,25,5,83,120,315
237,Ralph Simpson\simpsra01,SG,30,NJN,8,,81,18,47,.383,0,2,.000,18,45,.400,.383,5,10,.500,6,5,11,14,9,0,12,3,41
238,Al Skinner\skinnal01,SG,27,PHI,2,,10,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,2,0,0,2,1,2
239,Bingo Smith\smithbi02,SF-SG,33,TOT,78,,2123,385,891,.432,23,81,.284,362,810,.447,.445,100,115,.870,94,165,259,100,62,17,81,209,893
240,Phil Smith\smithph01,SG,27,GSW,51,,1552,325,685,.474,7,22,.318,318,663,.480,.480,135,171,.789,28,118,146,187,62,15,121,154,792
241,Randy Smith\smithra01,SG,31,CLE,82,,2677,599,1326,.452,10,53,.189,589,1273,.463,.456,233,283,.823,93,163,256,363,125,7,200,190,1441
242,Robert Smith\smithro01,PG,24,TOT,65,,809,118,269,.439,8,26,.308,110,243,.453,.454,80,92,.870,20,59,79,92,26,4,53,105,324
243,Sam Smith\smithsa02,SF,25,CHI,30,,496,97,230,.422,8,35,.229,89,195,.456,.439,57,63,.905,22,32,54,42,25,7,33,54,259
244,Willie Smith\smithwi02,PG,26,CLE,62,,1051,121,315,.384,17,71,.239,104,244,.426,.411,40,52,.769,56,65,121,259,75,1,95,110,299
245,Ricky Sobers\soberri01,PG,27,CHI,82,,2673,470,1002,.469,21,68,.309,449,934,.481,.480,200,239,.837,75,167,242,426,136,17,282,294,1161
246,Jim Spanarkel\spanaji01,SG,22,PHI,40,,442,72,153,.471,0,2,.000,72,151,.477,.471,54,65,.831,27,27,54,51,12,6,57,58,198
247,Larry Steele\steella01,SF,30,POR,16,,446,62,146,.425,0,4,.000,62,142,.437,.425,22,27,.815,13,32,45,67,25,1,33,53,146
248,Earl Tatum\tatumea01,SG,26,CLE,33,,225,36,94,.383,2,6,.333,34,88,.386,.394,11,19,.579,11,15,26,20,16,5,17,29,85
249,Brian Taylor\taylobr01,PG,28,SDC,78,,2754,418,895,.467,90,239,.377,328,656,.500,.517,130,162,.802,76,112,188,335,147,25,141,246,1056
250,Reggie Theus\theusre01,SG,22,CHI,82,,3029,566,1172,.483,28,105,.267,538,1067,.504,.495,500,597,.838,143,186,329,515,114,20,348,262,1660
251,David Thompson*\thompda01,SG,25,DEN,39,,1239,289,617,.468,7,19,.368,282,598,.472,.474,254,335,.758,56,118,174,124,39,38,116,106,839
252,Rudy Tomjanovich\tomjaru01,PF,31,HOU,62,,1834,370,778,.476,22,79,.278,348,699,.498,.490,118,147,.803,132,226,358,109,32,10,98,161,880
253,Bernard Toone\toonebe01,PF,23,PHI,23,,124,23,64,.359,1,7,.143,22,57,.386,.367,8,10,.800,12,22,34,12,4,5,16,20,55
254,Raymond Townsend\townsra01,SG,24,GSW,75,,1159,171,421,.406,4,26,.154,167,395,.423,.411,60,84,.714,33,56,89,116,60,4,65,113,406
255,Dave Twardzik\twardda01,PG,29,POR,67,,1594,183,394,.464,4,7,.571,179,387,.463,.470,197,252,.782,52,104,156,273,77,1,131,149,567
256,Terry Tyler\tylerte01,SF,23,DET,82,,2670,430,925,.465,2,12,.167,428,913,.469,.466,143,187,.765,228,399,627,129,107,220,175,237,1005
257,Wes Unseld*\unselwe01,C,33,WSB,82,,2973,327,637,.513,1,2,.500,326,635,.513,.514,139,209,.665,334,760,1094,366,65,61,153,249,794
258,Jan van Breda Kolff\vanbrja01,SF,28,NJN,82,,2399,212,458,.463,7,20,.350,205,438,.468,.471,130,155,.839,103,326,429,247,100,76,158,307,561
259,Andre Wakefield\wakefan01,SG,25,UTA,8,,47,6,15,.400,0,0,,6,15,.400,.400,3,3,1.000,0,4,4,3,1,0,8,13,15
260,Foots Walker\walkefo01,PG,28,CLE,76,,2422,258,568,.454,1,9,.111,257,559,.460,.455,195,243,.802,78,209,287,607,155,12,157,202,712
261,Wally Walker\walkewa01,SF,25,SEA,70,,844,139,274,.507,0,0,,139,274,.507,.507,48,64,.750,64,106,170,53,21,4,50,102,326
262,Bill Walton*\waltobi01,C,27,SDC,14,,337,81,161,.503,0,0,,81,161,.503,.503,32,54,.593,28,98,126,34,8,38,37,37,194
263,Lloyd Walton\waltoll01,PG,26,MIL,76,,1243,110,242,.455,1,3,.333,109,239,.456,.457,49,71,.690,33,58,91,285,43,2,112,68,270
264,Kermit Washington\washike01,PF,28,POR,80,,2657,421,761,.553,0,3,.000,421,758,.555,.553,231,360,.642,325,517,842,167,73,131,170,307,1073
265,Richard Washington\washiri01,PF,24,MIL,75,,1092,197,421,.468,0,0,,197,421,.468,.468,46,76,.605,95,181,276,55,26,48,63,166,440
266,Nick Weatherspoon\weathni01,SF,29,SDC,57,,1124,164,378,.434,0,0,,164,378,.434,.434,63,91,.692,83,125,208,54,34,17,86,136,391
267,Marvin Webster\webstma01,C,27,NYK,20,,298,38,79,.481,0,0,,38,79,.481,.481,12,16,.750,28,52,80,9,3,11,20,39,88
268,Scott Wedman\wedmasc01,SF,27,KCK,68,,2347,569,1112,.512,7,22,.318,562,1090,.516,.515,145,181,.801,114,272,386,145,84,45,112,230,1290
269,Paul Westphal\westppa01,SG,29,PHO,82,,2665,692,1317,.525,26,93,.280,666,1224,.544,.535,382,443,.862,46,141,187,416,119,35,207,162,1792
270,Jo Jo White*\whitejo01,PG,33,GSW,78,,2052,336,706,.476,1,6,.167,335,700,.479,.477,97,114,.851,42,139,181,239,88,13,157,186,770
271,Rudy White\whiteru01,SG,26,HOU,9,,106,13,24,.542,0,0,,13,24,.542,.542,10,13,.769,0,9,9,5,5,0,8,8,36
272,Jerome Whitehead\whiteje01,C,23,TOT,50,,553,58,114,.509,0,0,,58,114,.509,.509,10,35,.286,56,111,167,24,8,17,36,97,126
273,Sidney Wicks\wickssi01,PF,30,SDC,71,,2146,210,496,.423,0,1,.000,210,495,.424,.423,83,152,.546,138,271,409,213,76,52,167,241,503
274,Bob Wilkerson\wilkebo01,SF,25,DEN,75,,2381,430,1030,.417,7,34,.206,423,996,.425,.421,166,222,.748,85,231,316,243,93,27,193,194,1033
275,Jamaal Wilkes*\wilkeja01,SF,26,LAL,82,,3111,726,1358,.535,3,17,.176,723,1341,.539,.536,189,234,.808,176,349,525,250,129,28,157,220,1644
276,Duck Williams\willidu01,PG,23,UTA,77,,1794,232,519,.447,0,12,.000,232,507,.458,.447,42,60,.700,21,85,106,183,100,11,107,166,506
277,Freeman Williams\willifr01,SG,23,SDC,82,,2118,645,1343,.480,42,128,.328,603,1215,.496,.496,194,238,.815,103,89,192,166,72,9,171,145,1526
278,Gus Williams\willigu01,PG,26,SEA,82,,2969,739,1533,.482,7,36,.194,732,1497,.489,.484,331,420,.788,127,148,275,397,200,37,181,160,1816
279,Ray Williams\willira01,PG,25,NYK,82,,2582,687,1384,.496,7,37,.189,680,1347,.505,.499,333,423,.787,149,263,412,512,167,24,256,295,1714
280,Sly Williams\willisl01,SF,22,NYK,57,,556,104,267,.390,0,4,.000,104,263,.395,.390,58,90,.644,65,56,121,36,19,8,49,73,266
281,John Williamson\willijo01,SG,28,TOT,58,,1374,359,817,.439,11,35,.314,348,782,.445,.446,116,138,.841,38,61,99,126,36,19,92,137,845
282,Bill Willoughby\willobi01,SF,22,CLE,78,,1447,219,457,.479,1,9,.111,218,448,.487,.480,96,127,.756,122,207,329,72,32,62,68,189,535
283,Bubba Wilson\wilsobu01,SG,24,GSW,16,,143,7,25,.280,0,0,,7,25,.280,.280,3,6,.500,6,10,16,12,2,0,8,11,17
284,Rick Wilson\wilsori01,SG,23,ATL,5,,59,2,14,.143,0,0,,2,14,.143,.143,4,6,.667,2,1,3,11,4,1,8,3,8
285,Brian Winters\wintebr01,SG,27,MIL,80,,2623,535,1116,.479,38,102,.373,497,1014,.490,.496,184,214,.860,48,175,223,362,101,28,186,208,1292
286,Larry Wright\wrighla01,PG,25,WSB,76,,1286,229,500,.458,4,16,.250,225,484,.465,.462,96,108,.889,40,82,122,222,49,18,108,144,558
287,Tony Zeno\zenoto01,SF,22,IND,8,,59,6,21,.286,0,0,,6,21,.286,.286,2,2,1.000,3,11,14,1,4,3,9,13,14
