
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
29,Junior Bridgeman\bridgju01,SF,26,MIL,81,,2316,594,1243,.478,5,27,.185,589,1216,.484,.480,230,266,.865,104,197,301,237,94,20,172,216,1423
30,Allan Bristow\bristal01,SF,28,UTA,82,,2304,377,785,.480,2,7,.286,375,778,.482,.482,197,243,.811,170,342,512,341,88,6,179,211,953
31,Fred Brown\brownfr01,SG,31,SEA,80,,1701,404,843,.479,39,88,.443,365,755,.483,.502,113,135,.837,35,120,155,174,65,17,105,117,960
32,John Brown\brownjo01,SF,28,TOT,32,,385,37,105,.352,0,0,,37,105,.352,.352,38,48,.792,26,45,71,18,3,4,29,70,112
33,Roger Brown\brownro02,C,29,CHI,4,,37,1,3,.333,0,0,,1,3,.333,.333,0,0,,2,8,10,1,0,3,0,4,2
34,Joe Bryant\bryanjo01,PF,25,SDC,81,,2328,294,682,.431,5,34,.147,289,648,.446,.435,161,217,.742,171,345,516,144,102,39,170,258,754
35,Quinn Buckner\bucknqu01,PG,25,MIL,67,,1690,306,655,.467,2,5,.400,304,650,.468,.469,105,143,.734,69,169,238,383,135,4,149,202,719
36,Tom Burleson\burleto01,C,27,KCK,37,,272,36,104,.346,0,3,.000,36,101,.356,.346,23,40,.575,23,49,72,20,8,13,25,49,95
37,Don Buse\busedo01,PG,29,PHO,81,,2499,261,589,.443,19,79,.241,242,510,.475,.459,85,128,.664,70,163,233,320,132,10,91,111,626
38,Marty Byrnes\byrnema01,SF,23,LAL,32,,194,25,50,.500,0,0,,25,50,.500,.500,13,15,.867,9,18,27,13,5,1,22,32,63
39,Corky Calhoun\calhoco01,SF,29,IND,7,,30,4,9,.444,0,0,,4,9,.444,.444,0,2,.000,7,3,10,0,2,0,1,6,8
40,Mack Calvin\calvima01,PG,32,UTA,48,,772,100,227,.441,1,11,.091,99,216,.458,.443,105,117,.897,13,71,84,134,27,0,57,72,306
41,Austin Carr\carrau01,SG,31,CLE,77,,1595,390,839,.465,2,6,.333,388,833,.466,.466,127,172,.738,81,84,165,150,39,3,108,120,909
42,Kenny Carr\carrke01,PF,24,TOT,79,,1838,378,768,.492,0,4,.000,378,764,.495,.492,173,263,.658,199,389,588,77,66,52,154,246,929
43,M.L. Carr\carrml01,SF,29,BOS,82,7,1994,362,763,.474,12,41,.293,350,722,.485,.482,178,241,.739,106,224,330,156,120,36,143,214,914
44,Bob Carrington\carribo01,SG,26,SDC,10,,134,15,37,.405,0,2,.000,15,35,.429,.405,6,8,.750,6,7,13,3,4,1,5,18,36
45,Ron Carter\cartero01,SG,23,IND,13,,117,15,37,.405,0,0,,15,37,.405,.405,2,7,.286,5,14,19,9,2,3,10,19,32
46,Bill Cartwright\cartwbi01,C,22,NYK,82,,3150,665,1215,.547,0,0,,665,1215,.547,.547,451,566,.797,194,532,726,165,48,101,222,279,1781
47,Harvey Catchings\catchha01,C,28,MIL,72,,1366,97,244,.398,0,1,.000,97,243,.399,.398,39,62,.629,164,246,410,82,23,162,68,191,233
48,Don Chaney\chanedo01,SG,33,BOS,60,0,523,67,189,.354,1,6,.167,66,183,.361,.357,32,42,.762,31,42,73,38,31,11,33,80,167
49,Maurice Cheeks*\cheekma01,PG,23,PHI,79,,2623,357,661,.540,4,9,.444,353,652,.541,.543,180,231,.779,75,199,274,556,183,32,216,197,898
50,Phil Chenier\cheniph01,SG,29,TOT,43,,850,136,349,.390,5,12,.417,131,337,.389,.397,49,67,.731,19,59,78,89,33,15,55,55,326
51,Jim Chones\choneji01,C,30,LAL,82,,2394,372,760,.489,0,2,.000,372,758,.491,.489,125,169,.740,143,421,564,151,56,65,175,271,869
52,Jim Cleamons\cleamji01,PG,30,TOT,79,,1789,214,450,.476,7,31,.226,207,419,.494,.483,84,113,.743,53,99,152,288,57,11,109,133,519
53,Doug Collins\collido01,SG,28,PHI,36,,963,191,410,.466,0,1,.000,191,409,.467,.466,113,124,.911,29,65,94,100,30,7,82,76,495
54,Jeff Cook\cookje01,PF,23,PHO,66,,904,129,275,.469,0,3,.000,129,272,.474,.469,104,129,.806,90,151,241,84,28,18,71,102,362
55,Michael Cooper\coopemi01,SG,23,LAL,82,,1973,303,578,.524,5,20,.250,298,558,.534,.529,111,143,.776,101,128,229,221,86,38,142,215,722
56,Wayne Cooper\coopewa01,PF,23,GSW,79,,1781,367,750,.489,1,4,.250,366,746,.491,.490,136,181,.751,202,305,507,42,20,79,140,246,871
57,Hollis Copeland\copelho01,SF,24,NYK,75,,1142,182,368,.495,0,2,.000,182,366,.497,.495,63,86,.733,70,86,156,80,61,25,84,154,427
58,Dave Corzine\corzida01,C,23,WSB,78,,826,90,216,.417,0,0,,90,216,.417,.417,45,68,.662,104,166,270,63,9,31,60,120,225
59,John Coughran\coughjo01,SF,28,GSW,24,,160,29,81,.358,2,9,.222,27,72,.375,.370,8,14,.571,2,17,19,12,7,1,13,24,68
60,Dave Cowens*\cowenda01,C,31,BOS,66,55,2159,422,932,.453,1,12,.083,421,920,.458,.453,95,122,.779,126,408,534,206,69,61,108,216,940
61,Charlie Criss\crissch01,PG,31,ATL,81,,1794,249,578,.431,1,17,.059,248,561,.442,.432,172,212,.811,27,89,116,246,74,4,130,133,671
62,Terry Crosby\crosbte01,PG,23,KCK,4,,28,2,4,.500,0,0,,2,4,.500,.500,2,2,1.000,0,1,1,7,0,0,5,4,6
63,Pat Cummings\cummipa01,C,23,MIL,71,,900,187,370,.505,0,0,,187,370,.505,.505,94,123,.764,81,157,238,53,22,17,74,141,468
64,Bob Dandridge\dandrbo01,SF,32,WSB,45,,1457,329,729,.451,2,11,.182,327,718,.455,.453,123,152,.809,63,183,246,178,29,36,123,112,783
65,Adrian Dantley*\dantlad01,SF,23,UTA,68,,2674,730,1267,.576,0,2,.000,730,1265,.577,.576,443,526,.842,183,333,516,191,96,14,233,211,1903
66,Brad Davis\davisbr01,PG,24,TOT,18,,268,35,63,.556,0,1,.000,35,62,.565,.556,13,16,.813,4,13,17,50,13,1,14,28,83
67,Harry Davis\davisha01,SF,24,SAS,4,,30,6,12,.500,0,0,,6,12,.500,.500,1,2,.500,2,4,6,0,1,0,3,8,13
68,Johnny Davis\davisjo01,PG,24,IND,82,,2912,496,1159,.428,4,42,.095,492,1117,.440,.430,304,352,.864,102,124,226,440,110,23,202,178,1300
69,Walter Davis\daviswa03,SF,25,PHO,75,,2309,657,1166,.563,0,4,.000,657,1162,.565,.563,299,365,.819,75,197,272,337,114,19,242,202,1613
70,Darryl Dawkins\dawkida01,C,23,PHI,80,,2541,494,946,.522,0,6,.000,494,940,.526,.522,190,291,.653,197,496,693,149,49,142,230,328,1178
71,Paul Dawkins\dawkipa01,SF,22,UTA,57,,776,141,300,.470,1,5,.200,140,295,.475,.472,33,48,.688,42,83,125,77,33,9,76,112,316
72,Greg Deane\deanegr01,SG,22,UTA,7,,48,2,11,.182,1,1,1.000,1,10,.100,.227,5,7,.714,2,4,6,6,0,0,3,3,10
73,Larry Demic\demicla01,PF,22,NYK,82,,1872,230,528,.436,0,0,,230,528,.436,.436,110,183,.601,195,288,483,64,56,30,168,306,570
74,Coby Dietrick\dietrco01,C,31,CHI,79,,1830,227,500,.454,1,9,.111,226,491,.460,.455,90,118,.763,101,262,363,216,89,51,112,230,545
75,Leon Douglas\douglle01,C,25,DET,70,,1782,221,455,.486,0,1,.000,221,454,.487,.486,125,185,.676,171,330,501,121,30,62,127,249,567
76,John Drew\drewjo01,SF,25,ATL,80,,2306,535,1182,.453,0,7,.000,535,1175,.455,.453,489,646,.757,203,268,471,101,91,23,240,313,1559
77,Terry Duerod\duerote01,SG,23,DET,67,,1331,282,598,.472,15,53,.283,267,545,.490,.484,45,66,.682,29,69,98,117,41,11,79,102,624
78,Mike Dunleavy\dunlemi01,PG,25,HOU,51,,1036,148,319,.464,3,20,.150,145,299,.485,.469,111,134,.828,26,74,100,210,40,4,110,120,410
79,T.R. Dunn\dunntr01,SG,24,POR,82,,1841,240,551,.436,0,3,.000,240,548,.438,.436,84,111,.757,132,192,324,147,102,31,91,145,564
80,James Edwards\edwarja01,C,24,IND,82,,2314,528,1032,.512,0,1,.000,528,1031,.512,.512,231,339,.681,179,399,578,127,55,104,131,324,1287
81,Bob Elliott\elliobo01,PF,24,NJN,54,,722,101,228,.443,1,4,.250,100,224,.446,.445,104,152,.684,67,118,185,53,29,14,88,97,307
82,Bo Ellis\ellisbo02,PF,25,DEN,48,,502,61,136,.449,0,3,.000,61,133,.459,.449,40,53,.755,51,65,116,30,10,24,24,67,162
83,Len Elmore\elmorle01,C,27,KCK,58,,915,104,242,.430,0,0,,104,242,.430,.430,51,74,.689,74,183,257,64,41,39,67,154,259
84,Alex English*\englial01,SF,26,TOT,78,,2401,553,1113,.497,2,6,.333,551,1107,.498,.498,210,266,.789,269,336,605,224,73,62,214,206,1318
85,Julius Erving*\ervinju01,SF,29,PHI,78,,2812,838,1614,.519,4,20,.200,834,1594,.523,.520,420,534,.787,215,361,576,355,170,140,284,208,2100
86,Earl Evans\evansea01,PF,24,DET,36,,381,63,140,.450,7,18,.389,56,122,.459,.475,24,42,.571,26,49,75,37,14,1,36,64,157
87,Mike Evans\evansmi01,SG,24,SAS,79,,1246,208,464,.448,12,42,.286,196,422,.464,.461,58,85,.682,29,78,107,230,60,9,128,194,486
88,Eric Fernsten\fernser01,PF,26,BOS,56,0,431,71,153,.464,0,0,,71,153,.464,.464,33,52,.635,40,56,96,28,17,12,20,43,175
89,Chris Ford\fordch01,SG,31,BOS,73,73,2115,330,709,.465,70,164,.427,260,545,.477,.515,86,114,.754,77,104,181,215,111,27,105,178,816
90,Don Ford\forddo01,SF,27,TOT,73,,999,131,274,.478,1,3,.333,130,271,.480,.480,45,53,.849,44,141,185,65,22,21,51,131,308
91,Phil Ford\fordph01,PG,23,KCK,82,,2621,489,1058,.462,4,23,.174,485,1035,.469,.464,346,423,.818,29,143,172,610,136,4,282,208,1328
92,Walt Frazier*\fraziwa01,PG,34,CLE,3,,27,4,11,.364,0,1,.000,4,10,.400,.364,2,2,1.000,1,2,3,8,2,1,4,2,10
93,World B. Free\freewo01,SG,26,SDC,68,,2585,737,1556,.474,9,25,.360,728,1531,.476,.477,572,760,.753,129,109,238,283,81,32,228,195,2055
94,Terry Furlow\furlote01,SG,25,TOT,76,,2122,430,926,.464,24,82,.293,406,844,.481,.477,171,196,.872,70,124,194,293,73,23,163,98,1055
95,Mike Gale\galemi01,PG,29,SAS,67,,1474,171,377,.454,2,13,.154,169,364,.464,.456,97,120,.808,34,118,152,312,123,13,115,134,441
96,Gary Garland\garlaga01,PG,22,DEN,78,,1106,155,356,.435,6,19,.316,149,337,.442,.444,18,26,.692,50,88,138,145,54,4,73,80,334
97,Gus Gerard\gerargu01,SF,26,KCK,73,,869,159,348,.457,1,3,.333,158,345,.458,.458,66,100,.660,77,100,177,43,41,26,49,96,385
98,George Gervin*\gervige01,SG,27,SAS,78,,2934,1024,1940,.528,32,102,.314,992,1838,.540,.536,505,593,.852,154,249,403,202,110,79,254,208,2585
99,John Gianelli\gianejo01,C,29,UTA,17,,285,23,66,.348,0,0,,23,66,.348,.348,9,16,.563,14,48,62,17,6,7,22,26,55
100,Artis Gilmore*\gilmoar01,C,30,CHI,48,,1568,305,513,.595,0,0,,305,513,.595,.595,245,344,.712,108,324,432,133,29,59,133,167,855
101,Jack Givens\givenja01,SF,23,ATL,82,,1254,182,473,.385,0,2,.000,182,471,.386,.385,106,128,.828,114,128,242,59,51,19,59,132,470
102,Mike Glenn\glennmi01,SG,24,NYK,75,,800,188,364,.516,2,10,.200,186,354,.525,.519,63,73,.863,21,45,66,85,35,7,38,79,441
103,Glen Gondrezick\gondrgl01,SF,24,DEN,59,,1020,148,286,.517,2,6,.333,146,280,.521,.521,92,121,.760,107,152,259,81,68,16,58,119,390
104,Mike Green\greenmi01,C,28,KCK,21,,459,69,159,.434,0,2,.000,69,157,.439,.434,24,42,.571,35,78,113,28,13,21,36,55,162
105,Dave Greenwood\greenda01,PF,22,CHI,82,,2791,498,1051,.474,1,7,.143,497,1044,.476,.474,337,416,.810,223,550,773,182,60,129,210,313,1334
106,Kevin Grevey\greveke01,SF,26,WSB,65,,1818,331,804,.412,34,92,.370,297,712,.417,.433,216,249,.867,80,107,187,177,56,16,102,158,912
107,Paul Griffin\griffpa01,C,26,SAS,82,,1812,173,313,.553,0,0,,173,313,.553,.553,174,240,.725,154,284,438,250,81,53,131,306,520
108,Bob Gross\grossbo01,SF,26,POR,62,,1581,221,472,.468,1,10,.100,220,462,.476,.469,95,114,.833,84,165,249,228,60,47,166,179,538
109,Ernie Grunfeld\grunfer01,SF,24,KCK,80,,1397,186,420,.443,1,2,.500,185,418,.443,.444,101,131,.771,87,145,232,109,56,9,81,151,474
110,Roy Hamilton\hamilro01,PG,22,DET,72,,1116,115,287,.401,0,2,.000,115,285,.404,.401,103,150,.687,45,62,107,192,48,5,118,82,333
111,James Hardy\hardyja01,PF,23,UTA,76,,1600,184,363,.507,1,2,.500,183,361,.507,.508,51,66,.773,124,275,399,104,47,87,105,207,420
112,Joe Hassett\hassejo01,SG,24,IND,74,,1135,215,509,.422,69,198,.348,146,311,.469,.490,24,29,.828,35,59,94,104,46,8,45,85,523
113,Steve Hawes\hawesst01,PF,29,ATL,82,,1853,304,605,.502,3,8,.375,301,597,.504,.505,150,182,.824,148,348,496,144,74,29,121,205,761
114,Elvin Hayes*\hayesel01,PF,34,WSB,81,,3183,761,1677,.454,3,13,.231,758,1664,.456,.455,334,478,.699,269,627,896,129,62,189,215,309,1859
115,Spencer Haywood*\haywosp01,PF,30,LAL,76,,1544,288,591,.487,1,4,.250,287,587,.489,.488,159,206,.772,132,214,346,93,35,57,134,197,736
116,Gar Heard\heardga01,PF,31,PHO,82,,1403,171,410,.417,0,2,.000,171,408,.419,.417,64,86,.744,118,262,380,97,84,49,88,177,406
117,Gerald Henderson\hendege01,PG,24,BOS,76,2,1061,191,382,.500,2,6,.333,189,376,.503,.503,89,129,.690,37,46,83,147,45,15,109,96,473
118,Tom Henderson\hendeto01,PG,28,HOU,66,,1551,154,323,.477,0,2,.000,154,321,.480,.477,56,77,.727,34,77,111,274,55,4,102,107,364
119,Johnny High\highjo01,PG,22,PHO,82,,1121,144,323,.446,1,7,.143,143,316,.453,.447,120,178,.674,69,104,173,119,71,15,123,172,409
120,Armond Hill\hillar01,PG,26,ATL,79,,2092,177,431,.411,1,4,.250,176,427,.412,.412,124,146,.849,31,107,138,424,107,8,171,261,479
121,Darnell Hillman\hillmda01,PF,30,GSW,49,,708,82,179,.458,0,0,,82,179,.458,.458,34,68,.500,59,121,180,47,21,24,59,128,198
122,Brad Holland\hollabr01,SG,23,LAL,38,,197,44,104,.423,3,15,.200,41,89,.461,.438,15,16,.938,4,13,17,22,15,1,13,24,106
123,Lionel Hollins\hollili01,SG-PG,26,TOT,47,,1209,212,526,.403,3,20,.150,209,506,.413,.406,101,140,.721,29,60,89,162,76,10,128,103,528
124,Phil Hubbard\hubbaph01,PF,23,DET,64,,1189,210,451,.466,0,2,.000,210,449,.468,.466,165,220,.750,114,206,320,70,48,10,120,202,585
125,Kim Hughes\hugheki01,C,27,DEN,70,,1208,102,202,.505,0,0,,102,202,.505,.505,15,41,.366,125,201,326,74,66,77,50,184,219
126,Geoff Huston\hustoge01,PG,22,NYK,71,,923,94,241,.390,3,17,.176,91,224,.406,.396,28,38,.737,14,44,58,159,39,5,73,83,219
127,Dan Issel*\isselda01,C,31,DEN,82,,2938,715,1416,.505,4,12,.333,711,1404,.506,.506,517,667,.775,236,483,719,198,88,54,163,190,1951
128,Phil Jackson*\jacksph01,PF,34,NJN,16,,194,29,46,.630,0,2,.000,29,44,.659,.630,7,10,.700,12,12,24,12,5,4,9,35,65
129,Abdul Jeelani\jeelaab01,SF,25,POR,77,,1286,288,565,.510,0,6,.000,288,559,.515,.510,161,204,.789,114,156,270,95,40,40,117,155,737
130,Cheese Johnson\johnsch02,SF,22,GSW,9,,53,12,30,.400,0,0,,12,30,.400,.400,3,5,.600,6,8,14,2,1,0,4,11,27
131,Clemon Johnson\johnscl01,C,23,IND,79,,1541,199,396,.503,0,0,,199,396,.503,.503,74,117,.632,145,249,394,115,48,121,78,211,472
132,Dennis Johnson*\johnsde01,SG,25,SEA,81,,2937,574,1361,.422,12,58,.207,562,1303,.431,.426,380,487,.780,173,241,414,332,144,82,227,267,1540
133,Eddie Johnson\johnsed02,SG,24,ATL,79,,2622,590,1212,.487,5,13,.385,585,1199,.488,.489,280,338,.828,95,105,200,370,120,24,189,216,1465
134,George Johnson\johnsge02,C,31,NJN,81,,2119,248,543,.457,0,1,.000,248,542,.458,.457,89,126,.706,192,410,602,173,53,258,199,312,585
135,George Johnson\johnsge03,PF,23,DEN,75,,1938,309,649,.476,2,9,.222,307,640,.480,.478,148,189,.783,190,394,584,157,84,67,148,260,768
136,John Johnson\johnsjo01,SF,32,SEA,81,,2533,377,772,.488,0,0,,377,772,.488,.488,161,201,.801,163,263,426,424,76,35,247,213,915
137,Magic Johnson*\johnsma02,SG,20,LAL,77,,2795,503,949,.530,7,31,.226,496,918,.540,.534,374,462,.810,166,430,596,563,187,41,305,218,1387
138,Marques Johnson\johnsma01,SF,23,MIL,77,,2686,689,1267,.544,2,9,.222,687,1258,.546,.545,291,368,.791,217,349,566,273,100,70,185,173,1671
139,Mickey Johnson\johnsmi01,PF,27,IND,82,,2647,588,1271,.463,5,32,.156,583,1239,.471,.465,385,482,.799,258,423,681,344,153,112,286,291,1566
140,Ollie Johnson\johnsol01,SF,30,CHI,79,,1535,262,527,.497,1,11,.091,261,516,.506,.498,82,93,.882,50,113,163,161,59,24,96,165,607
141,Vinnie Johnson\johnsvi01,SG,23,SEA,38,,325,45,115,.391,0,1,.000,45,114,.395,.391,31,39,.795,19,36,55,54,19,4,42,40,121
142,Bobby Jones\jonesbo01,PF,28,PHI,81,,2125,398,748,.532,0,3,.000,398,745,.534,.532,257,329,.781,152,298,450,146,102,118,146,223,1053
143,Caldwell Jones\jonesca01,C,29,PHI,80,,2771,232,532,.436,0,2,.000,232,530,.438,.436,124,178,.697,219,731,950,164,43,162,218,298,588
144,Dwight Jones\jonesdw01,PF,27,TOT,74,,1448,257,506,.508,0,0,,257,506,.508,.508,146,201,.726,114,254,368,101,28,42,122,207,660
145,Major Jones\jonesma01,PF,26,HOU,82,,1545,188,392,.480,1,3,.333,187,389,.481,.481,61,108,.565,147,234,381,67,50,67,112,186,438
146,Eddie Jordan\jordaed01,PG,25,NJN,82,,2657,437,1017,.430,12,48,.250,425,969,.439,.436,201,258,.779,62,208,270,557,223,27,258,238,1087
147,Jeff Judkins\judkije01,SF,23,BOS,65,0,674,139,276,.504,11,27,.407,128,249,.514,.524,62,76,.816,32,34,66,47,29,5,49,91,351
148,Rich Kelley\kelleri01,C,26,TOT,80,,1839,229,484,.473,0,3,.000,229,481,.476,.473,244,310,.787,200,315,515,178,78,96,198,273,702
149,Greg Kelser\kelsegr01,SF,22,DET,50,,1233,280,593,.472,3,15,.200,277,578,.479,.475,146,203,.719,124,152,276,108,60,34,140,176,709
150,Larry Kenon\kenonla01,PF,27,SAS,78,,2798,647,1333,.485,1,9,.111,646,1324,.488,.486,270,345,.783,258,517,775,231,111,18,232,192,1565
151,Irv Kiffin\kiffiir01,SF,28,SAS,26,,212,32,96,.333,0,0,,32,96,.333,.333,18,25,.720,12,28,40,19,10,2,30,43,82
152,Carl Kilpatrick\kilpaca01,C,23,UTA,2,,6,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,1,3,4,0,0,0,0,1,3
153,Bernard King*\kingbe01,SF,23,UTA,19,,419,71,137,.518,0,0,,71,137,.518,.518,34,63,.540,24,64,88,52,7,4,50,66,176
154,Reggie King\kingre01,PF,22,KCK,82,,2052,257,499,.515,0,1,.000,257,498,.516,.515,159,219,.726,184,382,566,106,69,31,100,230,673
155,Billy Knight\knighbi01,SF,27,IND,75,,1910,385,722,.533,4,15,.267,381,707,.539,.536,212,262,.809,136,225,361,155,82,9,132,96,986
156,Toby Knight\knighto01,SF,24,NYK,81,,2945,669,1265,.529,0,2,.000,669,1263,.530,.529,211,261,.808,201,292,493,150,117,86,163,302,1549
157,Arvid Kramer\kramear01,C,23,DEN,8,,45,7,22,.318,0,0,,7,22,.318,.318,2,2,1.000,6,6,12,3,0,5,5,8,16
158,Joel Kramer\kramejo01,C,24,PHO,54,,711,67,143,.469,0,1,.000,67,142,.472,.469,56,70,.800,49,102,151,75,26,5,51,104,190
159,John Kuester\kuestjo01,PG,24,IND,24,,100,12,34,.353,0,1,.000,12,33,.364,.353,5,7,.714,3,11,14,16,7,1,5,8,29
160,Kevin Kunnert\kunneke01,C,28,POR,18,,302,50,114,.439,0,0,,50,114,.439,.439,26,43,.605,37,75,112,29,7,22,41,59,126
161,Mitch Kupchak\kupchmi01,PF,25,WSB,40,,451,67,160,.419,0,2,.000,67,158,.424,.419,52,75,.693,32,73,105,16,8,8,40,49,186
162,Sam Lacey\laceysa01,C,31,KCK,81,,2412,303,677,.448,0,1,.000,303,676,.448,.448,137,185,.741,172,473,645,460,111,109,211,307,743
163,Tom LaGarde\lagarto01,C,24,SEA,82,,1164,146,306,.477,0,0,,146,306,.477,.477,90,137,.657,127,185,312,91,19,34,97,206,382
164,John Lambert\lambejo01,PF,27,CLE,74,,1324,165,400,.413,0,3,.000,165,397,.416,.413,73,101,.723,138,214,352,56,47,42,64,203,403
165,Mark Landsberger\landsma01,C,24,TOT,77,,1510,249,483,.516,0,0,,249,483,.516,.516,116,222,.523,226,387,613,46,33,22,100,140,614
166,Bob Lanier*\laniebo01,C,31,TOT,63,,2131,466,867,.537,1,6,.167,465,861,.540,.538,277,354,.782,152,400,552,184,74,89,162,200,1210
167,Allen Leavell\leaveal01,PG,22,HOU,77,,2123,330,656,.503,3,19,.158,327,637,.513,.505,180,221,.814,57,127,184,417,127,28,205,197,843
168,Butch Lee\leebu01,PG,23,TOT,14,,55,6,24,.250,0,0,,6,24,.250,.250,6,8,.750,7,4,11,12,1,0,10,2,18
169,Ron Lee\leero01,PG,27,TOT,61,,1167,113,305,.370,22,59,.373,91,246,.370,.407,44,70,.629,40,83,123,241,99,17,101,172,292
170,John Long\longjo01,SG,23,DET,69,,2364,588,1164,.505,1,12,.083,587,1152,.510,.506,160,194,.825,152,185,337,206,129,26,206,221,1337
171,John Lucas\lucasjo01,PG,26,GSW,80,,2763,388,830,.467,12,42,.286,376,788,.477,.475,222,289,.768,61,159,220,602,138,3,184,196,1010
172,Maurice Lucas\lucasma01,PF,27,TOT,63,,1884,371,813,.456,2,9,.222,369,804,.459,.458,179,239,.749,143,394,537,208,42,62,218,223,923
173,Ollie Mack\mackol01,SG,22,TOT,50,,681,98,199,.492,0,5,.000,98,194,.505,.492,38,51,.745,32,39,71,53,24,3,35,50,234
