
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
182,Earl Monroe*\monroea01,SG,34,NYK,64,,1393,329,699,.471,,,,329,699,.471,.471,129,154,.838,26,48,74,189,48,6,98,123,787
183,Glenn Mosley\moslegl01,PF,23,SAS,26,,221,31,75,.413,,,,31,75,.413,.413,23,38,.605,27,37,64,19,8,10,20,35,85
184,Calvin Murphy*\murphca01,PG,30,HOU,82,,2941,707,1424,.496,,,,707,1424,.496,.496,246,265,.928,78,95,173,351,117,6,187,288,1660
185,Bob Nash\nashbo01,SF,28,KCK,82,,1307,227,522,.435,,,,227,522,.435,.435,69,86,.802,76,130,206,71,29,15,82,135,523
186,Swen Nater\natersw01,C,29,SDC,79,,2006,357,627,.569,,,,357,627,.569,.569,132,165,.800,218,483,701,140,38,29,170,244,846
187,Lloyd Neal\nealll01,PF,28,POR,4,,48,4,11,.364,,,,4,11,.364,.364,1,1,1.000,2,7,9,1,0,1,6,7,9
188,Mike Newlin\newlimi01,SG,30,HOU,76,,1828,283,581,.487,,,,283,581,.487,.487,212,243,.872,51,119,170,291,51,9,175,218,778
189,Norm Nixon\nixonno01,PG,23,LAL,82,,3145,623,1149,.542,,,,623,1149,.542,.542,158,204,.775,48,183,231,737,201,17,231,250,1404
190,Connie Norman\normaco01,SG,25,SDC,22,,323,71,165,.430,,,,71,165,.430,.430,19,23,.826,13,19,32,24,10,3,22,35,161
191,Mark Olberding\olberma01,PF,22,SAS,80,,1885,261,551,.474,,,,261,551,.474,.474,233,290,.803,96,333,429,211,53,18,163,282,755
192,John Olive\olivejo01,SF,23,SDC,34,,189,13,40,.325,,,,13,40,.325,.325,18,23,.783,3,16,19,3,4,0,13,32,44
193,Tom Owens\owensto01,C,29,POR,82,,2791,600,1095,.548,,,,600,1095,.548,.548,320,403,.794,263,477,740,301,59,58,247,329,1520
194,Robert Parish*\parisro01,C,25,GSW,76,,2411,554,1110,.499,,,,554,1110,.499,.499,196,281,.698,265,651,916,115,100,217,233,303,1304
195,Sonny Parker\parkeso01,SF,23,GSW,79,,2893,512,1019,.502,,,,512,1019,.502,.502,175,222,.788,164,280,444,291,144,33,193,187,1199
196,Billy Paultz\paultbi01,C,30,SAS,79,,2122,399,758,.526,,,,399,758,.526,.526,114,194,.588,169,456,625,178,35,125,157,204,912
197,Roger Phegley\pheglro01,SG,22,WSB,29,,153,28,78,.359,,,,28,78,.359,.359,24,29,.828,5,17,22,15,5,2,17,21,80
198,Stan Pietkiewicz\pietkst01,SG,22,SDC,4,,32,1,8,.125,,,,1,8,.125,.125,2,2,1.000,0,6,6,3,1,0,1,5,4
199,Ben Poquette\poquebe01,PF,23,DET,76,,1337,198,464,.427,,,,198,464,.427,.427,111,142,.782,99,237,336,57,38,98,65,198,507
200,Kevin Porter\porteke01,PG,28,DET,82,,3064,534,1110,.481,,,,534,1110,.481,.481,192,266,.722,62,147,209,1099,158,5,337,302,1260
201,Jim Price\priceji01,PG,29,LAL,75,,1207,171,344,.497,,,,171,344,.497,.497,55,79,.696,26,97,123,218,66,12,100,128,397
202,Wayne Radford\radfowa01,SG,22,IND,52,,649,83,175,.474,,,,83,175,.474,.474,36,45,.800,25,43,68,57,30,1,45,61,202
203,Clifford Ray\raycl01,C,30,GSW,82,,1917,231,439,.526,,,,231,439,.526,.526,106,190,.558,213,395,608,136,47,50,153,264,568
204,Marlon Redmond\redmoma01,SG,23,TOT,53,,759,163,387,.421,,,,163,387,.421,.421,31,50,.620,57,52,109,58,28,16,57,96,357
205,Robert Reid\reidro01,SF,23,HOU,82,,2259,382,777,.492,,,,382,777,.492,.492,131,186,.704,129,354,483,230,75,48,131,302,895
206,Kevin Restani\restake01,PF,27,MIL,81,,1598,262,529,.495,,,,262,529,.495,.495,51,73,.699,141,244,385,122,30,27,96,155,575
207,Micheal Ray Richardson\richami01,PG,23,NYK,72,,1218,200,483,.414,,,,200,483,.414,.414,69,128,.539,78,155,233,213,100,18,141,188,469
208,Anthony Roberts\roberan01,SF,23,DEN,63,,1236,211,498,.424,,,,211,498,.424,.424,76,110,.691,106,152,258,107,20,2,65,142,498
209,Tony Robertson\roberto01,SG,23,GSW,12,,74,15,40,.375,,,,15,40,.375,.375,6,9,.667,6,4,10,4,8,0,8,10,36
210,Rick Robey\robeyri01,C,23,TOT,79,,1763,322,673,.478,,,,322,673,.478,.478,174,224,.777,168,345,513,132,48,15,164,232,818
211,Jackie Robinson\robinja01,SF,23,SEA,12,,105,19,41,.463,,,,19,41,.463,.463,8,15,.533,9,10,19,13,5,1,11,9,46
212,Truck Robinson\robintr01,PF,27,TOT,69,,2537,566,1152,.491,,,,566,1152,.491,.491,324,462,.701,195,607,802,113,46,75,233,206,1456
213,Bill Robinzine\robinbi01,PF,26,KCK,82,,2179,459,837,.548,,,,459,837,.548,.548,180,246,.732,218,420,638,104,105,15,179,367,1098
214,Dave Robisch\robisda01,C,29,LAL,80,,1219,150,336,.446,,,,150,336,.446,.446,86,115,.748,82,203,285,97,20,25,53,108,386
215,Tree Rollins\rollitr01,C,23,ATL,81,,1900,297,555,.535,,,,297,555,.535,.535,89,141,.631,219,369,588,49,46,254,87,328,683
216,Dan Roundfield\roundda01,PF,25,ATL,80,,2539,462,916,.504,,,,462,916,.504,.504,300,420,.714,326,539,865,131,87,176,209,358,1224
217,Curtis Rowe\rowecu01,PF,29,BOS,53,,1222,151,346,.436,,,,151,346,.436,.436,52,75,.693,79,163,242,69,15,13,88,105,354
218,John Rudd\ruddjo01,SF,23,NYK,58,,723,59,133,.444,,,,59,133,.444,.444,66,93,.710,69,98,167,35,17,8,59,95,184
219,Campy Russell\russeca02,SF,27,CLE,74,,2859,603,1268,.476,,,,603,1268,.476,.476,417,523,.797,147,356,503,348,98,25,259,222,1623
220,Frankie Sanders\sandefr01,SF,22,TOT,46,,479,105,246,.427,,,,105,246,.427,.427,54,68,.794,35,75,110,52,21,6,55,69,264
221,Alvin Scott\scottal01,SF,23,PHO,81,,1737,212,396,.535,,,,212,396,.535,.535,120,168,.714,104,256,360,126,80,62,99,139,544
222,Charlie Scott*\scottch01,PG,30,DEN,79,,2617,393,854,.460,,,,393,854,.460,.460,161,215,.749,54,156,210,428,78,30,255,284,947
223,Lonnie Shelton\sheltlo01,PF,23,SEA,76,,2158,446,859,.519,,,,446,859,.519,.519,131,189,.693,182,286,468,110,76,75,188,266,1023
224,Steve Sheppard\sheppst01,SF,24,TOT,42,,279,36,76,.474,,,,36,76,.474,.474,20,34,.588,25,22,47,19,8,1,25,26,92
225,Purvis Short\shortpu01,PF,21,GSW,75,,1703,369,771,.479,,,,369,771,.479,.479,57,85,.671,127,220,347,97,54,12,111,233,795
226,Jack Sikma\sikmaja01,C,23,SEA,82,,2958,476,1034,.460,,,,476,1034,.460,.460,329,404,.814,232,781,1013,261,82,67,253,295,1281
227,James Silas\silasja01,PG,29,SAS,79,,2171,466,922,.505,,,,466,922,.505,.505,334,402,.831,35,148,183,273,76,20,199,215,1266
228,Paul Silas\silaspa01,PF,35,SEA,82,,1957,170,402,.423,,,,170,402,.423,.423,116,194,.598,259,316,575,115,31,19,98,177,456
229,Ralph Simpson\simpsra01,SG,29,TOT,69,,979,174,433,.402,,,,174,433,.402,.402,76,111,.685,35,61,96,126,37,5,100,57,424
230,Al Skinner\skinnal01,SG,26,TOT,45,,643,91,214,.425,,,,91,214,.425,.425,99,114,.868,27,59,86,89,40,3,72,114,281
231,Bingo Smith\smithbi02,SG,32,CLE,72,,1650,361,784,.460,,,,361,784,.460,.460,83,106,.783,77,129,206,121,43,7,75,188,805
232,Elmore Smith\smithel01,C,29,CLE,24,,332,69,130,.531,,,,69,130,.531,.531,18,26,.692,45,61,106,13,7,16,42,60,156
233,Phil Smith\smithph01,SG,26,GSW,59,,2288,489,977,.501,,,,489,977,.501,.501,194,255,.761,48,164,212,261,101,23,170,159,1172
234,Randy Smith\smithra01,SG,30,SDC,82,,3111,693,1523,.455,,,,693,1523,.455,.455,292,359,.813,102,193,295,395,177,5,255,177,1678
235,Robert Smith\smithro01,PG,23,DEN,82,,1479,184,436,.422,,,,184,436,.422,.422,159,180,.883,41,105,146,208,58,13,95,165,527
236,Sam Smith\smithsa02,SF,24,MIL,16,,125,19,47,.404,,,,19,47,.404,.404,18,24,.750,0,9,9,16,8,7,8,12,56
237,Willie Smith\smithwi02,PG,25,POR,13,,131,23,44,.523,,,,23,44,.523,.523,12,17,.706,7,6,13,17,10,1,14,19,58
238,Dick Snyder\snydedi01,SG,34,SEA,56,,536,81,187,.433,,,,81,187,.433,.433,43,51,.843,15,33,48,63,14,6,36,52,205
239,Ricky Sobers\soberri01,SG,26,IND,81,,2825,553,1194,.463,,,,553,1194,.463,.463,298,338,.882,118,183,301,450,138,23,304,315,1404
240,Kevin Stacom\stacoke01,SG,27,TOT,68,,831,128,342,.374,,,,128,342,.374,.374,44,60,.733,30,55,85,112,29,1,80,47,300
241,Larry Steele\steella01,SG,29,POR,72,,1488,203,483,.420,,,,203,483,.420,.420,112,136,.824,58,113,171,142,74,10,96,208,518
242,Earl Tatum\tatumea01,SG,25,TOT,79,,1233,280,627,.447,,,,280,627,.447,.447,52,71,.732,41,84,125,73,78,34,88,165,612
243,Brian Taylor\taylobr01,PG,27,SDC,20,,212,30,83,.361,,,,30,83,.361,.361,16,18,.889,13,13,26,20,24,0,17,34,76
244,Ira Terrell\terreir01,SF,24,TOT,49,,732,93,198,.470,,,,93,198,.470,.470,35,53,.660,44,102,146,41,22,28,53,100,221
245,Reggie Theus\theusre01,PG,21,CHI,82,,2753,537,1119,.480,,,,537,1119,.480,.480,264,347,.761,92,136,228,429,93,18,303,270,1338
246,David Thompson*\thompda01,SG,24,DEN,76,,2670,693,1353,.512,,,,693,1353,.512,.512,439,583,.753,109,165,274,225,70,82,186,180,1825
247,Mychal Thompson\thompmy01,C,24,POR,73,,2144,460,938,.490,,,,460,938,.490,.490,154,269,.572,198,406,604,176,67,134,205,270,1074
248,Rudy Tomjanovich\tomjaru01,PF,30,HOU,74,,2641,620,1200,.517,,,,620,1200,.517,.517,168,221,.760,170,402,572,137,44,18,138,186,1408
249,Raymond Townsend\townsra01,SG,23,GSW,65,,771,127,289,.439,,,,127,289,.439,.439,50,68,.735,11,44,55,91,27,6,51,70,304
250,Dave Twardzik\twardda01,PG,28,POR,64,,1570,203,381,.533,,,,203,381,.533,.533,261,299,.873,39,80,119,176,84,4,127,185,667
251,Terry Tyler\tylerte01,PF,22,DET,82,,2560,456,946,.482,,,,456,946,.482,.482,144,219,.658,211,437,648,89,104,201,141,254,1056
252,Wes Unseld*\unselwe01,C,32,WSB,77,,2406,346,600,.577,,,,346,600,.577,.577,151,235,.643,274,556,830,315,71,37,156,204,843
253,Jan van Breda Kolff\vanbrja01,SF,27,NJN,80,,1998,196,423,.463,,,,196,423,.463,.463,146,183,.798,108,274,382,180,85,74,135,235,538
254,Norm Van Lier\vanlino01,PG,31,MIL,38,,555,30,77,.390,,,,30,77,.390,.390,47,52,.904,8,32,40,158,43,3,49,108,107
255,Andre Wakefield\wakefan01,SG,24,TOT,73,,586,62,177,.350,,,,62,177,.350,.350,48,69,.696,25,51,76,70,19,2,73,70,172
256,Foots Walker\walkefo01,PG,27,CLE,55,,1753,208,448,.464,,,,208,448,.464,.464,137,175,.783,59,139,198,321,130,18,127,153,553
257,Wally Walker\walkewa01,SF,24,SEA,60,,969,168,343,.490,,,,168,343,.490,.490,58,96,.604,66,111,177,69,12,26,68,127,394
258,Lloyd Walton\waltoll01,PG,25,MIL,75,,1381,157,327,.480,,,,157,327,.480,.480,61,90,.678,34,70,104,356,72,9,123,103,375
259,Kermit Washington\washike01,PF,27,SDC,82,,2764,350,623,.562,,,,350,623,.562,.562,227,330,.688,296,504,800,125,85,121,185,317,927
260,Richard Washington\washiri01,PF,23,KCK,18,,161,14,41,.341,,,,14,41,.341,.341,10,16,.625,11,37,48,7,7,3,15,31,38
261,Wilson Washington\washiwi01,PF,23,NJN,62,,1139,218,434,.502,,,,218,434,.502,.502,66,104,.635,88,206,294,47,31,67,98,186,502
262,Slick Watts\wattssl01,PG,27,HOU,61,,1046,92,227,.405,,,,92,227,.405,.405,41,67,.612,35,68,103,243,73,14,71,143,225
263,Nick Weatherspoon\weathni01,SF,28,SDC,82,,2642,479,998,.480,,,,479,998,.480,.480,176,238,.739,179,275,454,135,80,37,184,287,1134
264,Marvin Webster\webstma01,C,26,NYK,60,,2027,264,558,.473,,,,264,558,.473,.473,150,262,.573,198,457,655,172,24,112,170,183,678
265,Scott Wedman\wedmasc01,SF,26,KCK,73,,2498,561,1050,.534,,,,561,1050,.534,.534,216,271,.797,135,251,386,144,76,30,106,239,1338
266,Paul Westphal\westppa01,SG,28,PHO,81,,2641,801,1496,.535,,,,801,1496,.535,.535,339,405,.837,35,124,159,529,111,26,232,159,1941
267,Jo Jo White*\whitejo01,PG,32,TOT,76,,2338,404,910,.444,,,,404,910,.444,.444,139,158,.880,42,158,200,347,80,7,212,173,947
268,Jerome Whitehead\whiteje01,C,22,SDC,31,,152,15,34,.441,,,,15,34,.441,.441,8,18,.444,16,34,50,7,3,4,11,29,38
269,Sidney Wicks\wickssi01,PF,29,SDC,79,,2022,312,676,.462,,,,312,676,.462,.462,147,226,.650,159,246,405,126,70,36,180,274,771
270,Bob Wilkerson\wilkebo01,SF,24,DEN,80,,2425,396,869,.456,,,,396,869,.456,.456,119,173,.688,100,314,414,284,118,21,196,190,911
271,Jamaal Wilkes*\wilkeja01,SF,25,LAL,82,,2915,626,1242,.504,,,,626,1242,.504,.504,272,362,.751,164,445,609,227,134,27,224,275,1524
272,Earl Williams\williea01,C,27,BOS,20,,273,54,123,.439,,,,54,123,.439,.439,14,24,.583,41,64,105,12,12,9,20,41,122
273,Freeman Williams\willifr01,SG,22,SDC,72,,1195,335,683,.490,,,,335,683,.490,.490,76,98,.776,48,50,98,83,42,2,99,88,746
274,Gus Williams\willigu01,PG,25,SEA,76,,2266,606,1224,.495,,,,606,1224,.495,.495,245,316,.775,111,134,245,307,158,29,190,162,1457
275,Nate Williams\willina01,SG,28,GSW,81,,1299,284,567,.501,,,,284,567,.501,.501,102,117,.872,68,139,207,61,55,5,93,169,670
276,Ray Williams\willira01,PG,24,NYK,81,,2370,575,1257,.457,,,,575,1257,.457,.457,251,313,.802,104,187,291,504,128,19,285,274,1401
277,John Williamson\willijo01,SG,27,NJN,74,,2451,635,1367,.465,,,,635,1367,.465,.465,373,437,.854,53,143,196,255,89,12,233,215,1643
278,Rick Wilson\wilsori01,SG,22,ATL,61,,589,81,197,.411,,,,81,197,.411,.411,24,44,.545,20,56,76,72,30,8,41,66,186
279,Brian Winters\wintebr01,SG,26,MIL,79,,2575,662,1343,.493,,,,662,1343,.493,.493,237,277,.856,48,129,177,383,83,40,257,243,1561
280,Larry Wright\wrighla01,PG,24,WSB,73,,1658,276,589,.469,,,,276,589,.469,.469,125,168,.744,48,92,140,298,69,13,119,166,677
