
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
14,Rick Barry*\barryri01,SF,34,HOU,80,,2566,461,1000,.461,,,,461,1000,.461,.461,160,169,.947,40,237,277,502,95,38,198,195,1082
15,Tim Bassett\basseti01,PF,27,NJN,82,,1508,116,313,.371,,,,116,313,.371,.371,89,131,.679,174,244,418,99,44,29,103,219,321
16,Butch Beard\beardbu01,PG,31,NYK,7,,85,11,26,.423,,,,11,26,.423,.423,0,0,,1,9,10,19,7,0,10,13,22
17,Ron Behagen\behagro01,PF,28,TOT,15,,165,28,62,.452,,,,28,62,.452,.452,10,13,.769,13,29,42,7,4,1,11,36,66
18,Kent Benson\bensoke01,C,24,MIL,82,,2132,413,798,.518,,,,413,798,.518,.518,180,245,.735,187,397,584,204,89,81,156,280,1006
19,Del Beshore\beshode01,PG,22,MIL,1,,1,0,0,,,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
20,Henry Bibby\bibbyhe01,PG,29,PHI,82,,2538,368,869,.423,,,,368,869,.423,.423,266,335,.794,72,172,244,371,72,7,197,199,1002
21,Bob Bigelow\bigelbo01,SF,25,SDC,29,,413,36,90,.400,,,,36,90,.400,.400,13,21,.619,15,31,46,25,12,2,18,37,85
22,Otis Birdsong\birdsot01,SG,23,KCK,82,,2839,741,1456,.509,,,,741,1456,.509,.509,296,408,.725,176,178,354,281,125,17,200,255,1778
23,Ron Boone\boonero01,SG,32,LAL,82,,1583,259,569,.455,,,,259,569,.455,.455,90,104,.865,53,92,145,154,66,11,147,171,608
24,Tom Boswell\bosweto01,PF,25,DEN,79,,2201,321,603,.532,,,,321,603,.532,.532,198,284,.697,248,290,538,242,50,51,185,263,840
25,Dennis Boyd\boydde01,PG,24,DET,5,,40,3,12,.250,,,,3,12,.250,.250,0,0,,0,2,2,7,0,0,6,5,6
26,Winford Boynes\boynewi01,SG,21,NJN,69,,1176,256,595,.430,,,,256,595,.430,.430,133,169,.787,60,95,155,75,43,7,119,117,645
27,Alonzo Bradley\bradlal01,SF,25,HOU,34,,245,37,88,.420,,,,37,88,.420,.420,22,33,.667,13,33,46,17,5,1,17,33,96
28,Mike Bratz\bratzmi01,PG,23,PHO,77,,1297,242,533,.454,,,,242,533,.454,.454,139,170,.818,55,86,141,179,64,7,135,151,623
29,Jim Brewer\breweji01,PF,27,TOT,80,,1611,141,319,.442,,,,141,319,.442,.442,26,63,.413,159,316,475,87,61,66,97,174,308
30,Ron Brewer\brewero01,SG,23,POR,81,,2454,434,878,.494,,,,434,878,.494,.494,210,256,.820,88,141,229,165,102,79,153,181,1078
31,Junior Bridgeman\bridgju01,SG,25,MIL,82,,1963,540,1067,.506,,,,540,1067,.506,.506,189,228,.829,113,184,297,163,88,41,138,184,1269
32,Allan Bristow\bristal01,SF,27,SAS,74,,1324,174,354,.492,,,,174,354,.492,.492,124,149,.832,80,167,247,231,56,15,108,154,472
33,Fred Brown\brownfr01,PG,30,SEA,77,,1961,446,951,.469,,,,446,951,.469,.469,183,206,.888,38,134,172,260,119,23,164,142,1075
34,John Brown\brownjo01,SF,27,CHI,77,,1265,152,317,.479,,,,152,317,.479,.479,84,98,.857,83,155,238,104,18,10,89,180,388
35,Joe Bryant\bryanjo01,PF,24,PHI,70,,1064,205,478,.429,,,,205,478,.429,.429,123,170,.724,96,163,259,103,49,9,114,171,533
36,Quinn Buckner\bucknqu01,PG,24,MIL,81,,1757,251,553,.454,,,,251,553,.454,.454,79,125,.632,57,153,210,468,156,17,208,224,581
37,Greg Bunch\bunchgr01,SF,22,NYK,12,,97,9,26,.346,,,,9,26,.346,.346,10,12,.833,9,8,17,4,3,3,5,10,28
38,Tom Burleson\burleto01,C,26,KCK,56,,927,157,342,.459,,,,157,342,.459,.459,121,169,.716,84,197,281,50,26,58,64,183,435
39,Don Buse\busedo01,PG,28,PHO,82,,2544,285,576,.495,,,,285,576,.495,.495,70,91,.769,44,173,217,356,156,18,96,149,640
40,Marty Byrnes\byrnema01,SF,22,TOT,79,,1264,187,389,.481,,,,187,389,.481,.481,106,154,.688,90,101,191,104,27,10,119,111,480
41,Corky Calhoun\calhoco01,SF,28,IND,81,,1332,153,335,.457,,,,153,335,.457,.457,72,86,.837,64,174,238,104,37,19,56,189,378
42,Austin Carr\carrau01,SG,30,CLE,82,,2714,551,1161,.475,,,,551,1161,.475,.475,292,358,.816,155,135,290,217,77,14,175,210,1394
43,Kenny Carr\carrke01,PF,23,LAL,72,,1149,225,450,.500,,,,225,450,.500,.500,83,137,.606,70,222,292,60,38,31,116,152,533
44,M.L. Carr\carrml01,SF,28,DET,80,,3207,587,1143,.514,,,,587,1143,.514,.514,323,435,.743,219,370,589,262,197,46,255,279,1497
45,Ron Carter\cartero01,SG,22,LAL,46,,332,54,124,.435,,,,54,124,.435,.435,36,54,.667,21,24,45,25,17,7,40,54,144
46,Harvey Catchings\catchha01,C,27,TOT,57,,948,102,243,.420,,,,102,243,.420,.420,60,78,.769,101,201,302,48,23,91,88,132,264
47,Don Chaney\chanedo01,SG,32,BOS,65,,1074,174,414,.420,,,,174,414,.420,.420,36,42,.857,63,78,141,75,72,11,65,167,384
48,Maurice Cheeks*\cheekma01,PG,22,PHI,82,,2409,292,572,.510,,,,292,572,.510,.510,101,140,.721,63,191,254,431,174,12,193,198,685
49,Phil Chenier\cheniph01,SG,28,WSB,27,,385,69,158,.437,,,,69,158,.437,.437,18,28,.643,3,17,20,31,4,5,31,28,156
50,Jim Chones\choneji01,C,29,CLE,82,,2850,472,1073,.440,,,,472,1073,.440,.440,158,215,.735,260,582,842,181,47,102,187,278,1102
51,Jim Cleamons\cleamji01,PG,29,NYK,79,,2390,311,657,.473,,,,311,657,.473,.473,130,171,.760,65,160,225,376,73,11,142,147,752
52,E.C. Coleman\colemec01,PF,28,HOU,6,,39,5,7,.714,,,,5,7,.714,.714,1,1,1.000,1,6,7,1,2,0,0,11,11
53,Doug Collins\collido01,SG,27,PHI,47,,1595,358,717,.499,,,,358,717,.499,.499,201,247,.814,36,87,123,191,52,20,131,139,917
54,Michael Cooper\coopemi01,SG,22,LAL,3,,7,3,6,.500,,,,3,6,.500,.500,0,0,,0,0,0,0,1,0,1,1,6
55,Wayne Cooper\coopewa01,C,22,GSW,65,,795,128,293,.437,,,,128,293,.437,.437,41,61,.672,90,190,280,21,7,44,52,118,297
56,Dave Corzine\corzida01,C,22,WSB,59,,532,63,118,.534,,,,63,118,.534,.534,49,63,.778,52,95,147,49,10,14,53,67,175
57,Dave Cowens*\cowenda01,C,30,BOS,68,,2517,488,1010,.483,,,,488,1010,.483,.483,151,187,.807,152,500,652,242,76,51,174,263,1127
58,Wesley Cox\coxwe01,SF,24,GSW,31,,360,53,123,.431,,,,53,123,.431,.431,40,92,.435,18,45,63,11,13,5,44,68,146
59,Charlie Criss\crissch01,PG,30,ATL,54,,879,109,289,.377,,,,109,289,.377,.377,67,86,.779,19,41,60,138,41,3,79,70,285
60,Geoff Crompton\crompge01,C,23,DEN,20,,88,10,26,.385,,,,10,26,.385,.385,6,12,.500,6,17,23,5,0,3,12,19,26
61,Louie Dampier*\dampilo01,PG,34,SAS,70,,760,123,251,.490,,,,123,251,.490,.490,29,39,.744,15,48,63,124,35,8,39,42,275
62,Bob Dandridge\dandrbo01,SF,31,WSB,78,,2629,629,1260,.499,,,,629,1260,.499,.499,331,401,.825,109,338,447,365,71,57,222,259,1589
63,Adrian Dantley*\dantlad01,SF,22,LAL,60,,1775,374,733,.510,,,,374,733,.510,.510,292,342,.854,131,211,342,138,63,12,155,162,1040
64,Brad Davis\davisbr01,PG,23,TOT,27,,298,31,55,.564,,,,31,55,.564,.564,16,23,.696,1,16,17,52,16,2,17,32,78
65,Harry Davis\davisha01,SF,23,CLE,40,,394,66,153,.431,,,,66,153,.431,.431,30,43,.698,27,39,66,16,13,8,23,66,162
66,Johnny Davis\davisjo01,PG,23,IND,79,,2971,565,1240,.456,,,,565,1240,.456,.456,314,396,.793,70,121,191,453,95,22,214,177,1444
67,Walter Davis\daviswa03,SF,24,PHO,79,,2437,764,1362,.561,,,,764,1362,.561,.561,340,409,.831,111,262,373,339,147,26,293,250,1868
68,Darryl Dawkins\dawkida01,C,22,PHI,78,,2035,430,831,.517,,,,430,831,.517,.517,158,235,.672,123,508,631,128,32,143,197,295,1018
69,Coby Dietrick\dietrco01,C,30,SAS,76,,1487,209,400,.523,,,,209,400,.523,.523,79,99,.798,88,227,315,198,72,38,92,206,497
70,Jacky Dorsey\dorseja01,SF,24,HOU,20,,108,24,43,.558,,,,24,43,.558,.558,8,16,.500,12,11,23,2,1,2,8,25,56
71,Leon Douglas\douglle01,C,24,DET,78,,2215,342,698,.490,,,,342,698,.490,.490,208,328,.634,248,416,664,74,39,55,190,319,892
72,John Drew\drewjo01,SF,24,ATL,79,,2410,650,1375,.473,,,,650,1375,.473,.473,495,677,.731,225,297,522,119,128,16,211,332,1795
73,Charles Dudley\dudlech01,PG,28,CHI,43,,684,45,125,.360,,,,45,125,.360,.360,28,42,.667,25,61,86,116,32,1,64,82,118
74,Mike Dunleavy\dunlemi01,SG,24,HOU,74,,1486,215,425,.506,,,,215,425,.506,.506,159,184,.864,28,100,128,324,56,5,130,168,589
75,T.R. Dunn\dunntr01,SG,23,POR,80,,1828,246,549,.448,,,,246,549,.448,.448,122,158,.772,145,199,344,103,86,23,93,166,614
76,James Edwards\edwarja01,C,23,IND,82,,2546,534,1065,.501,,,,534,1065,.501,.501,298,441,.676,179,514,693,92,60,109,162,363,1366
77,Bob Elliott\elliobo01,PF,23,NJN,14,,282,41,73,.562,,,,41,73,.562,.562,41,56,.732,16,40,56,22,6,4,26,34,123
78,Bo Ellis\ellisbo02,PF,24,DEN,42,,269,42,92,.457,,,,42,92,.457,.457,29,36,.806,17,45,62,10,10,13,22,45,113
79,Len Elmore\elmorle01,C,26,IND,80,,1264,139,342,.406,,,,139,342,.406,.406,56,78,.718,115,287,402,75,62,79,73,183,334
80,Alex English*\englial01,SF,25,IND,81,,2696,563,1102,.511,,,,563,1102,.511,.511,173,230,.752,253,402,655,271,70,78,196,214,1299
81,Ray Epps\eppsra01,SF,22,GSW,13,,72,10,23,.435,,,,10,23,.435,.435,6,8,.750,0,5,5,2,1,0,2,7,26
82,Julius Erving*\ervinju01,SF,28,PHI,78,,2802,715,1455,.491,,,,715,1455,.491,.491,373,501,.745,198,366,564,357,133,100,315,207,1803
83,Chris Ford\fordch01,SG,30,TOT,81,,2737,538,1142,.471,,,,538,1142,.471,.471,172,227,.758,124,150,274,374,115,25,210,209,1248
84,Don Ford\forddo01,PF,26,LAL,79,,1540,228,450,.507,,,,228,450,.507,.507,72,89,.809,83,185,268,101,51,25,93,177,528
85,Phil Ford\fordph01,PG,22,KCK,79,,2723,467,1004,.465,,,,467,1004,.465,.465,326,401,.813,33,149,182,681,174,6,323,245,1260
86,Bayard Forrest\forreba01,C,24,PHO,75,,1243,118,272,.434,,,,118,272,.434,.434,62,115,.539,110,205,315,167,29,37,107,151,298
87,Walt Frazier*\fraziwa01,PG,33,CLE,12,,279,54,122,.443,,,,54,122,.443,.443,21,27,.778,7,13,20,32,13,2,22,22,129
88,World B. Free\freewo01,PG,25,SDC,78,,2954,795,1653,.481,,,,795,1653,.481,.481,654,865,.756,127,174,301,340,111,35,297,253,2244
89,Terry Furlow\furlote01,SG,24,TOT,78,,1686,388,804,.483,,,,388,804,.483,.483,163,195,.836,76,91,167,184,58,30,134,122,939
90,Mike Gale\galemi01,SG,28,SAS,82,,2121,284,612,.464,,,,284,612,.464,.464,91,108,.843,40,146,186,374,152,40,153,192,659
91,Gus Gerard\gerargu01,SF,25,TOT,58,,465,84,194,.433,,,,84,194,.433,.433,50,91,.549,40,58,98,21,20,13,36,74,218
92,George Gervin*\gervige01,SF,26,SAS,80,,2888,947,1749,.541,,,,947,1749,.541,.541,471,570,.826,142,258,400,219,137,91,286,275,2365
93,John Gianelli\gianejo01,C,28,MIL,82,,2057,256,527,.486,,,,256,527,.486,.486,72,102,.706,122,286,408,160,44,57,106,196,584
94,Artis Gilmore*\gilmoar01,C,29,CHI,82,,3265,753,1310,.575,,,,753,1310,.575,.575,434,587,.739,293,750,1043,274,50,156,310,280,1940
95,Jack Givens\givenja01,SF,22,ATL,74,,1347,234,564,.415,,,,234,564,.415,.415,102,135,.756,98,116,214,83,72,17,75,121,570
96,Mike Glenn\glennmi01,SG,23,NYK,75,,1171,263,486,.541,,,,263,486,.541,.541,57,63,.905,28,54,82,136,37,6,64,113,583
97,Glen Gondrezick\gondrgl01,SF,23,NYK,75,,1602,161,326,.494,,,,161,326,.494,.494,55,97,.567,147,277,424,106,98,18,95,226,377
98,Gail Goodrich*\goodrga01,SG,35,NOJ,74,,2130,382,850,.449,,,,382,850,.449,.449,174,204,.853,68,115,183,357,90,13,185,177,938
99,Mike Green\greenmi01,C,27,SAS,76,,1641,235,477,.493,,,,235,477,.493,.493,101,144,.701,131,223,354,116,37,122,89,230,571
100,Rickey Green\greenri01,PG,24,DET,27,,431,67,177,.379,,,,67,177,.379,.379,45,67,.672,15,25,40,63,25,1,44,37,179
101,Steve Green\greenst01,SF,25,IND,39,,265,42,89,.472,,,,42,89,.472,.472,20,34,.588,22,30,52,21,11,3,17,39,104
102,Tommie Green\greento01,PG,22,NOJ,59,,809,92,237,.388,,,,92,237,.388,.388,48,63,.762,20,48,68,140,61,6,89,111,232
103,Kevin Grevey\greveke01,SF,25,WSB,65,,1856,418,922,.453,,,,418,922,.453,.453,173,224,.772,90,142,232,153,46,14,120,159,1009
104,Paul Griffin\griffpa01,PF,25,NOJ,77,,1398,106,223,.475,,,,106,223,.475,.475,91,147,.619,126,265,391,138,54,36,117,198,303
105,Bob Gross\grossbo01,SF,25,POR,53,,1441,209,443,.472,,,,209,443,.472,.472,96,119,.807,106,144,250,184,70,47,121,161,514
106,Ernie Grunfeld\grunfer01,SF,23,MIL,82,,1778,326,661,.493,,,,326,661,.493,.493,191,251,.761,124,236,360,216,58,15,141,220,843
107,Lars Hansen\hansela01,C,24,SEA,15,,205,29,57,.509,,,,29,57,.509,.509,18,31,.581,22,37,59,14,1,1,9,28,76
108,James Hardy\hardyja01,SF,22,NOJ,68,,1456,196,426,.460,,,,196,426,.460,.460,61,88,.693,121,189,310,65,52,61,93,133,453
109,Joe Hassett\hassejo01,SG,23,SEA,55,,463,100,211,.474,,,,100,211,.474,.474,23,23,1.000,13,32,45,42,14,4,32,58,223
110,Steve Hawes\hawesst01,PF,28,ATL,81,,2205,372,756,.492,,,,372,756,.492,.492,108,132,.818,190,401,591,184,79,47,145,264,852
111,Bubbles Hawkins\hawkiro01,SG,24,DET,4,,28,6,16,.375,,,,6,16,.375,.375,6,6,1.000,3,3,6,4,5,0,2,7,18
112,Elvin Hayes*\hayesel01,PF,33,WSB,82,,3105,720,1477,.487,,,,720,1477,.487,.487,349,534,.654,312,682,994,143,75,190,235,308,1789
113,Spencer Haywood*\haywosp01,PF,29,TOT,68,,2361,595,1205,.494,,,,595,1205,.494,.494,231,292,.791,172,361,533,127,40,82,200,236,1421
114,Gar Heard\heardga01,PF,30,PHO,63,,1213,162,367,.441,,,,162,367,.441,.441,71,103,.689,98,253,351,60,53,57,60,141,395
115,Tom Henderson\hendeto01,PG,27,WSB,70,,2081,299,641,.466,,,,299,641,.466,.466,156,195,.800,51,112,163,419,87,10,148,123,754
116,Keith Herron\herroke01,SG,22,ATL,14,,81,14,48,.292,,,,14,48,.292,.292,12,13,.923,4,6,10,3,6,2,5,11,40
117,Phil Hicks\hicksph01,SF,26,DEN,20,,128,18,43,.419,,,,18,43,.419,.419,3,5,.600,13,15,28,8,5,0,13,20,39
118,Kenny Higgs\higgske01,PG,24,CLE,68,,1050,127,279,.455,,,,127,279,.455,.455,85,111,.766,18,84,102,141,66,11,47,176,339
119,Armond Hill\hillar01,PG,25,ATL,82,,2527,296,682,.434,,,,296,682,.434,.434,246,288,.854,41,123,164,480,102,16,202,292,838
120,Darnell Hillman\hillmda01,PF,29,KCK,78,,1618,211,428,.493,,,,211,428,.493,.493,125,224,.558,138,293,431,91,50,66,134,288,547
121,Wilbur Holland\hollawi01,SG,27,CHI,82,,2483,445,940,.473,,,,445,940,.473,.473,141,176,.801,78,176,254,330,122,12,185,240,1031
122,Lionel Hollins\hollili01,PG,25,POR,64,,1967,402,886,.454,,,,402,886,.454,.454,172,221,.778,32,117,149,325,114,24,223,199,976
123,Essie Hollis\hollies01,SF,23,DET,25,,154,30,75,.400,,,,30,75,.400,.400,9,12,.750,21,24,45,6,11,1,14,28,69
124,Otis Howard\howarot01,PF,22,TOT,14,,113,24,56,.429,,,,24,56,.429,.429,11,23,.478,18,23,41,5,2,2,7,24,59
125,Lou Hudson\hudsolo01,SG,34,LAL,78,,1686,329,636,.517,,,,329,636,.517,.517,110,124,.887,64,76,140,141,58,17,99,133,768
126,Kim Hughes\hugheki01,C,26,DEN,81,,1086,98,182,.538,,,,98,182,.538,.538,18,45,.400,112,223,335,74,56,102,78,215,214
127,Dan Issel*\isselda01,C,30,DEN,81,,2742,532,1030,.517,,,,532,1030,.517,.517,316,419,.754,240,498,738,255,61,46,171,233,1380
128,Phil Jackson*\jacksph01,PF,33,NJN,59,,1070,144,303,.475,,,,144,303,.475,.475,86,105,.819,59,119,178,85,45,22,78,168,374
129,Aaron James\jamesaa01,SF,26,NOJ,73,,1417,311,630,.494,,,,311,630,.494,.494,105,140,.750,97,151,248,78,28,21,111,202,727
130,Charles Johnson\johnsch01,SG,29,WSB,82,,1819,342,786,.435,,,,342,786,.435,.435,67,79,.848,70,132,202,177,95,6,87,161,751
131,Clemon Johnson\johnscl01,C,22,POR,74,,794,102,217,.470,,,,102,217,.470,.470,36,74,.486,83,143,226,78,23,36,65,121,240
132,Dennis Johnson*\johnsde01,SG,24,SEA,80,,2717,482,1110,.434,,,,482,1110,.434,.434,306,392,.781,146,228,374,280,100,97,191,209,1270
133,Eddie Johnson\johnsed02,SG,23,ATL,78,,2413,501,982,.510,,,,501,982,.510,.510,243,292,.832,65,105,170,360,121,11,213,241,1245
134,George Johnson\johnsge02,C,30,NJN,78,,2058,206,483,.427,,,,206,483,.427,.427,105,138,.761,201,415,616,88,68,253,178,315,517
135,George Johnson\johnsge03,PF,22,MIL,67,,1157,165,342,.482,,,,165,342,.482,.482,84,117,.718,106,254,360,81,75,49,100,187,414
136,John Johnson\johnsjo01,SF,31,SEA,82,,2386,356,821,.434,,,,356,821,.434,.434,190,250,.760,127,285,412,358,59,25,254,245,902
137,Marques Johnson\johnsma01,SF,22,MIL,77,,2779,820,1491,.550,,,,820,1491,.550,.550,332,437,.760,212,374,586,234,116,89,170,186,1972
138,Mickey Johnson\johnsmi01,PF,26,CHI,82,,2594,496,1105,.449,,,,496,1105,.449,.449,273,329,.830,193,434,627,380,88,59,312,286,1265
139,Ollie Johnson\johnsol01,SF,29,CHI,71,,1734,281,540,.520,,,,281,540,.520,.520,88,110,.800,58,169,227,163,54,33,114,182,650
140,Bobby Jones\jonesbo01,PF,27,PHI,80,,2304,378,704,.537,,,,378,704,.537,.537,209,277,.755,199,332,531,201,107,96,165,245,965
141,Caldwell Jones\jonesca01,C,28,PHI,78,,2171,302,637,.474,,,,302,637,.474,.474,121,162,.747,177,570,747,151,39,157,156,303,725
142,Dwight Jones\jonesdw01,C,26,HOU,81,,1215,181,395,.458,,,,181,395,.458,.458,96,132,.727,110,218,328,57,34,26,102,204,458
143,Eddie Jordan\jordaed01,PG,24,NJN,82,,2260,401,960,.418,,,,401,960,.418,.418,213,274,.777,74,141,215,365,201,40,244,209,1015
144,Jeff Judkins\judkije01,SF,22,BOS,81,,1521,295,587,.503,,,,295,587,.503,.503,119,146,.815,70,121,191,145,81,12,109,184,709
145,Rich Kelley\kelleri01,C,25,NOJ,80,,2705,440,870,.506,,,,440,870,.506,.506,373,458,.814,303,723,1026,285,126,166,288,309,1253
146,Larry Kenon\kenonla01,PF,26,SAS,81,,2947,748,1484,.504,,,,748,1484,.504,.504,295,349,.845,260,530,790,335,154,19,300,192,1791
147,Bernard King*\kingbe01,SF,22,NJN,82,,2859,710,1359,.522,,,,710,1359,.522,.522,349,619,.564,251,418,669,295,118,39,323,326,1769
148,Billy Knight\knighbi01,SF,26,TOT,79,,2095,441,835,.528,,,,441,835,.528,.528,249,296,.841,94,253,347,152,63,8,225,160,1131
149,Toby Knight\knighto01,SF,23,NYK,82,,2667,609,1174,.519,,,,609,1174,.519,.519,145,206,.704,201,347,548,124,61,60,163,309,1363
150,Joel Kramer\kramejo01,PF,23,PHO,82,,1401,181,370,.489,,,,181,370,.489,.489,125,176,.710,134,203,337,92,45,23,98,224,487
151,John Kuester\kuestjo01,PG,23,DEN,33,,212,16,52,.308,,,,16,52,.308,.308,13,14,.929,5,8,13,37,18,1,20,29,45
152,Kevin Kunnert\kunneke01,C,27,SDC,81,,1684,234,501,.467,,,,234,501,.467,.467,56,85,.659,202,367,569,113,45,118,141,309,524
153,Mitch Kupchak\kupchmi01,PF,24,WSB,66,,1604,369,685,.539,,,,369,685,.539,.539,223,300,.743,152,278,430,88,23,23,120,141,961
154,Sam Lacey\laceysa01,C,30,KCK,82,,2627,350,697,.502,,,,350,697,.502,.502,167,226,.739,179,523,702,430,106,141,245,309,867
155,Tom LaGarde\lagarto01,C,23,SEA,23,,575,98,181,.541,,,,98,181,.541,.541,57,95,.600,61,129,190,32,6,18,47,75,253
156,John Lambert\lambejo01,PF,26,CLE,70,,1030,148,329,.450,,,,148,329,.450,.450,35,55,.636,116,174,290,43,25,29,65,163,331
157,Mark Landsberger\landsma01,PF,23,CHI,80,,1959,278,585,.475,,,,278,585,.475,.475,91,194,.469,292,450,742,68,27,22,149,125,647
158,Bob Lanier*\laniebo01,C,30,DET,53,,1835,489,950,.515,,,,489,950,.515,.515,275,367,.749,164,330,494,140,50,75,175,181,1253
159,Butch Lee\leebu01,PG,22,TOT,82,,1779,290,634,.457,,,,290,634,.457,.457,175,230,.761,33,93,126,295,86,1,154,146,755
160,Ron Lee\leero01,PG,26,TOT,60,,1346,218,507,.430,,,,218,507,.430,.430,98,141,.695,63,105,168,205,107,6,165,182,534
161,Scott Lloyd\lloydsc01,C,26,TOT,72,,496,42,122,.344,,,,42,122,.344,.344,27,47,.574,49,47,96,32,10,8,51,92,111
162,John Long\longjo01,SG,22,DET,82,,2498,581,1240,.469,,,,581,1240,.469,.469,157,190,.826,127,139,266,121,102,19,137,224,1319
163,John Lucas\lucasjo01,PG,25,GSW,82,,3095,530,1146,.462,,,,530,1146,.462,.462,264,321,.822,65,182,247,762,152,9,255,229,1324
164,Maurice Lucas\lucasma01,PF,26,POR,69,,2462,568,1208,.470,,,,568,1208,.470,.470,270,345,.783,192,524,716,215,66,81,233,254,1406
165,Moses Malone*\malonmo01,C,23,HOU,82,,3390,716,1325,.540,,,,716,1325,.540,.540,599,811,.739,587,857,1444,147,79,119,326,223,2031
166,Pete Maravich*\maravpe01,SG,31,NOJ,49,,1824,436,1035,.421,,,,436,1035,.421,.421,233,277,.841,33,88,121,243,60,18,200,104,1105
167,Cedric Maxwell\maxwece01,SF,23,BOS,80,,2969,472,808,.584,,,,472,808,.584,.584,574,716,.802,272,519,791,228,98,74,273,266,1518
168,Scott May\maysc01,SF,24,CHI,37,,403,59,136,.434,,,,59,136,.434,.434,30,40,.750,14,50,64,39,22,1,51,51,148
169,Bob McAdoo*\mcadobo01,PF-C,27,TOT,60,,2231,596,1127,.529,,,,596,1127,.529,.529,295,450,.656,130,390,520,168,74,67,217,189,1487
170,Ted McClain\mcclate01,SG,32,PHO,36,,465,62,132,.470,,,,62,132,.470,.470,42,46,.913,25,44,69,60,19,0,54,51,166
171,Jim McElroy\mcelrji01,PG,25,NOJ,79,,2698,539,1097,.491,,,,539,1097,.491,.491,259,340,.762,61,154,215,453,148,49,237,183,1337
172,George McGinnis*\mcginge01,PF,28,DEN,76,,2552,603,1273,.474,,,,603,1273,.474,.474,509,765,.665,256,608,864,283,129,52,346,321,1715
173,Billy McKinney\mckinbi01,PG,23,KCK,78,,1242,240,477,.503,,,,240,477,.503,.503,129,162,.796,20,65,85,253,58,3,124,121,609
174,Tom McMillen\mcmilto01,C,26,ATL,82,,1392,232,498,.466,,,,232,498,.466,.466,106,119,.891,131,201,332,69,15,32,87,211,570
175,Jim McMillian\mcmilji01,SF,30,POR,23,,278,33,74,.446,,,,33,74,.446,.446,17,21,.810,16,23,39,33,10,3,16,18,83
176,Larry McNeill\mcneila01,PF,28,DET,11,,46,9,20,.450,,,,9,20,.450,.450,11,12,.917,3,7,10,3,0,0,4,7,29
177,John Mengelt\mengejo01,SG,29,CHI,75,,1705,338,689,.491,,,,338,689,.491,.491,150,182,.824,25,93,118,187,46,4,120,148,826
178,Joe Meriweather\meriwjo01,C,25,TOT,77,,1693,242,500,.484,,,,242,500,.484,.484,126,187,.674,143,266,409,79,40,94,130,283,610
179,Mike Mitchell\mitchmi01,SF,23,CLE,80,,1576,362,706,.513,,,,362,706,.513,.513,131,178,.736,127,202,329,60,51,29,102,215,855
180,Steve Mix\mixst01,SF,31,PHI,74,,1269,265,493,.538,,,,265,493,.538,.538,161,201,.801,109,184,293,121,57,16,100,112,691
181,Eric Money\moneyer01,PG,23,TOT,70,,1979,444,893,.497,,,,444,893,.497,.497,170,237,.717,70,92,162,331,87,12,235,202,1058
