
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
182,Steve Mix\mixst01,SF,30,PHI,82,,1819,291,560,.520,,,,291,560,.520,.520,175,220,.795,96,201,297,174,87,3,131,158,757
183,Larry Moffett\moffela01,SF,23,HOU,20,,110,5,17,.294,,,,5,17,.294,.294,6,10,.600,10,11,21,7,2,2,8,16,16
184,Eric Money\moneyer01,PG,22,DET,76,,2557,600,1200,.500,,,,600,1200,.500,.500,214,298,.718,90,119,209,356,123,12,322,237,1414
185,Earl Monroe*\monroea01,SG,33,NYK,76,,2369,556,1123,.495,,,,556,1123,.495,.495,242,291,.832,47,135,182,361,60,19,179,189,1354
186,Glenn Mosley\moslegl01,PF,22,PHI,6,,21,5,13,.385,,,,5,13,.385,.385,3,7,.429,0,5,5,2,0,0,5,5,13
187,Calvin Murphy*\murphca01,SG,29,HOU,76,,2900,852,1737,.491,,,,852,1737,.491,.491,245,267,.918,57,107,164,259,112,3,173,241,1949
188,Bob Nash\nashbo01,SF,27,KCK,66,,800,157,304,.516,,,,157,304,.516,.516,50,69,.725,75,94,169,46,27,18,47,75,364
189,Swen Nater\natersw01,C,28,BUF,78,,2778,501,994,.504,,,,501,994,.504,.504,208,272,.765,278,751,1029,216,40,47,225,274,1210
190,Lloyd Neal\nealll01,PF,27,POR,61,,1174,272,540,.504,,,,272,540,.504,.504,127,177,.718,116,257,373,81,29,21,96,128,671
191,Louie Nelson\nelsolo01,SG,26,TOT,33,,406,85,211,.403,,,,85,211,.403,.403,57,84,.679,13,39,52,34,22,7,48,33,227
192,Johnny Neumann\neumajo01,SG,26,IND,20,,216,35,86,.407,,,,35,86,.407,.407,13,18,.722,5,9,14,27,6,1,22,24,83
193,Mike Newlin\newlimi01,SG,29,HOU,45,,1181,216,495,.436,,,,216,495,.436,.436,152,174,.874,36,84,120,203,52,9,120,128,584
194,Norm Nixon\nixonno01,PG,22,LAL,81,,2779,496,998,.497,,,,496,998,.497,.497,115,161,.714,41,198,239,553,138,7,251,259,1107
195,Willie Norwood\norwowi01,SF,30,TOT,35,,611,74,181,.409,,,,74,181,.409,.409,50,75,.667,49,70,119,33,31,3,56,101,198
196,Mark Olberding\olberma01,PF,21,SAS,79,,1773,231,480,.481,,,,231,480,.481,.481,184,227,.811,104,269,373,131,45,26,118,235,646
197,Eddie Owens\owensed01,SF,24,BUF,8,,63,9,21,.429,,,,9,21,.429,.429,3,6,.500,5,5,10,5,1,0,3,9,21
198,Tom Owens\owensto01,C,28,POR,82,,1714,313,639,.490,,,,313,639,.490,.490,206,278,.741,195,346,541,160,33,37,152,263,832
199,Joe Pace\pacejo01,C,24,WSB,49,,438,67,140,.479,,,,67,140,.479,.479,57,93,.613,50,84,134,23,12,21,44,86,191
200,Robert Parish*\parisro01,C,24,GSW,82,,1969,430,911,.472,,,,430,911,.472,.472,165,264,.625,211,469,680,95,79,123,201,291,1025
201,Sonny Parker\parkeso01,SF,22,GSW,82,,2069,406,783,.519,,,,406,783,.519,.519,122,173,.705,167,222,389,155,135,36,128,186,934
202,Billy Paultz\paultbi01,C,29,SAS,80,,2479,518,979,.529,,,,518,979,.529,.529,230,306,.752,172,503,675,213,42,194,167,222,1266
203,Curtis Perry\perrycu01,PF,29,PHO,45,,818,110,243,.453,,,,110,243,.453,.453,51,65,.785,87,163,250,48,34,22,63,120,271
204,Cliff Pondexter\pondecl01,PF,23,CHI,44,,534,37,85,.435,,,,37,85,.435,.435,14,20,.700,36,94,130,87,19,15,30,66,88
205,Ben Poquette\poquebe01,PF,22,DET,52,,626,95,225,.422,,,,95,225,.422,.422,42,60,.700,50,95,145,20,10,22,40,69,232
206,Howard Porter\porteho01,SF,29,TOT,63,,1323,309,635,.487,,,,309,635,.487,.487,124,155,.800,100,179,279,42,29,38,55,134,742
207,Kevin Porter\porteke01,PG,27,TOT,82,,2813,495,1055,.469,,,,495,1055,.469,.469,244,320,.763,53,161,214,837,123,15,360,283,1234
208,Jim Price\priceji01,PG,28,TOT,83,,1929,294,656,.448,,,,294,656,.448,.448,135,169,.799,57,203,260,260,114,9,175,200,723
209,Ed Ratleff\ratleed01,SF,27,HOU,68,,1163,130,310,.419,,,,130,310,.419,.419,39,47,.830,56,106,162,153,60,22,67,109,299
210,Clifford Ray\raycl01,C,29,GSW,79,,2268,272,476,.571,,,,272,476,.571,.571,148,243,.609,236,522,758,147,74,90,150,291,692
211,Robert Reid\reidro01,SF,22,HOU,80,,1849,261,574,.455,,,,261,574,.455,.455,63,96,.656,111,248,359,121,67,51,81,277,585
212,Kevin Restani\restake01,PF,26,TOT,54,,547,72,167,.431,,,,72,167,.431,.431,9,13,.692,36,72,108,30,5,5,17,41,153
213,Anthony Roberts\roberan01,SF,22,DEN,82,,1598,311,736,.423,,,,311,736,.423,.423,153,212,.722,135,216,351,105,40,7,118,212,775
214,Tony Robertson\roberto01,SG,22,ATL,63,,929,168,381,.441,,,,168,381,.441,.441,37,53,.698,15,55,70,103,74,5,88,133,373
215,Truck Robinson\robintr01,PF,26,NOJ,82,,3638,748,1683,.444,,,,748,1683,.444,.444,366,572,.640,298,990,1288,171,73,79,301,265,1862
216,Bill Robinzine\robinbi01,PF,25,KCK,82,,1748,305,677,.451,,,,305,677,.451,.451,206,271,.760,173,366,539,72,74,11,172,281,816
217,Dave Robisch\robisda01,C,28,TOT,78,,1277,177,430,.412,,,,177,430,.412,.412,100,129,.775,100,252,352,88,39,29,71,130,454
218,Tree Rollins\rollitr01,C,22,ATL,80,,1795,253,520,.487,,,,253,520,.487,.487,104,148,.703,179,373,552,79,57,218,121,326,610
219,Dan Roundfield\roundda01,PF,24,IND,79,,2423,421,861,.489,,,,421,861,.489,.489,218,300,.727,275,527,802,196,81,149,194,297,1060
220,Curtis Rowe\rowecu01,PF,28,BOS,51,,911,123,273,.451,,,,123,273,.451,.451,66,89,.742,74,129,203,45,14,8,76,94,312
221,Campy Russell\russeca02,SF,26,CLE,72,,2520,523,1168,.448,,,,523,1168,.448,.448,352,469,.751,154,304,458,278,88,12,206,193,1398
222,Cazzie Russell\russeca01,SF,33,CHI,36,,789,133,304,.438,,,,133,304,.438,.438,49,57,.860,31,52,83,61,19,4,35,63,315
223,Fred Saunders\saundfr01,SF,26,TOT,56,,643,99,234,.423,,,,99,234,.423,.423,26,36,.722,38,73,111,46,21,14,42,106,224
224,Dale Schlueter\schluda01,C,32,POR,10,,109,8,19,.421,,,,8,19,.421,.421,9,18,.500,5,16,21,18,3,2,15,20,25
225,Alvin Scott\scottal01,SF,22,PHO,81,,1538,180,369,.488,,,,180,369,.488,.488,132,191,.691,135,222,357,88,52,40,85,158,492
226,Charlie Scott*\scottch01,SG,29,TOT,79,,2473,435,994,.438,,,,435,994,.438,.438,194,260,.746,62,187,249,378,110,17,238,252,1064
227,Bruce Seals\sealsbr01,SF,24,SEA,73,,1322,230,551,.417,,,,230,551,.417,.417,111,175,.634,62,164,226,81,41,33,103,210,571
228,Lonnie Shelton\sheltlo01,PF,22,NYK,82,,2319,508,988,.514,,,,508,988,.514,.514,203,276,.736,204,376,580,195,109,112,228,350,1219
229,Steve Sheppard\sheppst01,SF,23,CHI,64,,698,119,262,.454,,,,119,262,.454,.454,37,56,.661,67,64,131,43,14,3,46,72,275
230,John Shumate\shumajo01,PF,25,TOT,80,,2760,391,773,.506,,,,391,773,.506,.506,400,508,.787,157,525,682,180,90,52,232,200,1182
231,Jack Sikma\sikmaja01,C,22,SEA,82,,2238,342,752,.455,,,,342,752,.455,.455,192,247,.777,196,482,678,134,68,40,186,300,876
232,James Silas\silasja01,PG,28,SAS,37,,311,43,97,.443,,,,43,97,.443,.443,60,73,.822,4,19,23,38,11,1,30,29,146
233,Paul Silas\silaspa01,PF,34,SEA,82,,2172,184,464,.397,,,,184,464,.397,.397,109,186,.586,289,377,666,145,65,16,152,182,477
234,Ralph Simpson\simpsra01,SG,28,TOT,64,,1323,216,576,.375,,,,216,576,.375,.375,85,104,.817,53,104,157,159,75,7,126,90,517
235,Scott Sims\simssc01,PG,22,SAS,12,,95,10,26,.385,,,,10,26,.385,.385,10,15,.667,5,8,13,20,3,0,19,16,30
236,Al Skinner\skinnal01,SG,25,TOT,77,,1551,222,488,.455,,,,222,488,.455,.455,162,203,.798,67,157,224,146,65,20,161,242,606
237,Bingo Smith\smithbi02,SG,31,CLE,82,,1581,369,840,.439,,,,369,840,.439,.439,108,135,.800,65,142,207,91,38,21,81,155,846
238,Elmore Smith\smithel01,C,28,CLE,81,,1996,402,809,.497,,,,402,809,.497,.497,205,309,.663,178,500,678,57,50,176,141,241,1009
239,Phil Smith\smithph01,SG,25,GSW,82,,2940,648,1373,.472,,,,648,1373,.472,.472,316,389,.812,100,200,300,393,108,27,266,219,1612
240,Randy Smith\smithra01,SG,29,BUF,82,,3314,789,1697,.465,,,,789,1697,.465,.465,443,554,.800,110,200,310,458,172,11,286,224,2021
241,Robert Smith\smithro01,PG,22,DEN,45,,378,50,97,.515,,,,50,97,.515,.515,21,24,.875,6,30,36,39,18,3,20,52,121
242,Willie Smith\smithwi02,PG,24,IND,1,,7,0,0,,,,,0,0,,,0,0,,0,0,0,1,0,0,0,1,0
243,Dick Snyder\snydedi01,SG,33,CLE,58,,660,112,252,.444,,,,112,252,.444,.444,56,64,.875,9,40,49,56,23,19,48,74,280
244,Ricky Sobers\soberri01,PG,25,IND,79,,3019,553,1221,.453,,,,553,1221,.453,.453,330,400,.825,92,235,327,584,170,23,352,308,1436
245,Kevin Stacom\stacoke01,SG,26,BOS,55,,1006,206,484,.426,,,,206,484,.426,.426,54,71,.761,26,80,106,111,28,3,69,60,466
246,Larry Steele\steella01,SG,28,POR,65,,1132,210,447,.470,,,,210,447,.470,.470,100,122,.820,34,79,113,87,59,5,66,138,520
247,Earl Tatum\tatumea01,SG,24,TOT,82,,2522,510,1087,.469,,,,510,1087,.469,.469,153,196,.781,79,216,295,296,140,40,184,257,1173
248,Brian Taylor\taylobr01,PG,26,DEN,39,,1222,182,403,.452,,,,182,403,.452,.452,88,115,.765,30,68,98,132,71,9,77,120,452
249,Claude Terry\terrycl01,SG,28,ATL,27,,166,25,68,.368,,,,25,68,.368,.368,9,11,.818,3,12,15,7,6,0,8,14,59
250,David Thompson*\thompda01,SG,23,DEN,80,,3025,826,1584,.521,,,,826,1584,.521,.521,520,668,.778,156,234,390,362,92,99,245,213,2172
251,Dean Tolson\tolsode01,PF,26,SEA,1,,7,0,1,.000,,,,0,1,.000,.000,0,0,,0,0,0,2,0,0,1,2,0
252,Rudy Tomjanovich\tomjaru01,SF,29,HOU,23,,849,217,447,.485,,,,217,447,.485,.485,61,81,.753,40,98,138,32,15,5,38,63,495
253,Dave Twardzik\twardda01,PG,27,POR,75,,1820,242,409,.592,,,,242,409,.592,.592,183,234,.782,36,98,134,244,107,4,158,186,667
254,Wes Unseld*\unselwe01,C,31,WSB,80,,2644,257,491,.523,,,,257,491,.523,.523,93,173,.538,286,669,955,326,98,45,173,234,607
255,Jan van Breda Kolff\vanbrja01,SF,26,NJN,68,,1419,107,292,.366,,,,107,292,.366,.366,87,123,.707,66,178,244,105,52,46,73,192,301
256,Norm Van Lier\vanlino01,PG,30,CHI,78,,2524,200,477,.419,,,,200,477,.419,.419,172,229,.751,86,198,284,531,144,5,200,279,572
257,Foots Walker\walkefo01,PG,26,CLE,81,,2496,287,641,.448,,,,287,641,.448,.448,159,221,.719,76,218,294,453,176,24,181,218,733
258,Phil Walker\walkeph01,SG,21,WSB,40,,384,57,161,.354,,,,57,161,.354,.354,64,96,.667,21,31,52,54,14,5,62,39,178
259,Wally Walker\walkewa01,SF,23,TOT,77,,1104,204,461,.443,,,,204,461,.443,.443,75,120,.625,87,132,219,77,26,10,77,138,483
260,Bill Walton*\waltobi01,C,25,POR,58,,1929,460,882,.522,,,,460,882,.522,.522,177,246,.720,118,648,766,291,60,146,206,145,1097
261,Lloyd Walton\waltoll01,PG,24,MIL,76,,1264,154,344,.448,,,,154,344,.448,.448,54,83,.651,26,50,76,253,77,13,107,94,362
262,Kermit Washington\washike01,PF,26,TOT,57,,1617,247,507,.487,,,,247,507,.487,.487,170,246,.691,215,399,614,72,47,64,107,188,664
263,Richard Washington\washiri01,PF,22,KCK,78,,2231,425,891,.477,,,,425,891,.477,.477,150,199,.754,188,466,654,118,74,73,191,324,1000
264,Wilson Washington\washiwi01,PF,22,TOT,38,,561,100,206,.485,,,,100,206,.485,.485,29,53,.547,50,106,156,10,18,37,63,75,229
265,Slick Watts\wattssl01,PG,26,TOT,71,,1584,219,558,.392,,,,219,558,.392,.392,92,156,.590,60,119,179,294,108,31,168,184,530
266,Nick Weatherspoon\weathni01,SF,27,CHI,41,,611,86,194,.443,,,,86,194,.443,.443,37,42,.881,57,68,125,32,19,10,49,74,209
267,Marvin Webster\webstma01,C,25,SEA,82,,2910,427,851,.502,,,,427,851,.502,.502,290,461,.629,361,674,1035,203,48,162,257,262,1144
268,Scott Wedman\wedmasc01,SF,25,KCK,81,,2961,607,1192,.509,,,,607,1192,.509,.509,221,254,.870,144,319,463,201,99,22,158,242,1435
269,Paul Westphal\westppa01,SG,27,PHO,80,,2481,809,1568,.516,,,,809,1568,.516,.516,396,487,.813,41,123,164,437,138,31,280,162,2014
270,Jo Jo White*\whitejo01,PG,31,BOS,46,,1641,289,690,.419,,,,289,690,.419,.419,103,120,.858,53,127,180,209,49,7,117,109,681
271,Rudy White\whiteru01,SG,24,HOU,21,,219,31,85,.365,,,,31,85,.365,.365,14,18,.778,8,13,21,22,8,0,22,24,76
272,Sidney Wicks\wickssi01,PF,28,BOS,81,,2413,433,927,.467,,,,433,927,.467,.467,217,329,.660,223,450,673,171,67,46,226,318,1083
273,Bob Wilkerson\wilkebo01,SF,23,DEN,81,,2780,382,936,.408,,,,382,936,.408,.408,157,210,.748,98,376,474,439,126,21,294,275,921
274,Jamaal Wilkes*\wilkeja01,SF,24,LAL,51,,1490,277,630,.440,,,,277,630,.440,.440,106,148,.716,113,267,380,182,77,22,107,162,660
275,Chuck Williams\willich02,PG,31,BUF,73,,2002,208,436,.477,,,,208,436,.477,.477,114,138,.826,29,108,137,317,48,4,156,137,530
276,Gus Williams\willigu01,PG,24,SEA,79,,2572,602,1335,.451,,,,602,1335,.451,.451,227,278,.817,83,173,256,294,185,41,189,198,1431
277,Nate Williams\willina01,SG,27,TOT,73,,1249,312,724,.431,,,,312,724,.431,.431,101,121,.835,65,139,204,74,57,34,83,181,725
278,Ray Williams\willira01,PG,23,NYK,81,,1550,305,689,.443,,,,305,689,.443,.443,146,207,.705,85,124,209,363,108,15,242,211,756
279,John Williamson\willijo01,SG,26,TOT,75,,2731,723,1649,.438,,,,723,1649,.438,.438,331,391,.847,66,161,227,214,94,10,228,236,1777
280,Bill Willoughby\willobi01,SF,20,BUF,56,,1079,156,363,.430,,,,156,363,.430,.430,64,80,.800,76,143,219,38,24,47,56,131,376
281,Bobby Wilson\wilsobo03,SG,27,IND,12,,86,14,36,.389,,,,14,36,.389,.389,2,3,.667,6,6,12,8,2,1,6,16,30
282,Brian Winters\wintebr01,SG,25,MIL,80,,2751,674,1457,.463,,,,674,1457,.463,.463,246,293,.840,87,163,250,393,124,27,236,239,1594
283,Willie Wise\wisewi01,SF,30,SEA,2,,10,0,3,.000,,,,0,3,.000,.000,1,4,.250,2,1,3,0,0,0,0,2,1
284,Dave Wohl\wohlda01,PG,28,NJN,10,,118,12,34,.353,,,,12,34,.353,.353,11,12,.917,1,3,4,13,3,0,16,24,35
285,Larry Wright\wrighla01,PG,23,WSB,70,,1466,283,570,.496,,,,283,570,.496,.496,76,107,.710,31,71,102,260,68,15,134,195,642
