
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
68,Walter Davis\daviswa03,SF,23,PHO,81,,2590,786,1494,.526,,,,786,1494,.526,.526,387,466,.830,158,326,484,273,113,20,283,242,1959
69,Darryl Dawkins\dawkida01,C,21,PHI,70,,1722,332,577,.575,,,,332,577,.575,.575,156,220,.709,117,438,555,85,34,125,123,268,820
70,Derrek Dickey\dickede01,PF,26,TOT,47,,493,87,198,.439,,,,87,198,.439,.439,30,36,.833,36,61,97,21,14,4,40,56,204
71,Coby Dietrick\dietrco01,PF,29,SAS,79,,1876,250,543,.460,,,,250,543,.460,.460,89,114,.781,73,285,358,217,81,55,144,231,589
72,Ernie DiGregorio\digreer01,PG,27,TOT,52,,606,88,209,.421,,,,88,209,.421,.421,28,33,.848,7,43,50,137,18,1,93,44,204
73,Jacky Dorsey\dorseja01,SF,23,TOT,11,,88,12,31,.387,,,,12,31,.387,.387,10,16,.625,11,19,30,5,2,3,6,17,34
74,Leon Douglas\douglle01,C,23,DET,79,,1993,321,667,.481,,,,321,667,.481,.481,221,345,.641,181,401,582,112,57,48,197,295,863
75,John Drew\drewjo01,SF,23,ATL,70,,2203,593,1236,.480,,,,593,1236,.480,.480,437,575,.760,213,298,511,141,119,27,210,247,1623
76,Charles Dudley\dudlech01,PG,27,GSW,78,,1660,127,249,.510,,,,127,249,.510,.510,138,195,.708,86,201,287,409,68,2,163,181,392
77,Mike Dunleavy\dunlemi01,PG,23,TOT,15,,119,20,50,.400,,,,20,50,.400,.400,13,18,.722,1,9,10,28,9,1,12,12,53
78,T.R. Dunn\dunntr01,SG,22,POR,63,,768,100,240,.417,,,,100,240,.417,.417,37,56,.661,63,84,147,45,46,8,35,74,237
79,Jim Eakins\eakinji01,C,31,TOT,33,,406,44,86,.512,,,,44,86,.512,.512,50,60,.833,29,46,75,29,7,17,33,71,138
80,Al Eberhard\eberhal01,SF,25,DET,37,,576,71,160,.444,,,,71,160,.444,.444,41,61,.672,37,65,102,26,13,4,23,64,183
81,James Edwards\edwarja01,C,22,TOT,83,,2405,495,1093,.453,,,,495,1093,.453,.453,272,421,.646,197,418,615,85,53,78,169,322,1262
82,Bo Ellis\ellisbo02,PF,23,DEN,78,,1213,133,320,.416,,,,133,320,.416,.416,72,104,.692,114,190,304,73,49,47,99,208,338
83,Len Elmore\elmorle01,C,25,IND,69,,1327,142,386,.368,,,,142,386,.368,.368,88,132,.667,139,281,420,80,74,71,73,174,372
84,Alex English*\englial01,SF,24,MIL,82,,1552,343,633,.542,,,,343,633,.542,.542,104,143,.727,144,251,395,129,41,55,137,178,790
85,Julius Erving*\ervinju01,SF,27,PHI,74,,2429,611,1217,.502,,,,611,1217,.502,.502,306,362,.845,179,302,481,279,135,97,238,207,1528
86,Al Fleming\flemial01,SF,23,SEA,20,,97,15,31,.484,,,,15,31,.484,.484,10,17,.588,13,17,30,7,0,5,16,16,40
87,Mike Flynn\flynnmi01,PG,24,IND,71,,955,120,267,.449,,,,120,267,.449,.449,55,97,.567,47,70,117,142,41,10,75,52,295
88,Chris Ford\fordch01,SG,29,DET,82,,2582,374,777,.481,,,,374,777,.481,.481,113,154,.734,117,151,268,381,166,17,232,182,861
89,Don Ford\forddo01,PF,25,LAL,79,,1945,272,576,.472,,,,272,576,.472,.472,68,90,.756,106,247,353,142,68,46,88,210,612
90,Bayard Forrest\forreba01,C,23,PHO,64,,887,111,238,.466,,,,111,238,.466,.466,49,103,.476,84,166,250,129,23,34,84,105,271
91,Walt Frazier*\fraziwa01,PG,32,CLE,51,,1664,336,714,.471,,,,336,714,.471,.471,153,180,.850,54,155,209,209,77,13,113,124,825
92,World B. Free\freewo01,SG,24,PHI,76,,2050,390,857,.455,,,,390,857,.455,.455,411,562,.731,92,120,212,306,68,41,200,199,1191
93,Terry Furlow\furlote01,SG,23,CLE,53,,827,192,443,.433,,,,192,443,.433,.433,88,99,.889,47,60,107,72,21,14,77,67,472
94,Mike Gale\galemi01,SG,27,SAS,70,,2091,275,581,.473,,,,275,581,.473,.473,87,100,.870,57,166,223,376,159,25,176,170,637
95,Gus Gerard\gerargu01,SF,24,TOT,57,,890,170,395,.430,,,,170,395,.430,.430,75,108,.694,55,105,160,53,36,25,61,109,415
96,George Gervin*\gervige01,SG,25,SAS,82,,2857,864,1611,.536,,,,864,1611,.536,.536,504,607,.830,118,302,420,302,136,110,306,255,2232
97,John Gianelli\gianejo01,C,27,MIL,82,,2327,307,629,.488,,,,307,629,.488,.488,79,123,.642,166,343,509,192,54,92,147,189,693
98,Artis Gilmore*\gilmoar01,C,28,CHI,82,,3067,704,1260,.559,,,,704,1260,.559,.559,471,669,.704,318,753,1071,263,42,181,366,261,1879
99,Mike Glenn\glennmi01,SG,22,BUF,56,,947,195,370,.527,,,,195,370,.527,.527,51,65,.785,14,65,79,78,35,5,50,98,441
100,Glen Gondrezick\gondrgl01,SF,22,NYK,72,,1017,131,339,.386,,,,131,339,.386,.386,83,121,.686,92,158,250,83,56,18,82,181,345
101,Gail Goodrich*\goodrga01,SG,34,NOJ,81,,2553,520,1050,.495,,,,520,1050,.495,.495,264,332,.795,75,102,177,388,82,22,205,186,1304
102,Mike Green\greenmi01,C,26,TOT,72,,1382,238,514,.463,,,,238,514,.463,.463,107,142,.754,130,229,359,76,30,100,105,193,583
103,Rickey Green\greenri01,PG,23,GSW,76,,1098,143,375,.381,,,,143,375,.381,.381,54,90,.600,49,67,116,149,58,1,79,95,340
104,Steve Green\greenst01,SF,24,IND,44,,449,56,128,.438,,,,56,128,.438,.438,39,56,.696,31,40,71,30,14,2,23,67,151
105,Kevin Grevey\greveke01,SF,24,WSB,81,,2121,505,1128,.448,,,,505,1128,.448,.448,243,308,.789,124,166,290,155,61,17,159,203,1253
106,Greg Griffin\griffgr01,SF,25,PHO,36,,422,61,169,.361,,,,61,169,.361,.361,23,36,.639,44,59,103,24,16,0,39,56,145
107,Paul Griffin\griffpa01,PF,24,NOJ,82,,1853,160,358,.447,,,,160,358,.447,.447,112,157,.713,157,353,510,172,88,45,150,228,432
108,Bob Gross\grossbo01,SF,24,POR,72,,2163,381,720,.529,,,,381,720,.529,.529,152,190,.800,180,220,400,254,100,52,179,234,914
109,Ernie Grunfeld\grunfer01,SG,22,MIL,73,,1261,204,461,.443,,,,204,461,.443,.443,94,143,.657,70,124,194,145,54,19,98,150,502
110,Glenn Hansen\hansegl01,SG,25,TOT,5,,13,0,7,.000,,,,0,7,.000,.000,0,0,,1,0,1,1,1,0,1,3,0
111,Joe Hassett\hassejo01,SG,22,SEA,48,,404,91,205,.444,,,,91,205,.444,.444,10,12,.833,14,22,36,41,21,0,34,45,192
112,John Havlicek*\havlijo01,SF,37,BOS,82,,2797,546,1217,.449,,,,546,1217,.449,.449,230,269,.855,93,239,332,328,90,22,204,185,1322
113,Steve Hawes\hawesst01,PF,27,ATL,75,,2325,387,854,.453,,,,387,854,.453,.453,175,214,.818,180,510,690,190,78,57,148,230,949
114,Bubbles Hawkins\hawkiro01,SG,23,NJN,15,,343,69,150,.460,,,,69,150,.460,.460,25,29,.862,21,29,50,37,22,13,43,51,163
115,Elvin Hayes*\hayesel01,PF,32,WSB,81,,3246,636,1409,.451,,,,636,1409,.451,.451,326,514,.634,335,740,1075,149,96,159,229,313,1598
116,Spencer Haywood*\haywosp01,PF,28,NYK,67,,1765,412,852,.484,,,,412,852,.484,.484,96,135,.711,141,301,442,126,37,72,140,188,920
117,Gar Heard\heardga01,PF,29,PHO,80,,2099,265,625,.424,,,,265,625,.424,.424,90,147,.612,166,486,652,132,129,101,120,213,620
118,Tom Henderson\hendeto01,PG,26,WSB,75,,2315,339,784,.432,,,,339,784,.432,.432,179,240,.746,66,127,193,406,93,15,195,131,857
119,Armond Hill\hillar01,PG,24,ATL,82,,2530,304,732,.415,,,,304,732,.415,.415,189,223,.848,59,172,231,427,151,15,240,302,797
120,Darnell Hillman\hillmda01,PF,28,TOT,78,,1966,340,710,.479,,,,340,710,.479,.479,167,286,.584,199,378,577,102,63,81,175,290,847
121,Wilbur Holland\hollawi01,SG,26,CHI,82,,2884,569,1285,.443,,,,569,1285,.443,.443,223,279,.799,105,189,294,313,164,14,223,258,1361
122,Lionel Hollins\hollili01,PG,24,POR,81,,2741,531,1202,.442,,,,531,1202,.442,.442,223,300,.743,81,196,277,380,157,29,241,268,1285
123,Lou Hudson\hudsolo01,SG,33,LAL,82,,2283,493,992,.497,,,,493,992,.497,.497,137,177,.774,80,108,188,193,94,14,150,196,1123
124,Kim Hughes\hugheki01,C,25,NJN,56,,854,57,160,.356,,,,57,160,.356,.356,9,29,.310,95,145,240,38,49,49,57,163,123
125,Dan Issel*\isselda01,C,29,DEN,82,,2851,659,1287,.512,,,,659,1287,.512,.512,428,547,.782,253,577,830,304,100,41,259,279,1746
126,Phil Jackson*\jacksph01,PF,32,NYK,63,,654,55,115,.478,,,,55,115,.478,.478,43,56,.768,29,81,110,46,31,15,47,106,153
127,Aaron James\jamesaa01,SF,25,NOJ,80,,2118,428,861,.497,,,,428,861,.497,.497,117,157,.745,163,258,421,112,36,22,130,254,973
128,Charles Johnson\johnsch01,SG,28,TOT,71,,1299,237,581,.408,,,,237,581,.408,.408,49,61,.803,43,112,155,130,62,5,73,129,523
129,Dennis Johnson*\johnsde01,SG,23,SEA,81,,2209,367,881,.417,,,,367,881,.417,.417,297,406,.732,152,142,294,230,118,51,164,213,1031
130,Eddie Johnson\johnsed02,SG,22,ATL,79,,1875,332,686,.484,,,,332,686,.484,.484,164,201,.816,51,102,153,235,100,4,168,232,828
131,George Johnson\johnsge02,C,29,NJN,81,,2411,285,721,.395,,,,285,721,.395,.395,133,185,.719,245,534,779,111,78,274,221,339,703
132,John Johnson\johnsjo01,SF,30,TOT,77,,1823,342,824,.415,,,,342,824,.415,.415,133,177,.751,102,208,310,211,43,19,169,197,817
133,Larry Johnson\johnsla01,SG,23,BUF,4,,38,3,13,.231,,,,3,13,.231,.231,0,2,.000,1,4,5,7,5,2,3,3,6
134,Marques Johnson\johnsma01,SF,21,MIL,80,,2765,628,1204,.522,,,,628,1204,.522,.522,301,409,.736,292,555,847,190,92,103,175,221,1557
135,Mickey Johnson\johnsmi01,PF,25,CHI,81,,2870,561,1215,.462,,,,561,1215,.462,.462,362,446,.812,218,520,738,267,92,68,270,317,1484
136,Ollie Johnson\johnsol01,SF,28,ATL,82,,1704,292,619,.472,,,,292,619,.472,.472,111,130,.854,89,171,260,120,80,36,107,180,695
137,Bobby Jones\jonesbo01,PF,26,DEN,75,,2440,440,761,.578,,,,440,761,.578,.578,208,277,.751,164,472,636,252,137,126,194,221,1088
138,Caldwell Jones\jonesca01,C,27,PHI,80,,1636,169,359,.471,,,,169,359,.471,.471,96,153,.627,165,405,570,92,26,127,128,281,434
139,Dwight Jones\jonesdw01,PF,25,HOU,82,,2476,346,777,.445,,,,346,777,.445,.445,181,233,.777,215,426,641,109,77,39,165,265,873
140,Robin Jones\jonesro01,C,23,HOU,12,,66,11,20,.550,,,,11,20,.550,.550,4,10,.400,5,9,14,2,1,1,7,16,26
141,Wil Jones\joneswi02,PF,30,BUF,79,,1711,226,514,.440,,,,226,514,.440,.440,84,119,.706,106,228,334,116,70,43,137,255,536
142,Eddie Jordan\jordaed01,PG,23,TOT,73,,1213,215,538,.400,,,,215,538,.400,.400,131,167,.784,35,84,119,177,126,19,106,94,561
143,George Karl\karlge01,PG,26,SAS,4,,30,2,6,.333,,,,2,6,.333,.333,2,2,1.000,0,5,5,5,1,0,4,6,6
144,Rich Kelley\kelleri01,C,24,NOJ,82,,2119,304,602,.505,,,,304,602,.505,.505,225,289,.779,249,510,759,233,89,129,225,293,833
145,Larry Kenon\kenonla01,SF,25,SAS,81,,2869,698,1426,.489,,,,698,1426,.489,.489,276,323,.854,245,528,773,268,115,24,279,209,1672
146,Bernard King*\kingbe01,SF,21,NJN,79,,3092,798,1665,.479,,,,798,1665,.479,.479,313,462,.677,265,486,751,193,122,36,311,302,1909
147,Billy Knight\knighbi01,SF,25,BUF,53,,2155,457,926,.494,,,,457,926,.494,.494,301,372,.809,126,257,383,161,82,13,167,137,1215
148,Toby Knight\knighto01,SF,22,NYK,80,,1169,222,465,.477,,,,222,465,.477,.477,63,97,.649,121,200,321,38,50,28,97,211,507
149,Steve Kuberski\kuberst01,PF,30,BOS,3,,14,1,4,.250,,,,1,4,.250,.250,0,0,,1,5,6,0,1,0,2,2,2
150,John Kuester\kuestjo01,PG,22,KCK,78,,1215,145,319,.455,,,,145,319,.455,.455,87,105,.829,19,95,114,252,58,1,97,143,377
151,Kevin Kunnert\kunneke01,C,26,HOU,80,,2152,368,842,.437,,,,368,842,.437,.437,93,135,.689,262,431,693,97,44,90,141,315,829
152,Mitch Kupchak\kupchmi01,PF,23,WSB,67,,1759,393,768,.512,,,,393,768,.512,.512,280,402,.697,162,298,460,71,28,42,184,196,1066
153,C.J. Kupec\kupeccj01,SF,25,HOU,49,,626,84,197,.426,,,,84,197,.426,.426,27,33,.818,27,64,91,50,10,3,24,54,195
154,Sam Lacey\laceysa01,C,29,KCK,77,,2131,265,590,.449,,,,265,590,.449,.449,134,187,.717,155,487,642,300,120,108,186,264,664
155,Tom LaGarde\lagarto01,C,22,DEN,77,,868,96,237,.405,,,,96,237,.405,.405,114,150,.760,75,139,214,47,17,17,101,146,306
156,John Lambert\lambejo01,PF,25,CLE,76,,1075,142,336,.423,,,,142,336,.423,.423,27,48,.563,125,199,324,38,27,50,62,169,311
157,Mark Landsberger\landsma01,PF,22,CHI,62,,926,127,251,.506,,,,127,251,.506,.506,91,157,.580,110,191,301,41,21,6,69,78,345
158,Bob Lanier*\laniebo01,C,29,DET,63,,2311,622,1159,.537,,,,622,1159,.537,.537,298,386,.772,197,518,715,216,82,93,225,185,1542
159,Rich Laurel\laureri01,SG,23,MIL,10,,57,10,31,.323,,,,10,31,.323,.323,4,4,1.000,6,4,10,3,3,1,4,10,24
160,Mo Layton\laytomo01,PG,29,SAS,41,,498,85,168,.506,,,,85,168,.506,.506,12,13,.923,4,28,32,108,21,4,59,51,182
161,Ron Lee\leero01,PG,25,PHO,82,,1928,417,950,.439,,,,417,950,.439,.439,170,228,.746,95,159,254,305,225,17,221,257,1004
162,Scott Lloyd\lloydsc01,C,25,TOT,70,,678,80,193,.415,,,,80,193,.415,.415,49,68,.721,52,93,145,44,14,14,43,105,209
163,John Lucas\lucasjo01,PG,24,HOU,82,,2933,412,947,.435,,,,412,947,.435,.435,193,250,.772,51,204,255,768,160,9,213,208,1017
164,Maurice Lucas\lucasma01,PF,25,POR,68,,2119,453,989,.458,,,,453,989,.458,.458,207,270,.767,186,435,621,173,61,56,192,221,1113
165,Moses Malone*\malonmo01,C,22,HOU,59,,2107,413,828,.499,,,,413,828,.499,.499,318,443,.718,380,506,886,31,48,76,220,179,1144
166,Pete Maravich*\maravpe01,SG,30,NOJ,50,,2041,556,1253,.444,,,,556,1253,.444,.444,240,276,.870,49,129,178,335,101,8,248,116,1352
167,Ricky Marsh\marshri01,SG,23,GSW,60,,851,123,289,.426,,,,123,289,.426,.426,23,33,.697,16,59,75,90,29,19,50,111,269
168,Cedric Maxwell\maxwece01,SF,22,BOS,72,,1213,170,316,.538,,,,170,316,.538,.538,188,250,.752,138,241,379,68,53,48,122,151,528
169,Scott May\maysc01,SF,23,CHI,55,,1802,280,617,.454,,,,280,617,.454,.454,175,216,.810,118,214,332,114,50,6,125,170,735
170,Bob McAdoo*\mcadobo01,C,26,NYK,79,,3182,814,1564,.520,,,,814,1564,.520,.520,469,645,.727,236,774,1010,298,105,126,346,297,2097
171,Andre McCarter\mccaran01,PG,24,KCK,1,,9,0,2,.000,,,,0,2,.000,.000,0,0,,0,1,1,0,0,0,0,1,0
172,Ted McClain\mcclate01,PG,31,TOT,70,,1020,123,280,.439,,,,123,280,.439,.439,57,73,.781,20,92,112,157,58,6,90,124,303
173,Jim McDaniels\mcdanji01,C,29,BUF,42,,694,100,234,.427,,,,100,234,.427,.427,36,42,.857,46,135,181,44,4,37,50,112,236
174,Jim McElroy\mcelrji01,PG,24,NOJ,74,,1760,287,607,.473,,,,287,607,.473,.473,123,167,.737,44,104,148,292,58,34,141,110,697
175,George McGinnis*\mcginge01,PF,27,PHI,78,,2533,588,1270,.463,,,,588,1270,.463,.463,411,574,.716,282,528,810,294,137,27,312,287,1587
176,Tom McMillen\mcmilto01,C,25,ATL,68,,1683,280,568,.493,,,,280,568,.493,.493,116,145,.800,151,265,416,84,33,16,109,233,676
177,Jim McMillian\mcmilji01,SF,29,NYK,81,,1977,288,623,.462,,,,288,623,.462,.462,115,134,.858,80,209,289,205,76,17,104,116,691
178,Larry McNeill\mcneila01,PF,27,TOT,46,,940,162,356,.455,,,,162,356,.455,.455,145,175,.829,80,122,202,47,18,11,67,114,469
179,John Mengelt\mengejo01,SG,28,CHI,81,,1767,325,675,.481,,,,325,675,.481,.481,184,238,.773,41,88,129,232,51,4,124,169,834
180,Joe Meriweather\meriwjo01,C,24,NOJ,54,,1277,194,411,.472,,,,194,411,.472,.472,87,133,.654,135,237,372,58,18,118,94,188,475
181,Dave Meyers\meyerda01,PF,24,MIL,80,,2416,432,938,.461,,,,432,938,.461,.461,314,435,.722,144,393,537,241,86,46,213,240,1178
