
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
33,Roger Brown\brownro02,C,25,DET,29,,454,29,72,.403,,,,29,72,.403,.403,14,18,.778,47,83,130,12,6,25,,76,72
34,Joe Bryant\bryanjo01,PF,21,PHI,75,,1203,233,552,.422,,,,233,552,.422,.422,92,147,.626,97,181,278,61,44,23,,165,558
35,Tom Burleson\burleto01,C,23,SEA,82,,2647,496,1032,.481,,,,496,1032,.481,.481,291,388,.750,258,484,742,180,70,150,,273,1283
36,Corky Calhoun\calhoco01,SF,25,LAL,76,,1816,172,368,.467,,,,172,368,.467,.467,65,83,.783,117,224,341,85,62,35,,216,409
37,Al Carlson\carlsal01,C,24,SEA,28,,279,27,79,.342,,,,27,79,.342,.342,18,29,.621,30,43,73,13,7,11,,39,72
38,Austin Carr\carrau01,SG,27,CLE,65,,1282,276,625,.442,,,,276,625,.442,.442,106,134,.791,67,65,132,122,37,2,,92,658
39,Fred Carter\cartefr01,PG,30,PHI,82,,2992,665,1594,.417,,,,665,1594,.417,.417,219,312,.702,113,186,299,372,137,13,,286,1549
40,Harvey Catchings\catchha01,C,24,PHI,75,,1731,103,242,.426,,,,103,242,.426,.426,58,96,.604,191,329,520,63,21,164,,262,264
41,Ken Charles\charlke01,SG,24,BUF,81,,2247,328,719,.456,,,,328,719,.456,.456,161,205,.785,58,161,219,204,123,48,,257,817
42,Phil Chenier\cheniph01,SG,25,WSB,80,,2952,654,1355,.483,,,,654,1355,.483,.483,282,341,.827,84,236,320,255,158,45,,186,1590
43,Jim Chones\choneji01,C,26,CLE,82,,2741,563,1258,.448,,,,563,1258,.448,.448,172,260,.662,197,542,739,163,42,93,,241,1298
44,Archie Clark\clarkar01,SG,34,DET,79,,1589,250,577,.433,,,,250,577,.433,.433,100,116,.862,27,110,137,218,62,4,,157,600
45,Jim Cleamons\cleamji01,PG,26,CLE,82,,2835,413,887,.466,,,,413,887,.466,.466,174,218,.798,124,230,354,428,124,20,,214,1000
46,Barry Clemens\clemeba01,SF,32,POR,49,,443,70,143,.490,,,,70,143,.490,.490,31,35,.886,27,43,70,33,27,7,,57,171
47,E.C. Coleman\colemec01,PF,25,NOJ,67,,1850,216,479,.451,,,,216,479,.451,.451,59,89,.663,124,295,419,87,56,30,,227,491
48,Doug Collins\collido01,SG,24,PHI,77,,2995,614,1196,.513,,,,614,1196,.513,.513,372,445,.836,126,181,307,191,110,24,,249,1600
49,Mel Counts\countme01,C,34,NOJ,30,,319,37,91,.407,,,,37,91,.407,.407,16,21,.762,27,73,100,38,16,8,,74,90
50,Dave Cowens*\cowenda01,C,27,BOS,78,,3101,611,1305,.468,,,,611,1305,.468,.468,257,340,.756,335,911,1246,325,94,71,,314,1479
51,Jim Creighton\creigji01,SF,25,ATL,32,,172,12,43,.279,,,,12,43,.279,.279,7,16,.438,13,32,45,4,2,9,,23,31
52,Billy Cunningham*\cunnibi01,SF,32,PHI,20,,640,103,251,.410,,,,103,251,.410,.410,68,88,.773,29,118,147,107,24,10,,57,274
53,Mike D'Antoni\dantomi01,SG,24,KCK,9,,101,7,27,.259,,,,7,27,.259,.259,2,2,1.000,4,10,14,16,10,0,,18,16
54,Bob Dandridge\dandrbo01,SF,28,MIL,73,,2735,650,1296,.502,,,,650,1296,.502,.502,271,329,.824,171,369,540,206,111,38,,263,1571
55,Dwight Davis\davisdw01,PF,26,GSW,72,,866,111,269,.413,,,,111,269,.413,.413,78,113,.690,86,139,225,46,20,28,,141,300
56,Mel Davis\davisme01,PF,25,NYK,42,,408,76,193,.394,,,,76,193,.394,.394,22,29,.759,43,105,148,31,16,5,,56,174
57,Mickey Davis\davismi02,SF,25,MIL,45,,411,55,152,.362,,,,55,152,.362,.362,50,63,.794,25,59,84,37,13,2,,36,160
58,Darryl Dawkins\dawkida01,C,19,PHI,37,,165,41,82,.500,,,,41,82,.500,.500,8,24,.333,15,34,49,3,2,9,,40,90
59,Rod Derline\derliro01,SG,23,SEA,49,,339,73,181,.403,,,,73,181,.403,.403,45,56,.804,8,19,27,26,11,1,,22,191
60,Henry Dickerson\dickehe01,SG,24,DET,17,,112,9,29,.310,,,,9,29,.310,.310,10,16,.625,3,0,3,8,2,1,,17,28
61,Derrek Dickey\dickede01,PF,24,GSW,79,,1207,220,473,.465,,,,220,473,.465,.465,62,79,.785,114,235,349,83,26,11,,141,502
62,Ernie DiGregorio\digreer01,PG,25,BUF,67,,1364,182,474,.384,,,,182,474,.384,.384,86,94,.915,15,97,112,265,37,1,,158,450
63,John Drew\drewjo01,SF,21,ATL,77,,2351,586,1168,.502,,,,586,1168,.502,.502,488,656,.744,286,374,660,150,138,30,,261,1660
64,Charles Dudley\dudlech01,PG,25,GSW,82,,1456,182,345,.528,,,,182,345,.528,.528,157,245,.641,112,157,269,239,77,2,,170,521
65,Dennis DuVal\duvalde01,PG,23,ATL,13,,130,15,43,.349,,,,15,43,.349,.349,6,9,.667,1,7,8,20,6,2,,15,36
66,Al Eberhard\eberhal01,SF,23,DET,81,,2066,283,683,.414,,,,283,683,.414,.414,191,229,.834,139,251,390,83,87,15,,250,757
67,Leroy Ellis\ellisle01,C,35,PHI,29,,489,61,132,.462,,,,61,132,.462,.462,17,28,.607,47,75,122,21,16,9,,62,139
68,Keith Erickson\erickke01,SF,31,PHO,74,,1850,305,649,.470,,,,305,649,.470,.470,134,157,.854,106,226,332,185,79,6,,196,744
69,Eric Fernsten\fernser01,C,22,TOT,37,,268,33,86,.384,,,,33,86,.384,.384,26,37,.703,25,45,70,19,7,14,,21,92
70,Larry Fogle\foglela01,SG,22,NYK,2,,14,1,5,.200,,,,1,5,.200,.200,0,0,,1,2,3,0,1,0,,4,2
71,Chris Ford\fordch01,SG,27,DET,82,,2198,301,707,.426,,,,301,707,.426,.426,83,115,.722,80,211,291,272,178,24,,222,685
72,Don Ford\forddo01,SF,23,LAL,76,,1838,311,710,.438,,,,311,710,.438,.438,104,139,.748,118,215,333,111,50,14,,186,726
73,Jim Fox\foxji01,C,32,MIL,70,,918,105,203,.517,,,,105,203,.517,.517,62,79,.785,82,153,235,42,27,16,,129,272
74,Walt Frazier*\fraziwa01,PG,30,NYK,59,,2427,470,969,.485,,,,470,969,.485,.485,186,226,.823,79,321,400,351,106,9,,163,1126
75,World B. Free\freewo01,SG,22,PHI,71,,1121,239,533,.448,,,,239,533,.448,.448,112,186,.602,64,61,125,104,37,6,,107,590
76,Donnie Freeman\freemdo01,SG,31,LAL,64,,1480,263,606,.434,,,,263,606,.434,.434,163,199,.819,72,108,180,171,57,11,,160,689
77,Rowland Garrett\garrero01,SF,25,TOT,55,,540,108,258,.419,,,,108,258,.419,.419,53,65,.815,45,72,117,17,25,7,,68,269
78,John Gianelli\gianejo01,C,25,NYK,82,,2332,325,687,.473,,,,325,687,.473,.473,114,160,.713,187,365,552,115,25,62,,194,764
79,Dick Gibbs\gibbsdi01,SF,27,BUF,72,,866,129,301,.429,,,,129,301,.429,.429,77,93,.828,42,64,106,49,16,14,,133,335
80,Herm Gilliam\gillihe01,SG,29,SEA,81,,1644,299,676,.442,,,,299,676,.442,.442,90,116,.776,56,164,220,202,82,12,,139,688
81,Gail Goodrich*\goodrga01,SG,32,LAL,75,,2646,583,1321,.441,,,,583,1321,.441,.441,293,346,.847,94,120,214,421,123,17,,238,1459
82,Leonard Gray\grayle01,PF,24,SEA,66,,2139,394,831,.474,,,,394,831,.474,.474,126,169,.746,109,289,398,203,75,36,,260,914
83,Kevin Grevey\greveke01,SF,22,WSB,56,,504,79,213,.371,,,,79,213,.371,.371,52,58,.897,24,36,60,27,13,3,,65,210
84,Bob Gross\grossbo01,SF,22,POR,76,,1474,209,400,.523,,,,209,400,.523,.523,97,142,.683,138,169,307,163,91,43,,186,515
85,Matt Guokas\guokama02,SG,31,TOT,56,,793,73,173,.422,,,,73,173,.422,.422,18,27,.667,22,41,63,70,18,3,,76,164
86,Lindsay Hairston\hairsli01,SF,24,DET,47,,651,104,228,.456,,,,104,228,.456,.456,65,112,.580,65,114,179,21,21,32,,84,273
87,Glenn Hansen\hansegl01,SG,23,KCK,66,,1145,173,420,.412,,,,173,420,.412,.412,85,117,.726,77,110,187,67,47,13,,144,431
88,Clem Haskins\haskicl01,SG,32,WSB,55,,737,148,269,.550,,,,148,269,.550,.550,54,65,.831,12,42,54,73,23,8,,79,350
89,John Havlicek*\havlijo01,SF,35,BOS,76,,2598,504,1121,.450,,,,504,1121,.450,.450,281,333,.844,116,198,314,278,97,29,,204,1289
90,Steve Hawes\hawesst01,C,25,TOT,72,,1411,199,403,.494,,,,199,403,.494,.494,87,120,.725,171,326,497,115,44,25,,169,485
91,Bubbles Hawkins\hawkiro01,SG,21,GSW,32,,153,53,104,.510,,,,53,104,.510,.510,20,31,.645,16,14,30,16,10,8,,31,126
92,Connie Hawkins*\hawkico01,PF,33,ATL,74,,1907,237,530,.447,,,,237,530,.447,.447,136,191,.712,102,343,445,212,80,46,,172,610
93,Nate Hawthorne\hawthna01,SG,26,PHO,79,,1144,182,423,.430,,,,182,423,.430,.430,115,170,.676,86,123,209,46,33,15,,147,479
94,Elvin Hayes*\hayesel01,PF,30,WSB,80,,2975,649,1381,.470,,,,649,1381,.470,.470,287,457,.628,210,668,878,121,104,202,,293,1585
95,Spencer Haywood*\haywosp01,PF,26,NYK,78,,2892,605,1360,.445,,,,605,1360,.445,.445,339,448,.757,234,644,878,92,53,80,,255,1549
96,Gar Heard\heardga01,PF,27,TOT,86,,2747,392,901,.435,,,,392,901,.435,.435,158,248,.637,247,622,869,190,117,96,,303,942
97,Tom Henderson\hendeto01,PG,24,ATL,81,,2900,469,1136,.413,,,,469,1136,.413,.413,216,305,.708,58,207,265,374,137,10,,195,1154
98,Wilbur Holland\hollawi01,SG,24,ATL,33,,351,85,213,.399,,,,85,213,.399,.399,22,34,.647,15,26,41,26,20,2,,48,192
99,Lionel Hollins\hollili01,PG,22,POR,74,,1891,311,738,.421,,,,311,738,.421,.421,178,247,.721,39,136,175,306,131,28,,235,800
100,Lou Hudson\hudsolo01,SG,31,ATL,81,,2558,569,1205,.472,,,,569,1205,.472,.472,237,291,.814,104,196,300,214,124,17,,241,1375
101,John Hummer\hummejo01,PF,27,SEA,29,,364,32,67,.478,,,,32,67,.478,.478,17,41,.415,21,56,77,25,6,9,,71,81
102,Phil Jackson*\jacksph01,PF,30,NYK,80,,1461,185,387,.478,,,,185,387,.478,.478,110,150,.733,80,263,343,105,41,20,,275,480
103,Aaron James\jamesaa01,SF,23,NOJ,75,,1346,262,594,.441,,,,262,594,.441,.441,153,204,.750,93,156,249,59,33,6,,172,677
104,Charles Johnson\johnsch01,PG,26,GSW,81,,1549,342,732,.467,,,,342,732,.467,.467,60,79,.759,77,125,202,122,100,7,,178,744
105,George Johnson\johnsge02,C,27,GSW,82,,1745,165,341,.484,,,,165,341,.484,.484,70,104,.673,200,427,627,82,51,174,,275,400
106,John Johnson\johnsjo01,SF,28,TOT,76,,1697,316,697,.453,,,,316,697,.453,.453,120,155,.774,94,238,332,217,57,36,,194,752
107,Mickey Johnson\johnsmi01,PF,23,CHI,81,,2390,478,1033,.463,,,,478,1033,.463,.463,283,360,.786,279,479,758,130,93,66,,292,1239
108,Ollie Johnson\johnsol01,SF,26,KCK,81,,2150,348,678,.513,,,,348,678,.513,.513,125,149,.839,116,241,357,146,67,42,,217,821
109,Dwight Jones\jonesdw01,C,23,ATL,66,,1762,251,542,.463,,,,251,542,.463,.463,163,219,.744,171,353,524,83,52,61,,214,665
110,Jimmy Jones\jonesji01,PG,31,WSB,64,,1133,153,308,.497,,,,153,308,.497,.497,72,94,.766,32,99,131,120,33,5,,127,378
111,Steve Jones\jonesst01,SG,33,POR,64,,819,168,380,.442,,,,168,380,.442,.442,78,94,.830,13,62,75,63,17,6,,96,414
112,Wali Jones\joneswa02,PG,33,TOT,17,,176,23,49,.469,,,,23,49,.469,.469,9,13,.692,0,9,9,33,6,0,,27,55
113,Rich Kelley\kelleri01,C,22,NOJ,75,,1346,184,379,.485,,,,184,379,.485,.485,159,205,.776,193,335,528,155,52,60,,209,527
114,Len Kosmalski\kosmale01,C,24,KCK,9,,93,8,20,.400,,,,8,20,.400,.400,4,7,.571,9,16,25,12,3,4,,11,20
115,Tom Kozelko\kozelto01,PF,24,WSB,67,,584,48,99,.485,,,,48,99,.485,.485,19,30,.633,19,63,82,33,19,4,,74,115
116,Tom Kropp\kroppto01,SG,22,WSB,25,,72,7,30,.233,,,,7,30,.233,.233,5,6,.833,5,10,15,8,2,0,,20,19
117,Steve Kuberski\kuberst01,C-SF,28,TOT,70,,967,135,291,.464,,,,135,291,.464,.464,71,79,.899,90,169,259,47,12,13,,133,341
118,Kevin Kunnert\kunneke01,C,24,HOU,80,,2335,465,954,.487,,,,465,954,.487,.487,102,156,.654,267,520,787,155,57,105,,315,1032
119,C.J. Kupec\kupeccj01,SF,23,LAL,16,,55,10,40,.250,,,,10,40,.250,.250,7,11,.636,4,19,23,5,3,0,,7,27
120,Sam Lacey\laceysa01,C,27,KCK,81,,3083,409,1019,.401,,,,409,1019,.401,.401,217,286,.759,218,806,1024,378,132,134,,286,1035
121,John Lambert\lambejo01,PF,23,CLE,54,,333,49,110,.445,,,,49,110,.445,.445,25,37,.676,37,65,102,16,8,12,,54,123
122,Bob Lanier*\laniebo01,C,27,DET,64,,2363,541,1017,.532,,,,541,1017,.532,.532,284,370,.768,217,529,746,217,79,86,,203,1366
123,Stu Lantz\lantzst01,PG,29,LAL,53,,853,85,204,.417,,,,85,204,.417,.417,80,89,.899,28,71,99,76,27,3,,105,250
124,John Laskowski\laskojo01,SG,22,CHI,71,,1570,284,690,.412,,,,284,690,.412,.412,87,120,.725,52,167,219,55,56,10,,90,655
125,Clyde Lee\leecl01,C,31,PHI,79,,1421,123,282,.436,,,,123,282,.436,.436,63,95,.663,164,289,453,59,23,27,,188,309
126,Greg Lee\leegr01,PG,24,POR,5,,35,2,4,.500,,,,2,4,.500,.500,2,2,1.000,0,2,2,11,2,0,,6,6
127,Bob Love\lovebo01,SF,33,CHI,76,,2823,543,1391,.390,,,,543,1391,.390,.390,362,452,.801,191,319,510,145,63,10,,233,1448
128,Phil Lumpkin\lumpkph01,PG,24,PHO,34,,370,22,65,.338,,,,22,65,.338,.338,26,30,.867,7,16,23,48,15,0,,26,70
129,Pete Maravich*\maravpe01,SG,28,NOJ,62,,2373,604,1316,.459,,,,604,1316,.459,.459,396,488,.811,46,254,300,332,87,23,,197,1604
130,Jack Marin\marinja01,SF,31,TOT,79,,1909,343,812,.422,,,,343,812,.422,.422,161,188,.856,69,183,252,141,45,11,,164,847
131,LaRue Martin\martila01,C,25,POR,63,,889,109,302,.361,,,,109,302,.361,.361,57,77,.740,68,243,311,72,6,23,,126,275
132,Clyde Mayes\mayescl01,PF,22,MIL,65,,948,114,248,.460,,,,114,248,.460,.460,56,97,.577,97,166,263,37,9,42,,154,284
133,Ken Mayfield\mayfike01,SG,27,NYK,13,,64,17,46,.370,,,,17,46,.370,.370,3,3,1.000,1,7,8,4,0,0,,18,37
134,Bob McAdoo*\mcadobo01,C,24,BUF,78,,3328,934,1918,.487,,,,934,1918,.487,.487,559,734,.762,241,724,965,315,93,160,,298,2427
135,Jim McDaniels\mcdanji01,C,27,LAL,35,,242,41,102,.402,,,,41,102,.402,.402,9,9,1.000,26,48,74,15,4,10,,40,91
136,Glenn McDonald\mcdongl01,SF,23,BOS,75,,1019,191,456,.419,,,,191,456,.419,.419,40,56,.714,56,79,135,68,39,20,,123,422
137,Jim McElroy\mcelrji01,PG,22,NOJ,51,,1134,151,296,.510,,,,151,296,.510,.510,81,110,.736,34,76,110,107,44,4,,70,383
138,George McGinnis*\mcginge01,PF,25,PHI,77,,2946,647,1552,.417,,,,647,1552,.417,.417,475,642,.740,260,707,967,359,198,41,,334,1769
139,Jon McGlocklin\mcglojo01,SG,32,MIL,33,,336,63,148,.426,,,,63,148,.426,.426,9,10,.900,3,14,17,38,8,0,,18,135
140,Tom McMillen\mcmilto01,C,23,BUF,50,,708,96,222,.432,,,,96,222,.432,.432,41,54,.759,64,122,186,69,7,6,,87,233
141,Jim McMillian\mcmilji01,SF,27,BUF,74,,2610,492,918,.536,,,,492,918,.536,.536,188,219,.858,134,256,390,205,88,14,,141,1172
142,Larry McNeill\mcneila01,PF,25,KCK,82,,1613,295,610,.484,,,,295,610,.484,.484,207,273,.758,157,353,510,72,51,32,,244,797
143,Cliff Meely\meelycl01,PF,28,TOT,34,,313,52,132,.394,,,,52,132,.394,.394,33,48,.688,22,75,97,19,14,8,,61,137
144,Dean Meminger\meminde01,SG,27,ATL,68,,1418,155,379,.409,,,,155,379,.409,.409,100,152,.658,65,86,151,222,54,8,,116,410
145,John Mengelt\mengejo01,SG,26,DET,67,,1105,264,540,.489,,,,264,540,.489,.489,192,237,.810,27,88,115,108,40,5,,138,720
146,Joe Meriweather\meriwjo01,C,22,HOU,81,,2042,338,684,.494,,,,338,684,.494,.494,154,239,.644,163,353,516,82,36,120,,219,830
147,Dave Meyers\meyerda01,PF,22,MIL,72,,1589,198,472,.419,,,,198,472,.419,.419,135,210,.643,121,324,445,100,72,25,,145,531
148,Steve Mix\mixst01,SF,28,PHI,81,,3039,421,844,.499,,,,421,844,.499,.499,287,351,.818,215,447,662,216,158,29,,288,1129
149,Eric Money\moneyer01,PG,20,DET,80,,2267,449,947,.474,,,,449,947,.474,.474,145,180,.806,77,130,207,338,137,11,,243,1043
150,Earl Monroe*\monroea01,SG,31,NYK,76,,2889,647,1354,.478,,,,647,1354,.478,.478,280,356,.787,48,225,273,304,111,22,,209,1574
151,Otto Moore\mooreot01,C,29,NOJ,81,,2407,293,672,.436,,,,293,672,.436,.436,144,226,.637,162,631,793,216,85,136,,250,730
152,Jeff Mullins\mullije01,SG,33,GSW,29,,311,58,120,.483,,,,58,120,.483,.483,23,29,.793,12,20,32,39,14,1,,36,139
153,Calvin Murphy*\murphca01,PG,27,HOU,82,,2995,675,1369,.493,,,,675,1369,.493,.493,372,410,.907,52,157,209,596,151,6,,294,1722
154,Lloyd Neal\nealll01,PF,25,POR,68,,2320,435,904,.481,,,,435,904,.481,.481,186,268,.694,145,440,585,118,53,107,,254,1056
155,Don Nelson*\nelsodo01,SF,35,BOS,75,,943,175,379,.462,,,,175,379,.462,.462,127,161,.789,56,126,182,77,14,7,,115,477
156,Louie Nelson\nelsolo01,SG,24,NOJ,66,,2030,327,755,.433,,,,327,755,.433,.433,169,230,.735,81,121,202,169,82,6,,147,823
157,Mike Newlin\newlimi01,SG,27,HOU,82,,3065,569,1123,.507,,,,569,1123,.507,.507,385,445,.865,72,264,336,457,106,5,,263,1523
158,Connie Norman\normaco01,SG,22,PHI,65,,818,183,422,.434,,,,183,422,.434,.434,20,24,.833,51,50,101,66,28,7,,87,386
159,Willie Norwood\norwowi01,SF,28,SEA,64,,1004,146,301,.485,,,,146,301,.485,.485,152,203,.749,91,138,229,59,42,4,,139,444
160,Frank Oleynick\oleynfr01,SG,20,SEA,52,,650,127,316,.402,,,,127,316,.402,.402,53,77,.688,10,35,45,53,21,6,,62,307
161,Steve Patterson\pattest01,C,27,TOT,66,,918,84,220,.382,,,,84,220,.382,.382,34,54,.630,80,148,228,80,16,16,,93,202
162,Curtis Perry\perrycu01,PF,27,PHO,71,,2353,386,776,.497,,,,386,776,.497,.497,175,239,.732,197,487,684,182,84,66,,269,947
163,Geoff Petrie\petrige01,SG,27,POR,72,,2557,543,1177,.461,,,,543,1177,.461,.461,277,334,.829,38,130,168,330,82,5,,194,1363
164,Cliff Pondexter\pondecl01,PF,21,CHI,75,,1326,156,380,.411,,,,156,380,.411,.411,122,182,.670,113,268,381,90,28,26,,134,434
165,Howard Porter\porteho01,SF,27,DET,75,,1482,298,635,.469,,,,298,635,.469,.469,73,97,.753,81,214,295,25,31,36,,133,669
166,Kevin Porter\porteke01,PG,25,DET,19,,687,99,235,.421,,,,99,235,.421,.421,42,56,.750,14,30,44,193,35,3,,83,240
167,Jim Price\priceji01,PG,26,MIL,80,,2525,398,958,.415,,,,398,958,.415,.415,141,166,.849,74,187,261,395,148,32,,264,937
168,Ed Ratleff\ratleed01,SF,25,HOU,72,,2401,314,647,.485,,,,314,647,.485,.485,168,206,.816,107,272,379,260,114,37,,234,796
169,Clifford Ray\raycl01,C,27,GSW,82,,2184,212,404,.525,,,,212,404,.525,.525,140,230,.609,270,506,776,149,78,83,,247,564
170,Kevin Restani\restake01,PF,24,MIL,82,,1650,234,493,.475,,,,234,493,.475,.475,24,42,.571,115,261,376,96,36,12,,151,492
171,Pat Riley*\rileypa01,SG,30,TOT,62,,813,117,301,.389,,,,117,301,.389,.389,55,77,.714,16,34,50,57,22,6,,112,289
172,Ron Riley\rileyro01,PF,25,HOU,65,,1049,115,280,.411,,,,115,280,.411,.411,38,56,.679,91,213,304,75,32,21,,137,268
173,Mike Riordan\riordmi01,SF,30,WSB,78,,1943,291,662,.440,,,,291,662,.440,.440,71,96,.740,44,143,187,122,54,13,,201,653
174,Rick Roberson\roberri01,C,28,KCK,74,,709,73,180,.406,,,,73,180,.406,.406,42,103,.408,74,159,233,53,18,17,,126,188
175,Truck Robinson\robintr01,PF,24,WSB,82,,2055,354,779,.454,,,,354,779,.454,.454,211,314,.672,139,418,557,113,42,107,,239,919
176,Bill Robinzine\robinbi01,PF,23,KCK,75,,1327,229,499,.459,,,,229,499,.459,.459,145,198,.732,128,227,355,60,80,8,,290,603
177,John Roche\rochejo01,SG,26,LAL,15,,52,3,14,.214,,,,3,14,.214,.214,2,4,.500,0,3,3,6,0,0,,7,8
178,Curtis Rowe\rowecu01,PF,26,DET,80,,2998,514,1098,.468,,,,514,1098,.468,.468,252,342,.737,231,466,697,183,47,45,,209,1280
179,Campy Russell\russeca02,SF,24,CLE,82,,1961,483,1003,.482,,,,483,1003,.482,.482,266,344,.773,134,211,345,107,69,10,,231,1232
180,Cazzie Russell\russeca01,SF,31,LAL,74,,1625,371,802,.463,,,,371,802,.463,.463,132,148,.892,50,133,183,122,53,3,,122,874
181,Fred Saunders\saundfr01,SF,24,PHO,17,,146,28,64,.438,,,,28,64,.438,.438,6,11,.545,11,26,37,13,5,1,,23,62
182,Dale Schlueter\schluda01,C,30,BUF,71,,773,61,122,.500,,,,61,122,.500,.500,54,81,.667,58,166,224,80,13,17,,141,176
183,Charlie Scott*\scottch01,SG,27,BOS,82,,2913,588,1309,.449,,,,588,1309,.449,.449,267,335,.797,106,252,358,341,103,24,,356,1443
