"Player","Pct"
"Giannis Antetokounmpo",36.6792701510664
"Kevin Durant",27.6621043338918
"James Harden",22.8125743651654
"Kawhi Leonard",5.1078854493751
"Damian Lillard",3.57413505144343
"Russell Westbrook",2.69049655484128
"Joel Embiid",0.929273238768184
"Nikola Jokic",0.367016699275248
"Ben Simmons",0.177244156173234
"Stephen Curry",0
