"Player","Pct"
"LeBron James",21.3960167967379
"James Harden",20.090283087
"Kevin Durant",14.5690861728696
"Russell Westbrook",13.9140363459096
"Anthony Davis",13.6322918605834
"Damian Lillard",8.64672725796113
"Giannis Antetokounmpo",4.2343206283565
"DeMar DeRozan",2.03590815750371
"Chris Paul",1.48132969307829
"Ben Simmons",0
