"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Season","MVP","First","Share","Team.Wins"
"235","Shawn Marion","SF",24,"PHO",81,81,41.6,8.2,18.1,0.452,1.7,4.5,0.387,6.4,13.6,0.473,0.5,3.1,3.6,0.851,2.5,7.1,9.5,2.4,2.3,1.2,1.9,2.6,21.2,"2003",FALSE,0,0,44
"238","Donyell Marshall","PF",29,"CHI",78,53,30.5,5.4,11.8,0.459,0.4,1.1,0.379,5,10.7,0.467,0.477,2.1,2.8,0.756,3,6,9,1.8,1.2,1.1,1.7,3,13.4,"2003",FALSE,0,0,30
"239","Kenyon Martin","PF",25,"NJN",77,77,34.1,6.6,14.1,0.47,0.1,0.6,0.209,6.5,13.5,0.481,0.475,3.3,5.1,0.653,2.1,6.2,8.3,2.4,1.3,0.9,2.5,3.8,16.7,"2003",FALSE,0,0,49
"240","Jamal Mashburn","SF",30,"NOH",82,81,40.5,8.2,19.3,0.422,1.5,3.7,0.389,6.7,15.6,0.43,0.46,3.8,4.5,0.848,0.8,5.3,6.1,5.6,1,0.2,2.8,2.4,21.6,"2003",FALSE,0,0.001,47
"241","Anthony Mason","C",36,"MIL",65,58,32.6,2.9,6,0.486,0,0,0,2.9,6,0.487,0.486,1.3,1.8,0.718,1.4,5,6.4,3.2,0.5,0.2,1.2,2.3,7.2,"2003",FALSE,0,0,42
"245","Walter McCarty","SF",28,"BOS",82,8,23.8,2.1,5.1,0.414,1.1,3,0.367,1,2.1,0.482,0.523,0.7,1.2,0.622,0.8,2.7,3.5,1.3,1,0.3,0.8,2.3,6.1,"2003",FALSE,0,0,44
"248","Tracy McGrady","SG",23,"ORL",75,74,39.4,11.1,24.2,0.457,2.3,6,0.386,8.7,18.2,0.481,0.505,7.7,9.7,0.793,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,"2003",FALSE,4,0.359,42
"249","Jeff McInnis","PG",28,"POR",75,1,17.5,2.5,5.6,0.444,0.1,0.5,0.171,2.4,5.2,0.469,0.452,0.7,0.9,0.746,0.3,1,1.3,2.3,0.3,0,1,1.6,5.8,"2003",FALSE,0,0,50
"250","Aaron McKie","SF",30,"PHI",80,40,29.7,3.6,8.3,0.429,0.5,1.4,0.33,3.1,6.9,0.449,0.457,1.4,1.7,0.836,0.8,3.6,4.4,3.5,1.6,0.1,1.4,2.2,9,"2003",FALSE,0,0,48
"251","Stanislav Medvedenko","PF",23,"LAL",58,10,10.7,1.9,4.4,0.434,0,0,0,1.9,4.4,0.438,0.434,0.5,0.7,0.721,1.1,1.3,2.4,0.3,0.2,0.1,0.6,2,4.4,"2003",FALSE,0,0,50
"252","Ron Mercer","SG",26,"IND",72,3,23.2,3.4,8.3,0.409,0,0.2,0.188,3.3,8.1,0.415,0.411,0.9,1.1,0.802,0.4,1.7,2.1,1.6,0.7,0.2,0.8,1.7,7.7,"2003",FALSE,0,0,48
"253","Chris Mihm","C",23,"CLE",52,0,15.6,2.2,5.5,0.404,0,0.1,0,2.2,5.5,0.408,0.404,1.5,2,0.724,1.8,2.7,4.4,0.5,0.3,0.7,0.9,2.4,5.9,"2003",FALSE,0,0,17
"254","Darius Miles","SF",21,"CLE",67,62,30,3.9,9.6,0.41,0,0.2,0,3.9,9.4,0.419,0.41,1.4,2.3,0.594,1.7,3.7,5.4,2.6,1,1,2.7,2.4,9.2,"2003",FALSE,0,0,17
"255","Andre Miller","PG",26,"LAC",80,80,36.4,4.7,11.6,0.406,0.3,1.4,0.213,4.4,10.3,0.432,0.419,3.9,4.9,0.795,1.1,2.9,4,6.7,1.2,0.1,2.6,2.5,13.6,"2003",FALSE,0,0,27
"256","Brad Miller","C",26,"IND",73,72,31.1,4.5,9.1,0.493,0.1,0.2,0.313,4.4,8.9,0.498,0.497,4,4.9,0.818,2.5,5.7,8.3,2.6,0.9,0.6,1.6,2.8,13.1,"2003",FALSE,0,0,48
"258","Reggie Miller","SG",37,"IND",70,70,30.2,4,9.1,0.441,1.6,4.5,0.355,2.4,4.6,0.527,0.53,3,3.3,0.9,0.3,2.2,2.5,2.4,0.9,0.1,0.9,1.3,12.6,"2003",FALSE,0,0,48
"260","Yao Ming","C",22,"HOU",82,72,29,4.9,9.8,0.498,0,0,0.5,4.9,9.8,0.498,0.499,3.7,4.5,0.811,2.4,5.8,8.2,1.7,0.4,1.8,2.1,2.8,13.5,"2003",FALSE,0,0,43
"261","Cuttino Mobley","SG",27,"HOU",73,73,41.7,6.3,14.6,0.434,1.5,4.4,0.352,4.8,10.3,0.469,0.486,3.3,3.9,0.858,1,3.2,4.2,2.8,1.3,0.5,2.3,2.5,17.5,"2003",FALSE,0,0,43
"265","Terence Morris","SF",24,"HOU",49,0,12.9,1.7,3.6,0.466,0.1,0.7,0.219,1.5,2.9,0.521,0.486,0.2,0.3,0.786,0.8,1.8,2.6,0.5,0.2,0.3,0.6,0.7,3.7,"2003",FALSE,0,0,43
"266","Troy Murphy","PF",22,"GSW",79,79,31.8,4.3,9.5,0.451,0,0.2,0.214,4.2,9.3,0.456,0.453,3.1,3.7,0.841,2.9,7.3,10.2,1.3,0.8,0.4,1.4,3.1,11.7,"2003",FALSE,0,0,38
"273","Eduardo Najera","SF",26,"DAL",48,12,23,2.7,4.8,0.558,0,0,0,2.7,4.8,0.561,0.558,1.3,1.9,0.681,1.9,2.8,4.6,1,0.8,0.5,0.5,2.7,6.7,"2003",FALSE,0,0,60
"274","Steve Nash","PG",28,"DAL",82,82,33.1,6.3,13.6,0.465,1.4,3.3,0.413,5,10.3,0.482,0.515,3.8,4.1,0.909,0.8,2.1,2.9,7.3,1,0.1,2.3,1.6,17.7,"2003",FALSE,0,0.001,60
"275","Rasho Nesterovic","C",26,"MIN",77,77,30.4,5.2,9.9,0.525,0,0,0,5.2,9.9,0.526,0.525,0.8,1.2,0.642,1.9,4.6,6.5,1.5,0.5,1.5,1.3,3.3,11.2,"2003",FALSE,0,0,51
"276","Ira Newble","SF",28,"ATL",73,45,26.5,3.2,6.4,0.495,0.4,1.2,0.381,2.7,5.2,0.52,0.529,1,1.2,0.778,1.2,2.5,3.7,1.4,0.7,0.4,0.9,2.4,7.7,"2003",FALSE,0,0,35
"277","Moochie Norris","PG",29,"HOU",82,3,16.8,1.6,4,0.406,0.1,0.5,0.244,1.5,3.5,0.432,0.423,1,1.4,0.684,0.5,1.5,1.9,2.4,0.7,0,1,0.9,4.4,"2003",FALSE,0,0,43
"278","Dirk Nowitzki","PF",24,"DAL",80,80,39,8.6,18.6,0.463,1.9,4.9,0.379,6.8,13.7,0.493,0.513,6,6.9,0.881,1,8.9,9.9,3,1.4,1,1.9,2.6,25.1,"2003",FALSE,0,0.036,60
"279","Jermaine O'Neal","PF",24,"IND",77,76,37.2,7.9,16.4,0.484,0.1,0.3,0.333,7.8,16.1,0.487,0.487,4.8,6.6,0.731,2.6,7.7,10.3,2,0.9,2.3,2.3,3.6,20.8,"2003",FALSE,0,0,48
"282","Lamar Odom","SF",23,"LAC",49,47,34.3,5.5,12.5,0.439,0.9,2.6,0.326,4.6,9.8,0.469,0.473,2.8,3.6,0.777,1.2,5.4,6.7,3.6,0.9,0.8,2.9,3.7,14.6,"2003",FALSE,0,0,27
"283","Mehmet Okur","PF",23,"DET",72,9,19,2.5,5.9,0.426,0.5,1.6,0.339,2,4.3,0.457,0.47,1.3,1.8,0.733,1.6,3,4.7,1,0.3,0.5,0.9,2.3,6.9,"2003",FALSE,0,0,50
"288","Bo Outlaw","C",31,"PHO",80,20,22.5,1.9,3.5,0.55,0,0,0,1.9,3.5,0.554,0.55,0.9,1.5,0.621,1.7,2.9,4.6,1.4,0.6,0.9,1,2.4,4.7,"2003",FALSE,0,0,44
"292","Scott Padgett","PF",26,"UTA",82,2,16.1,2.1,5.2,0.402,0.5,1.6,0.338,1.5,3.5,0.431,0.455,1,1.3,0.757,1,2.3,3.3,1,0.5,0.3,0.9,1.8,5.7,"2003",FALSE,0,0,47
"293","Milt Palacio","PG",24,"CLE",80,46,24.7,2,4.9,0.418,0.1,0.5,0.216,1.9,4.4,0.439,0.428,0.8,1.1,0.747,0.6,2.3,2.9,3.2,0.9,0.2,1.6,2.1,5,"2003",FALSE,0,0,17
"295","Smush Parker","PG",21,"CLE",66,18,16.7,2.1,5.1,0.402,0.6,1.8,0.322,1.5,3.3,0.445,0.459,1.5,1.8,0.831,0.4,1.4,1.8,2.5,0.7,0.2,2,1.6,6.2,"2003",FALSE,0,0,17
"296","Tony Parker","PG",20,"SAS",82,82,33.8,5.9,12.7,0.464,1,3,0.337,4.9,9.8,0.503,0.503,2.7,3.5,0.755,0.4,2.2,2.6,5.3,0.9,0,2.4,2.1,15.5,"2003",FALSE,0,0,60
"298","Ruben Patterson","SF",27,"POR",78,17,21.2,3.3,6.6,0.492,0,0.3,0.15,3.2,6.4,0.506,0.495,1.8,2.8,0.627,1.5,1.8,3.4,1.3,0.9,0.4,1.5,2.1,8.3,"2003",FALSE,0,0,50
"300","Anthony Peeler","SG",33,"MIN",82,39,27.4,3.1,7.4,0.414,1.1,2.6,0.41,2,4.8,0.416,0.485,0.5,0.6,0.78,0.5,2.5,2.9,3,0.9,0.2,1,2,7.7,"2003",FALSE,0,0,51
"301","Wesley Person","SG",31,"MEM",66,44,29.4,4.2,9.1,0.456,1.5,3.5,0.433,2.6,5.6,0.47,0.539,1.2,1.5,0.814,0.4,2.5,2.9,1.7,0.6,0.3,0.8,1,11,"2003",FALSE,0,0,28
"302","Morris Peterson","SF",25,"TOR",82,80,36,5.1,13.1,0.392,1.4,4.2,0.337,3.7,8.9,0.418,0.446,2.4,3,0.789,1.2,3.2,4.4,2.3,1.1,0.4,1.6,2.8,14.1,"2003",FALSE,0,0,24
"303","Eric Piatkowski","SG",32,"LAC",62,26,21.9,3.4,7.2,0.471,1.3,3.2,0.398,2.1,4,0.531,0.561,1.6,2,0.828,0.7,1.8,2.5,1.1,0.5,0.1,0.9,1.5,9.7,"2003",FALSE,0,0,27
"304","Paul Pierce","SG",25,"BOS",79,79,39.2,8.4,20.2,0.416,1.5,4.9,0.302,6.9,15.2,0.454,0.454,7.6,9.5,0.802,1.3,6,7.3,4.4,1.8,0.8,3.6,2.9,25.9,"2003",FALSE,0,0.001,44
"305","Scottie Pippen","SF",37,"POR",64,58,29.9,4.1,9.3,0.444,0.6,2.1,0.286,3.5,7.3,0.489,0.476,1.9,2.3,0.818,0.9,3.5,4.3,4.5,1.6,0.4,2.6,2.3,10.8,"2003",FALSE,0,0,50
"310","Tayshaun Prince","SF",22,"DET",42,5,10.4,1.3,2.8,0.449,0.5,1.1,0.426,0.8,1.7,0.465,0.534,0.3,0.4,0.647,0.1,1,1.1,0.6,0.2,0.3,0.5,0.6,3.3,"2003",FALSE,0,0,50
"312","Vladimir Radmanovic","PF",22,"SEA",72,16,26.5,3.8,9.3,0.41,1.4,4.1,0.355,2.4,5.2,0.453,0.488,1,1.4,0.706,1.1,3.4,4.5,1.3,0.9,0.3,1.4,1.9,10.1,"2003",FALSE,0,0,40
"313","Igor Rakocevic","PG",24,"MIN",42,0,5.8,0.5,1.4,0.379,0.1,0.3,0.417,0.4,1.1,0.37,0.422,0.7,0.9,0.806,0.1,0.3,0.4,0.8,0.1,0,0.5,0.6,1.9,"2003",FALSE,0,0,51
"314","Zach Randolph","PF",21,"POR",77,11,16.9,3.4,6.7,0.513,0,0.1,0,3.4,6.6,0.518,0.513,1.6,2.1,0.758,1.8,2.6,4.5,0.5,0.5,0.2,0.8,1.8,8.4,"2003",FALSE,0,0,50
"317","Michael Redd","SG",23,"MIL",82,14,28.2,5.5,11.8,0.469,2.2,5.1,0.438,3.3,6.8,0.492,0.562,1.8,2.3,0.805,1.2,3.3,4.5,1.4,1.2,0.2,0.9,1.7,15.1,"2003",FALSE,0,0,42
"320","Glen Rice","SF",35,"HOU",62,26,24.7,3.2,7.4,0.429,1.6,4.1,0.398,1.5,3.3,0.468,0.539,1,1.3,0.759,0.5,2,2.5,1,0.4,0.1,0.9,1.6,9,"2003",FALSE,0,0,43
"321","Jason Richardson","SG",22,"GSW",82,82,32.9,5.8,14.2,0.41,1.5,4.1,0.368,4.3,10.1,0.427,0.463,2.5,3.3,0.764,1.4,3.3,4.6,3,1.1,0.3,2.2,2.5,15.6,"2003",FALSE,0,0,38
"322","Quentin Richardson","SG",22,"LAC",59,13,23.2,3.4,9.3,0.372,1,3.4,0.308,2.4,5.9,0.408,0.428,1.4,2.1,0.685,1.7,3.1,4.8,0.9,0.6,0.2,1.1,1.6,9.4,"2003",FALSE,0,0,27
"324","Clifford Robinson","PF",36,"DET",81,69,34.9,4.6,11.5,0.398,1.1,3.2,0.336,3.5,8.3,0.422,0.444,2,2.9,0.676,1,2.9,3.9,3.3,1.1,1.1,2,3.2,12.2,"2003",FALSE,0,0,50
"326","Eddie Robinson","SF",26,"CHI",64,18,21.2,2.4,4.9,0.492,0,0.2,0.214,2.4,4.7,0.505,0.497,0.8,1,0.81,1.2,1.9,3.1,1,1,0.2,0.8,1.9,5.7,"2003",FALSE,0,0,30
"327","Glenn Robinson","SF",30,"ATL",69,68,37.6,7.8,18.1,0.432,1.3,3.8,0.342,6.5,14.3,0.456,0.468,3.9,4.4,0.876,1.2,5.4,6.6,3,1.3,0.4,3.6,2.7,20.8,"2003",FALSE,0,0,35
"328","Rodney Rogers","PF",31,"NJN",68,0,19.2,2.7,6.7,0.402,0.6,1.9,0.333,2,4.8,0.43,0.451,1,1.3,0.756,0.9,3,3.9,1.6,0.7,0.5,1.3,2.8,7,"2003",FALSE,0,0,49
"329","Sean Rooks","C",33,"LAC",70,38,19.2,1.8,4.2,0.421,0,0,0,1.8,4.2,0.422,0.421,0.7,0.8,0.81,0.8,2.3,3.1,1,0.5,0.6,0.9,2.5,4.2,"2003",FALSE,0,0,27
"330","Jalen Rose","SF",30,"CHI",82,82,40.9,7.8,19.3,0.406,1.6,4.4,0.37,6.2,14.9,0.416,0.448,4.9,5.7,0.854,0.8,3.5,4.3,4.8,0.9,0.3,3.5,3.3,22.1,"2003",FALSE,0,0,30
"331","Malik Rose","PF",28,"SAS",79,13,24.5,3.7,8,0.459,0,0.1,0.4,3.6,7.9,0.459,0.46,3.1,3.9,0.791,1.9,4.5,6.4,1.6,0.7,0.5,2.2,2.6,10.4,"2003",FALSE,0,0,60
"333","Kareem Rush","PG",22,"LAL",76,0,11.5,1.3,3.2,0.393,0.3,0.9,0.279,1,2.3,0.438,0.432,0.2,0.3,0.696,0.3,0.9,1.2,0.9,0.1,0.1,0.8,0.9,3,"2003",FALSE,0,0,50
"334","Bryon Russell","SF",32,"WAS",70,23,19.8,1.5,4.4,0.353,0.7,2,0.329,0.9,2.4,0.373,0.428,0.8,1,0.768,0.6,2.4,3,1,1,0.1,0.8,1.9,4.5,"2003",FALSE,0,0,37
"335","Arvydas Sabonis","C",38,"POR",78,1,15.5,2.2,4.6,0.476,0,0.1,0.5,2.2,4.6,0.476,0.481,1.7,2.1,0.787,1.1,3.2,4.3,1.8,0.8,0.6,1,1.8,6.1,"2003",FALSE,0,0,50
"336","John Salmons","PG",23,"PHI",64,1,7.9,0.8,1.8,0.414,0.2,0.5,0.323,0.6,1.3,0.447,0.457,0.4,0.5,0.743,0.3,0.7,0.9,0.7,0.3,0.1,0.5,0.8,2.1,"2003",FALSE,0,0,48
"340","Jeryl Sasser","SG",23,"ORL",75,4,13.7,0.9,2.8,0.309,0.2,0.6,0.295,0.7,2.2,0.313,0.341,0.7,1,0.679,0.9,1.6,2.5,0.9,0.6,0.2,0.5,1.2,2.6,"2003",FALSE,0,0,42
"343","Brian Scalabrine","PF",24,"NJN",59,7,12.3,1.2,2.9,0.402,0.2,0.7,0.359,0.9,2.2,0.415,0.444,0.5,0.6,0.833,0.7,1.7,2.4,0.8,0.3,0.3,0.8,1.3,3.1,"2003",FALSE,0,0,49
"345","Brian Shaw","PG",36,"LAL",72,0,12.5,1.4,3.6,0.387,0.5,1.5,0.349,0.9,2.1,0.414,0.46,0.1,0.2,0.667,0.3,1.4,1.7,1.4,0.4,0.2,0.8,0.9,3.5,"2003",FALSE,0,0,50
"352","Joe Smith","SF",27,"MIN",54,21,20.7,2.8,6.1,0.46,0,0,0,2.8,6,0.463,0.46,1.9,2.4,0.779,2.1,2.9,5,0.7,0.3,1,0.8,3.2,7.5,"2003",FALSE,0,0,51
"353","Steve Smith","SG",33,"SAS",53,18,19.5,2.1,5.5,0.388,0.7,2.2,0.331,1.4,3.3,0.428,0.455,1.8,2.2,0.833,0.4,1.5,1.9,1.3,0.5,0.2,0.8,1.5,6.8,"2003",FALSE,0,0,60
"354","Eric Snow","PG",29,"PHI",82,82,37.9,4.4,9.7,0.452,0.1,0.4,0.219,4.3,9.4,0.462,0.456,4,4.6,0.858,0.9,2.8,3.7,6.6,1.6,0.1,2.4,2.9,12.9,"2003",FALSE,0,0,48
"355","Latrell Sprewell","SF",32,"NYK",74,73,38.6,6.1,15.2,0.403,1.8,4.9,0.372,4.3,10.4,0.417,0.462,2.3,2.9,0.794,0.6,3.2,3.9,4.5,1.4,0.3,2.3,1.8,16.4,"2003",FALSE,0,0,37
"356","Jerry Stackhouse","SG",28,"WAS",70,70,39.2,7,17.2,0.409,1,3.5,0.29,6,13.7,0.439,0.438,6.5,7.4,0.878,0.9,2.8,3.7,4.5,0.9,0.4,2.8,1.9,21.5,"2003",FALSE,0,0,37
"358","DeShawn Stevenson","SG",21,"UTA",61,8,12.5,1.9,4.7,0.401,0.1,0.2,0.333,1.8,4.5,0.404,0.408,0.8,1.1,0.691,0.4,1,1.4,0.7,0.4,0.1,0.8,0.9,4.6,"2003",FALSE,0,0,47
"360","John Stockton","PG",40,"UTA",82,82,27.7,3.8,7.8,0.483,0.4,1,0.363,3.4,6.8,0.5,0.505,2.9,3.5,0.826,0.6,1.8,2.5,7.7,1.7,0.2,2.2,2.2,10.8,"2003",FALSE,0,0,47
"361","Peja Stojakovic","SF",25,"SAC",72,72,34,6.9,14.4,0.481,2.2,5.6,0.382,4.8,8.7,0.545,0.556,3.2,3.7,0.875,0.8,4.7,5.5,2,1,0.1,1.4,2,19.2,"2003",FALSE,0,0,59
"362","Damon Stoudamire","PG",29,"POR",59,27,22.3,2.6,7,0.376,0.7,1.9,0.386,1.9,5.1,0.372,0.429,0.9,1.1,0.791,0.7,1.9,2.6,3.5,0.7,0.1,1.4,1.1,6.9,"2003",FALSE,0,0,50
"363","Amar'e Stoudemire","PF",20,"PHO",82,71,31.3,4.8,10.1,0.472,0,0.1,0.2,4.8,10,0.476,0.473,3.9,5.9,0.661,3,5.7,8.8,1,0.8,1.1,2.3,3.3,13.5,"2003",FALSE,0,0,44
"364","Erick Strickland","SG",29,"IND",71,10,18,2.3,5.4,0.429,0.9,2.3,0.388,1.4,3.1,0.459,0.511,1,1.2,0.805,0.3,1.7,2,2.9,0.5,0.1,1.4,1.6,6.5,"2003",FALSE,0,0,48
"366","Rod Strickland","PG",36,"MIN",47,8,20.3,2.6,5.9,0.432,0,0.2,0.091,2.5,5.7,0.446,0.433,1.7,2.3,0.738,0.4,1.6,2,4.6,1,0.1,1.6,1.2,6.8,"2003",FALSE,0,0,51
"368","Bob Sura","SG",29,"GSW",55,0,20.5,2.5,6,0.412,0.5,1.5,0.329,1.9,4.4,0.44,0.454,1.9,2.7,0.696,1.1,2,3,3.2,0.8,0,1.5,2,7.3,"2003",FALSE,0,0,38
"369","Stromile Swift","PF",23,"MEM",67,26,22.1,3.5,7.3,0.481,0,0,0,3.5,7.3,0.483,0.481,2.6,3.7,0.722,1.7,4,5.7,0.7,0.8,1.6,1.5,2.3,9.7,"2003",FALSE,0,0,28
"370","Wally Szczerbiak","SF",25,"MIN",52,42,35.3,6.8,14,0.481,1.2,2.8,0.421,5.6,11.2,0.497,0.523,2.9,3.3,0.867,1,3.6,4.6,2.6,0.8,0.4,1.7,2.4,17.6,"2003",FALSE,0,0,51
"371","Maurice Taylor","PF",26,"HOU",67,9,20.6,3.4,8,0.432,0,0,0,3.4,8,0.433,0.432,1.5,2.1,0.725,1.4,2.1,3.6,1,0.3,0.3,1.5,2.3,8.4,"2003",FALSE,0,0,43
"372","Jason Terry","PG",25,"ATL",81,81,38,6,14.1,0.428,2,5.3,0.371,4,8.8,0.462,0.498,3.2,3.6,0.887,0.5,3,3.4,7.4,1.6,0.2,3.1,2.2,17.2,"2003",FALSE,0,0,35
"375","Kurt Thomas","C",30,"NYK",81,81,31.8,6.1,12.7,0.483,0,0,0.667,6.1,12.7,0.483,0.484,1.7,2.3,0.75,2,5.9,7.9,2,1,1.2,1.7,4.2,14,"2003",FALSE,0,0,37
"376","Tim Thomas","SF",25,"MIL",80,70,29.5,5.2,11.6,0.443,1.2,3.3,0.366,3.9,8.3,0.474,0.495,1.8,2.3,0.78,1.2,3.7,4.9,1.3,0.9,0.6,1.7,3.2,13.3,"2003",FALSE,0,0,42
"377","Jamaal Tinsley","PG",24,"IND",73,69,30.6,3,7.6,0.396,0.6,2.3,0.277,2.4,5.3,0.446,0.437,1.1,1.5,0.714,0.8,2.8,3.6,7.5,1.7,0.2,2.6,2.8,7.8,"2003",FALSE,0,0,48
"379","Robert Traylor","C",25,"NOH",69,0,12.3,1.5,3.4,0.443,0,0,0.333,1.5,3.4,0.444,0.445,0.8,1.3,0.648,1.6,2.2,3.8,0.7,0.7,0.5,0.8,2.2,3.9,"2003",FALSE,0,0,47
"380","Gary Trent","SF",28,"MIN",80,22,15.3,2.6,4.9,0.535,0,0,0,2.6,4.8,0.537,0.535,0.8,1.3,0.594,1.3,2.3,3.6,1,0.4,0.3,0.7,1.8,6,"2003",FALSE,0,0,51
"384","Nikoloz Tskitishvili","SF",19,"DEN",81,16,16.3,1.4,4.9,0.293,0.5,1.9,0.243,1,3,0.324,0.34,0.6,0.8,0.738,0.8,1.4,2.2,1.1,0.4,0.4,1,1.7,3.9,"2003",FALSE,0,0,17
"385","Hedo Turkoglu","SF",23,"SAC",67,11,17.5,2.5,5.8,0.422,0.4,1.2,0.372,2,4.7,0.435,0.459,1.3,1.6,0.8,0.5,2.3,2.8,1.3,0.4,0.2,0.7,1.9,6.7,"2003",FALSE,0,0,59
"386","Nick Van Exel","SG",31,"DAL",73,1,27.8,4.7,11.4,0.412,1.6,4.3,0.378,3.1,7.1,0.432,0.483,1.5,2,0.764,0.5,2.4,2.8,4.3,0.6,0.1,1.7,1.2,12.5,"2003",FALSE,0,0,60
"387","Keith Van Horn","PF",27,"PHI",74,73,31.6,6.2,12.9,0.482,0.9,2.4,0.369,5.3,10.5,0.508,0.516,2.6,3.2,0.804,2.1,4.9,7.1,1.3,0.9,0.4,2,3.4,15.9,"2003",FALSE,0,0,48
"388","Jacque Vaughn","PG",27,"ORL",80,48,21.1,2.3,5.1,0.448,0.1,0.4,0.235,2.2,4.7,0.467,0.457,1.2,1.6,0.776,0.3,1.2,1.5,2.9,0.8,0,1.2,2.1,5.9,"2003",FALSE,0,0,42
"390","Dajuan Wagner","SG",19,"CLE",47,24,29.5,4.7,12.9,0.369,1.2,3.7,0.316,3.6,9.2,0.39,0.414,2.7,3.4,0.8,0.4,1.3,1.7,2.8,0.8,0.1,1.8,2.3,13.4,"2003",FALSE,0,0,17
"391","Antoine Walker","PF",26,"BOS",78,78,41.5,7.7,19.9,0.388,2.4,7.5,0.323,5.3,12.5,0.427,0.449,2.3,3.7,0.615,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,20.1,"2003",FALSE,0,0,44
"392","Samaki Walker","C",26,"LAL",67,39,18.6,1.7,4.1,0.42,0,0,0,1.7,4.1,0.421,0.42,1,1.5,0.653,1.7,3.8,5.5,1,0.3,0.8,0.8,2.1,4.4,"2003",FALSE,0,0,50
"393","Ben Wallace","C",28,"DET",73,73,39.4,2.9,6,0.481,0,0.1,0.167,2.9,5.9,0.485,0.482,1.2,2.6,0.45,4,11.4,15.4,1.6,1.4,3.2,1.2,2.5,6.9,"2003",FALSE,1,0.028,50
"394","Gerald Wallace","SF",20,"SAC",47,7,12.1,1.9,3.9,0.492,0,0.1,0.25,1.9,3.8,0.497,0.495,0.8,1.6,0.527,0.8,1.9,2.7,0.5,0.5,0.3,0.9,1.4,4.7,"2003",FALSE,0,0,59
"395","Rasheed Wallace","PF",28,"POR",74,74,36.3,7,14.8,0.471,1.5,4.1,0.358,5.5,10.6,0.515,0.521,2.7,3.7,0.735,1.5,5.9,7.4,2.1,0.9,1,1.9,3,18.1,"2003",FALSE,0,0,50
"396","Charlie Ward","PG",32,"NYK",66,6,22.2,2.5,6.3,0.399,1.5,4,0.378,1,2.2,0.435,0.521,0.6,0.8,0.774,0.4,2.3,2.7,4.6,1.2,0.2,1.4,2.2,7.2,"2003",FALSE,0,0,37
"397","Earl Watson","PG",23,"MEM",79,2,17.3,2.2,4.9,0.435,0.4,1.2,0.341,1.8,3.8,0.463,0.474,0.8,1.1,0.721,0.6,1.5,2.1,2.8,1.1,0.2,1.1,1.7,5.5,"2003",FALSE,0,0,28
"399","Chris Webber","PF",29,"SAC",67,67,39.1,9.9,21.4,0.461,0.1,0.3,0.238,9.8,21.1,0.465,0.463,3.2,5.3,0.607,2.4,8.1,10.5,5.4,1.6,1.3,3.2,3,23,"2003",FALSE,0,0.016,59
"400","Bonzi Wells","SG",26,"POR",75,65,31.9,5.8,13.2,0.441,0.5,1.7,0.292,5.3,11.5,0.464,0.461,3,4.2,0.722,1.3,3.9,5.3,3.3,1.6,0.2,2.9,2.9,15.2,"2003",FALSE,0,0,50
"402","David Wesley","SG",32,"NOH",73,73,37.1,6.2,14.2,0.433,1.8,4.3,0.424,4.3,9.9,0.437,0.498,2.5,3.2,0.781,0.5,1.9,2.4,3.4,1.5,0.1,1.8,2.4,16.7,"2003",FALSE,0,0,47
"404","Rodney White","SG",22,"DEN",72,19,21.7,3.6,8.9,0.408,0.4,1.9,0.239,3.2,7,0.452,0.433,1.4,1.7,0.784,0.6,2.4,3,1.7,0.6,0.4,2.2,1.9,9,"2003",FALSE,0,0,17
"408","Aaron Williams","C",31,"NJN",81,0,19.7,2.5,5.4,0.453,0,0,0,2.5,5.4,0.454,0.453,1.3,1.6,0.785,1.7,2.4,4.1,1.1,0.3,0.7,1,2.5,6.2,"2003",FALSE,0,0,49
"409","Alvin Williams","PG",28,"TOR",78,78,33.8,5.1,11.6,0.438,0.6,1.9,0.329,4.5,9.7,0.458,0.464,2.4,3.1,0.782,0.7,2.4,3.1,5.3,1.4,0.3,1.6,2.2,13.2,"2003",FALSE,0,0,24
"411","Eric Williams","SF",30,"BOS",82,79,28.7,3.1,7,0.442,0.5,1.3,0.336,2.6,5.7,0.467,0.474,2.5,3.3,0.75,1.7,2.9,4.7,1.7,1,0.2,1.2,2.9,9.1,"2003",FALSE,0,0,44
"413","Jason Williams","PG",27,"MEM",76,76,31.7,4.4,11.3,0.388,1.9,5.3,0.354,2.5,6,0.418,0.471,1.4,1.7,0.84,0.3,2.5,2.8,8.3,1.2,0.1,2.2,1.7,12.1,"2003",FALSE,0,0,28
"414","Jay Williams","PG",21,"CHI",75,54,26.1,3.6,9.1,0.399,0.9,2.7,0.322,2.8,6.4,0.431,0.446,1.4,2.1,0.64,0.4,2.2,2.6,4.7,1.1,0.2,2.3,2.4,9.5,"2003",FALSE,0,0,30
"415","Jerome Williams","PF",29,"TOR",71,63,33,3.8,7.5,0.499,0,0.1,0.167,3.7,7.5,0.503,0.5,2.2,4,0.555,3.3,5.9,9.2,1.3,1.6,0.4,1.4,2.8,9.7,"2003",FALSE,0,0,24
