
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
39,Marco Belinelli\belinma01,SG,30,CHO,74,1778,13.3,.566,.460,.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,,2.0,1.2,3.2,.087,,0.1,-2.0,-1.9,0.1
40,DeAndre' Bembry\bembrde01,SF,22,ATL,38,371,8.8,.481,.184,.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,,-0.1,0.4,0.3,.038,,-4.4,0.1,-4.3,-0.2
41,Dragan Bender\bendedr01,PF,19,PHO,43,574,5.3,.440,.627,.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,,-0.7,0.3,-0.3,-0.029,,-4.0,-0.3,-4.3,-0.3
42,Anthony Bennett\bennean01,PF,23,BRK,23,264,14.7,.533,.522,.391,10.2,21.0,15.6,7.1,0.9,0.9,10.0,19.4,,0.3,0.2,0.5,.090,,-0.8,-2.2,-3.0,-0.1
43,Ben Bentil\bentibe01,PF,21,DAL,3,10,-17.6,.000,.333,.000,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,,-0.1,0.0,-0.1,-0.473,,-22.4,-4.5,-26.9,-0.1
44,Davis Bertans\bertada01,PF,24,SAS,67,808,12.9,.609,.739,.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,,1.1,1.2,2.3,.135,,1.2,0.6,1.8,0.8
45,Patrick Beverley\beverpa01,SG,28,HOU,67,2058,13.0,.546,.530,.175,5.0,15.8,10.4,18.8,2.3,1.0,14.6,14.1,,2.9,2.4,5.3,.123,,0.8,1.5,2.3,2.3
46,Bismack Biyombo\biyombi01,C,24,ORL,81,1793,12.2,.546,.000,.690,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,,0.8,2.1,2.9,.077,,-4.2,2.0,-2.2,-0.1
47,Nemanja Bjelica\bjeline01,PF,28,MIN,65,1190,11.0,.526,.497,.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,,0.6,0.9,1.5,.059,,-0.7,-0.4,-1.1,0.3
48,Tarik Black\blackta01,C,25,LAL,67,1091,15.0,.560,.007,.371,13.9,20.7,17.2,5.3,1.3,3.3,14.5,15.7,,1.5,0.8,2.4,.105,,-1.8,0.2,-1.6,0.1
49,Eric Bledsoe\bledser01,PG,27,PHO,66,2176,20.5,.563,.300,.443,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,,4.0,1.4,5.3,.118,,3.7,-0.4,3.3,2.9
50,Bojan Bogdanovic\bogdabo02,SF,27,TOT,81,2083,13.5,.585,.464,.288,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,,2.0,0.9,2.9,.067,,-0.1,-2.8,-2.9,-0.5
51,Andrew Bogut\bogutan01,C,32,TOT,27,583,9.3,.460,.012,.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,.055,,-5.6,5.3,-0.3,0.3
52,Joel Bolomboy\bolomjo01,PF,23,UTA,12,53,19.7,.590,.250,.375,9.0,27.6,18.5,6.3,1.0,3.1,9.7,18.2,,0.1,0.1,0.2,.171,,-1.3,0.5,-0.8,0.0
53,Devin Booker\bookede01,SG,20,PHO,78,2730,14.6,.531,.283,.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,,1.3,0.6,2.0,.035,,0.4,-2.7,-2.3,-0.2
54,Trevor Booker\booketr01,PF,29,BRK,71,1754,15.7,.554,.132,.186,8.7,25.5,17.2,12.9,2.0,1.2,16.6,18.7,,1.0,2.2,3.1,.086,,-1.6,1.7,0.1,0.9
55,Avery Bradley\bradlav01,SG,26,BOS,55,1835,14.4,.548,.357,.120,4.0,16.2,10.1,11.0,1.8,0.5,9.7,21.9,,1.1,2.0,3.1,.081,,-0.2,-0.4,-0.5,0.7
56,Corey Brewer\breweco01,SF,30,TOT,82,1281,9.1,.491,.339,.195,2.7,11.6,7.1,10.7,2.3,1.3,12.7,14.3,,0.0,1.2,1.2,.045,,-2.9,0.2,-2.7,-0.2
57,Malcolm Brogdon\brogdma01,SG,24,MIL,75,1982,14.9,.555,.304,.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,,2.6,1.5,4.1,.100,,0.6,-1.1,-0.5,0.8
58,Aaron Brooks\brookaa01,PG,32,IND,65,894,9.5,.507,.427,.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,,-0.2,0.5,0.3,.016,,-2.1,-2.5,-4.6,-0.6
59,Anthony Brown\brownan02,SF,24,TOT,11,159,7.2,.430,.540,.000,5.3,16.9,11.0,7.6,1.5,0.5,10.7,15.6,,-0.2,0.2,0.0,.001,,-3.8,-0.2,-4.0,-0.1
60,Bobby Brown\brownbo02,PG,32,HOU,25,123,10.8,.509,.583,.033,0.0,5.3,2.7,17.6,0.4,0.0,7.6,22.7,,0.1,0.0,0.1,.040,,-1.5,-6.1,-7.6,-0.2
61,Jaylen Brown\brownja02,SF,20,BOS,78,1341,10.3,.539,.319,.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,,0.2,1.3,1.5,.053,,-3.1,-0.9,-4.0,-0.7
62,Nicolas Brussino\brussni01,SG,23,DAL,54,521,10.7,.498,.674,.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16.0,,0.0,0.6,0.6,.055,,-1.7,0.7,-1.0,0.1
63,Reggie Bullock\bullore01,SF,25,DET,31,467,11.7,.538,.570,.055,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,,0.4,0.5,1.0,.101,,-0.4,0.5,0.1,0.2
64,Trey Burke\burketr01,PG,24,WAS,57,703,10.8,.532,.275,.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,,0.3,0.3,0.5,.036,,-2.3,-3.4,-5.7,-0.7
65,Alec Burks\burksal01,SG,25,UTA,42,653,11.6,.501,.306,.315,3.1,17.7,10.6,7.5,1.4,0.6,11.0,22.7,,-0.1,0.9,0.8,.056,,-3.3,-0.9,-4.2,-0.4
66,Jimmy Butler\butleji01,SF,27,CHI,76,2809,25.1,.586,.198,.540,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,,10.1,3.8,13.8,.236,,5.8,1.1,6.9,6.3
67,Bruno Caboclo\cabocbr01,SF,21,TOR,9,40,14.6,.438,.375,.000,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,,0.0,0.1,0.1,.083,,0.1,0.7,0.8,0.0
68,Jose Calderon\caldejo01,PG,35,TOT,41,539,8.9,.506,.478,.090,3.0,12.2,7.5,23.3,1.0,0.2,22.7,14.4,,0.0,0.3,0.3,.023,,-2.9,-1.8,-4.7,-0.4
69,Kentavious Caldwell-Pope\caldwke01,SG,23,DET,76,2529,12.8,.519,.471,.199,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,,2.0,2.5,4.5,.086,,0.9,0.0,0.9,1.8
70,Isaiah Canaan\canaais01,SG,25,CHI,39,592,8.1,.483,.543,.191,1.1,8.1,4.6,9.0,1.9,0.1,10.1,15.4,,0.0,0.6,0.5,.042,,-2.3,-1.1,-3.4,-0.2
71,Clint Capela\capelca01,C,22,HOU,65,1551,21.4,.638,.000,.314,12.5,24.5,18.5,6.7,1.1,4.1,12.0,19.9,,3.8,2.1,5.9,.184,,0.0,0.9,0.9,1.1
72,DeMarre Carroll\carrode01,SF,30,TOR,72,1882,11.9,.530,.582,.213,3.8,12.7,8.3,5.7,2.2,1.2,8.2,15.6,,1.7,2.1,3.8,.097,,0.7,0.4,1.0,1.4
73,Vince Carter\cartevi01,SF,40,MEM,73,1799,11.7,.542,.604,.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,,1.9,2.1,4.0,.106,,0.1,0.9,1.0,1.4
74,Michael Carter-Williams\cartemi01,PG,25,CHI,45,846,9.9,.437,.209,.252,3.0,16.6,9.8,20.0,2.3,2.2,16.3,20.9,,-1.0,1.3,0.2,.013,,-4.1,1.7,-2.4,-0.1
75,Omri Casspi\casspom01,PF,28,TOT,36,643,10.0,.526,.262,.177,4.9,15.2,10.1,8.6,1.8,0.4,14.1,14.4,,0.1,0.4,0.5,.038,,-2.4,-0.6,-3.0,-0.2
76,Willie Cauley-Stein\caulewi01,C,23,SAC,75,1421,16.3,.558,.004,.314,7.0,20.4,13.8,9.4,1.9,2.8,11.2,19.7,,1.4,1.5,2.9,.100,,-2.0,0.8,-1.2,0.3
77,Tyson Chandler\chandty01,C,34,PHO,47,1298,16.6,.703,.000,.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,,2.7,1.3,4.1,.151,,-0.7,0.3,-0.3,0.5
78,Wilson Chandler\chandwi01,SF,29,DEN,71,2197,14.9,.545,.347,.207,5.2,17.8,11.6,9.8,1.1,1.1,10.0,22.0,,2.4,1.1,3.5,.077,,0.5,-1.4,-0.9,0.6
79,Marquese Chriss\chrisma01,PF,19,PHO,82,1743,12.3,.529,.354,.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,,0.3,1.5,1.8,.050,,-1.6,0.0,-1.6,0.2
80,Rakeem Christmas\chrisra01,PF,25,IND,29,219,10.4,.529,.000,.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,,0.3,0.2,0.5,.099,,-3.0,-1.2,-4.2,-0.1
81,Semaj Christon\chrisse01,PG,24,OKC,64,973,5.7,.387,.283,.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,,-0.7,0.8,0.1,.006,,-5.1,-1.2,-6.3,-1.1
82,Ian Clark\clarkia01,SG,25,GSW,77,1137,13.1,.575,.376,.134,2.3,9.0,5.8,11.2,1.7,0.6,10.7,19.5,,1.0,1.3,2.3,.099,,-0.6,-1.4,-2.0,0.0
83,Jordan Clarkson\clarkjo01,SG,24,LAL,82,2397,13.2,.526,.332,.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,,0.5,0.7,1.2,.024,,-0.5,-2.3,-2.7,-0.4
84,Norris Cole\coleno01,PG,28,OKC,13,125,5.4,.381,.250,.192,0.0,9.8,4.9,16.3,3.1,0.0,11.0,21.5,,-0.2,0.2,-0.1,-0.033,,-6.5,-1.7,-8.2,-0.2
85,Darren Collison\collida01,PG,29,SAC,68,2063,15.3,.570,.245,.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,,3.1,0.8,3.9,.091,,0.8,-2.3,-1.5,0.3
86,Nick Collison\collini01,PF,36,OKC,20,128,12.9,.622,.043,.348,7.8,19.1,13.4,13.2,0.8,1.2,13.1,10.1,,0.3,0.1,0.4,.145,,-1.8,0.0,-1.8,0.0
87,Mike Conley\conlemi01,PG,29,MEM,69,2292,23.2,.604,.415,.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,,7.5,2.5,10.0,.209,,6.5,-0.8,5.7,4.5
88,Pat Connaughton\connapa01,SG,24,POR,39,316,11.8,.645,.458,.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13.0,,0.4,0.2,0.6,.090,,-0.9,-1.6,-2.5,0.0
89,Quinn Cook\cookqu01,PG,23,TOT,14,188,11.8,.579,.394,.076,0.6,3.6,2.0,22.8,1.1,0.0,16.0,19.6,,0.1,0.1,0.2,.047,,-1.7,-4.2,-5.9,-0.2
90,DeMarcus Cousins\couside01,C,26,TOT,72,2465,25.8,.562,.253,.468,7.0,29.2,18.2,25.8,2.0,3.4,13.5,36.5,,3.9,3.8,7.6,.149,,3.9,2.6,6.6,5.3
91,Robert Covington\covinro01,SF,26,PHI,67,2119,13.2,.534,.563,.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,,0.0,3.2,3.1,.071,,-0.7,2.0,1.4,1.8
92,Allen Crabbe\crabbal01,SG,24,POR,79,2254,11.6,.602,.467,.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,,3.1,1.0,4.2,.089,,0.3,-1.3,-1.0,0.6
93,Jamal Crawford\crawfja01,SG,36,LAC,82,2157,12.0,.525,.370,.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,,0.5,1.4,1.9,.043,,-1.0,-2.1,-3.0,-0.6
94,Jordan Crawford\crawfjo02,SG,28,NOP,19,442,17.6,.582,.436,.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,,0.6,0.3,0.9,.102,,2.6,-3.0,-0.4,0.2
95,Jae Crowder\crowdja01,SF,26,BOS,72,2335,14.9,.613,.547,.301,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17.0,,4.1,2.5,6.7,.137,,1.4,0.2,1.6,2.1
96,Dante Cunningham\cunnida01,PF,29,NOP,66,1649,10.2,.586,.504,.075,3.6,14.2,8.9,3.2,1.2,1.4,7.0,10.7,,1.4,1.6,3.0,.088,,-1.3,0.8,-0.5,0.6
97,Seth Curry\curryse01,PG,26,DAL,70,2029,15.5,.601,.458,.142,1.4,9.3,5.1,16.0,2.0,0.3,11.0,19.5,,2.9,1.7,4.6,.110,,1.8,-0.4,1.4,1.7
98,Stephen Curry\curryst01,PG,28,GSW,79,2638,24.6,.624,.547,.251,2.7,11.4,7.3,31.2,2.6,0.5,13.0,30.1,,8.7,3.9,12.6,.229,,7.8,-0.4,7.3,6.2
99,Troy Daniels\danietr01,SG,25,MEM,67,1183,10.4,.531,.717,.109,2.1,7.8,4.8,6.6,0.9,0.3,8.0,21.7,,0.5,0.8,1.3,.051,,0.4,-3.5,-3.1,-0.3
100,Anthony Davis\davisan02,C,23,NOP,75,2708,27.5,.580,.088,.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,,5.9,5.1,11.0,.195,,1.4,2.3,3.7,3.9
101,Deyonta Davis\davisde01,C,20,MEM,36,238,10.6,.528,.000,.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12.0,,0.1,0.4,0.5,.097,,-5.4,1.8,-3.7,-0.1
102,Ed Davis\davised01,PF,27,POR,46,789,11.5,.563,.000,.570,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12.0,,1.0,0.7,1.7,.104,,-2.2,0.1,-2.1,0.0
103,Dewayne Dedmon\dedmode01,C,27,SAS,76,1330,16.0,.645,.000,.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,,2.3,3.0,5.2,.189,,-1.6,3.2,1.7,1.2
104,Sam Dekker\dekkesa01,PF,22,HOU,77,1419,13.1,.549,.436,.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,,1.9,1.2,3.1,.104,,-0.4,-0.6,-1.0,0.3
105,Malcolm Delaney\delanma01,PG,27,ATL,73,1248,7.5,.456,.284,.240,0.9,9.8,5.4,23.1,1.5,0.1,18.1,18.3,,-1.2,1.3,0.1,.005,,-4.6,-1.3,-5.9,-1.2
106,Matthew Dellavedova\dellama01,PG,26,MIL,76,1986,9.4,.501,.403,.180,1.4,7.1,4.3,25.7,1.4,0.0,18.8,16.3,,0.3,0.9,1.2,.029,,-1.9,-2.8,-4.7,-1.4
107,Luol Deng\denglu01,SF,31,LAL,56,1486,10.1,.470,.389,.149,4.5,17.7,10.8,7.0,1.6,1.1,8.7,14.2,,0.1,0.8,0.9,.029,,-2.3,-0.2,-2.5,-0.2
108,DeMar DeRozan\derozde01,SG,27,TOR,74,2620,24.0,.552,.080,.419,3.0,13.6,8.3,20.6,1.5,0.4,9.0,34.3,,6.7,2.4,9.0,.166,,2.4,-1.5,0.9,1.9
109,Cheick Diallo\diallch01,PF,20,NOP,17,199,16.8,.510,.000,.276,12.1,26.7,19.4,3.2,1.0,2.9,7.6,20.5,,0.2,0.3,0.5,.111,,-4.6,-1.0,-5.6,-0.2
110,Boris Diaw\diawbo01,PF,34,UTA,73,1283,9.0,.494,.248,.107,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,,-0.1,1.2,1.1,.041,,-2.7,-0.2,-2.9,-0.3
111,Gorgui Dieng\dienggo01,PF,27,MIN,82,2653,14.2,.555,.065,.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,,3.2,2.5,5.7,.103,,-0.5,2.2,1.8,2.5
112,Spencer Dinwiddie\dinwisp01,PG,23,BRK,59,1334,12.7,.581,.334,.526,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,,1.9,0.9,2.8,.101,,-0.7,-0.2,-0.9,0.4
113,Toney Douglas\douglto01,PG,30,MEM,24,394,10.6,.451,.359,.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,,0.0,0.5,0.5,.059,,-2.2,1.0,-1.2,0.1
114,Goran Dragic\dragigo01,PG,30,MIA,73,2459,19.8,.575,.257,.335,2.8,9.9,6.3,29.0,1.8,0.4,14.1,27.1,,5.0,2.6,7.5,.147,,3.4,-0.7,2.7,2.9
115,Andre Drummond\drumman01,C,23,DET,81,2409,20.9,.518,.008,.390,15.1,36.2,25.2,6.0,2.6,3.1,12.5,22.4,,1.4,5.3,6.7,.133,,-2.1,2.9,0.9,1.8
116,Jared Dudley\dudleja01,PF,31,PHO,64,1362,10.6,.579,.587,.188,2.4,15.9,9.0,12.5,1.5,0.9,16.3,13.8,,1.1,0.7,1.8,.064,,-0.1,-0.1,-0.3,0.6
117,Mike Dunleavy\dunlemi02,SF,36,TOT,53,841,10.1,.573,.609,.205,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14.0,,0.8,0.7,1.5,.086,,-1.0,-1.2,-2.2,0.0
118,Kris Dunn\dunnkr01,PG,22,MIN,78,1333,8.1,.432,.233,.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,,-1.2,1.3,0.1,.004,,-3.7,1.5,-2.2,-0.1
119,Kevin Durant\duranke01,PF,28,GSW,62,2070,27.6,.651,.304,.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,,8.0,4.0,12.0,.278,,5.4,2.6,8.0,5.2
120,Jarell Eddie\eddieja01,SF,25,PHO,5,62,9.7,.523,.842,.474,1.7,10.8,6.1,0.0,0.8,0.0,4.2,16.2,,0.1,0.0,0.1,.054,,-1.5,-5.9,-7.3,-0.1
121,Henry Ellenson\ellenhe01,PF,20,DET,19,146,7.5,.444,.547,.125,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,,-0.4,0.2,-0.2,-0.071,,-5.8,-2.4,-8.2,-0.2
122,Wayne Ellington\ellinwa01,SG,29,MIA,62,1500,12.6,.565,.710,.077,1.3,8.5,4.9,7.1,1.2,0.2,5.0,17.9,,2.1,1.2,3.3,.105,,1.8,-1.9,-0.2,0.7
123,Monta Ellis\ellismo01,SG,31,IND,74,1998,9.9,.514,.242,.230,1.1,10.3,5.7,17.2,2.0,1.2,18.0,16.8,,-0.7,1.7,1.1,.026,,-2.5,0.2,-2.3,-0.2
124,Joel Embiid\embiijo01,C,22,PHI,31,786,24.1,.584,.228,.569,8.5,25.6,17.0,16.0,1.7,7.7,17.9,36.0,,0.5,1.5,1.9,.117,,0.0,3.2,3.1,1.0
